,Distance,Channel 1,Channel 2,Channel 3
0,0.0,460553.19399999984,3359312.0260000015,984762.279
1,0.035,461973.28900000016,3336738.6140000005,980567.0850000005
2,0.07,460706.5670000003,3259314.775000001,970861.6329999998
3,0.10500000000000001,460510.70400000014,3080816.873,973449.7029999999
4,0.14,463139.6859999999,2855071.1020000004,981034.1430000002
5,0.17500000000000002,466404.6180000001,2627674.5910000005,980198.9689999995
6,0.21000000000000002,469440.2909999998,2449163.4059999995,987674.0529999998
7,0.24500000000000002,472759.0189999999,2375914.3949999996,988063.4259999997
8,0.28,477900.88700000016,2493435.0699999984,987362.0149999999
9,0.31500000000000006,481184.69200000016,2877091.275000001,995238.6100000006
10,0.35000000000000003,485021.315,3579549.9590000003,1013370.7200000002
11,0.385,486617.23000000004,4561543.911000002,1037983.1150000001
12,0.42000000000000004,486705.1479999999,5564008.1280000005,1059263.265
13,0.45500000000000007,484575.6940000001,6333078.445999999,1080880.2959999992
14,0.49000000000000005,481827.57600000006,6726200.603000004,1092534.7470000007
15,0.525,478144.3639999999,6411284.127000001,1097810.597
16,0.56,476100.2429999999,5680606.535,1095329.2460000003
17,0.5950000000000001,476352.80199999997,4714771.433999997,1082297.2740000004
18,0.6300000000000001,477923.78400000016,3739644.7179999994,1062100.024
19,0.665,479749.08400000026,2999289.5450000004,1040682.9810000001
20,0.7000000000000001,483042.7390000002,2624191.9620000003,1026782.8970000001
21,0.7350000000000001,485191.13200000004,2516523.9310000003,1015517.9130000004
22,0.77,485338.66800000006,2584269.1159999995,1006821.892
23,0.805,483636.8199999998,2739450.8079999983,1000308.2589999998
24,0.8400000000000001,480949.24600000016,2928394.3849999993,1002248.6799999999
25,0.8750000000000001,477126.6509999997,3124748.2539999997,1011692.6819999994
26,0.9100000000000001,471538.308,3329877.714,1018237.417
27,0.9450000000000001,466054.6020000001,3434174.8920000005,1027620.547
28,0.9800000000000001,461901.88299999986,3430627.8440000014,1040371.2800000001
