,Distance,Channel 1,Channel 2,Channel 3
0,0.0,872140.322,388515.50300000014,994522.6780000008
1,0.035,874135.7300000006,383847.7799999999,985360.9510000004
2,0.07,875481.9699999992,379459.2270000003,980942.8719999992
3,0.10500000000000001,874097.771,371325.4570000002,977887.7999999991
4,0.14,871507.7070000011,359912.19299999985,975122.1989999998
5,0.17500000000000002,870343.6840000005,343997.48000000016,968293.1170000008
6,0.21000000000000002,869467.9640000006,331256.4809999999,966961.221
7,0.24500000000000002,870561.0120000005,327188.23999999993,968629.297999999
8,0.28,874593.6770000001,347958.9040000001,972080.5090000001
9,0.31500000000000006,882103.4600000002,408440.5289999997,974633.276
10,0.35000000000000003,891043.3359999997,524319.232,974829.4639999999
11,0.385,900858.8119999989,692583.2649999999,979234.0270000002
12,0.42000000000000004,908072.9750000001,881311.4799999999,991174.8140000002
13,0.45500000000000007,912967.5039999995,1042273.5380000001,1000138.1979999995
14,0.49000000000000005,915186.9649999996,1127815.9809999994,1017740.7580000001
15,0.525,910758.4010000002,1053203.4110000008,1032107.0959999996
16,0.56,902005.2630000003,904996.4569999995,1030995.3670000006
17,0.5950000000000001,893187.9799999996,725490.9640000004,1029908.1029999995
18,0.6300000000000001,885022.7270000002,553052.7829999999,1015722.7860000003
19,0.665,877510.6899999995,427891.1330000002,993841.7299999996
20,0.7000000000000001,872583.3839999994,355596.966,976154.502
21,0.7350000000000001,868258.4210000002,330447.99999999994,956781.3520000008
22,0.77,863669.6209999999,332494.54099999997,943715.5380000001
23,0.805,860724.3170000007,351458.47699999996,938345.2540000002
24,0.8400000000000001,858896.83,373366.10500000016,940770.4279999996
25,0.8750000000000001,859754.0080000007,391080.39500000025,948607.975
26,0.9100000000000001,859758.3809999999,407148.18199999986,954955.3649999993
27,0.9450000000000001,861938.5060000002,419124.748,962027.5109999997
28,0.9800000000000001,864461.4060000008,427549.07899999985,973159.3989999994
