,Distance,Channel 1 Avg,Channel 1 Std,Channel 2 Avg,Channel 2 Std,Channel 3 Avg,Channel 3 Std
0,0.0,2526.5040926581155,1261.5882359026798,1752.2572848297214,713.737615838616,2026.076736178682,905.1398517108613
1,0.035,2519.1197390535162,1252.694905824457,1731.3959770013269,702.7123574335832,2020.9801525873506,897.5243862537621
2,0.07,2511.979597965502,1242.9813977853294,1706.9328149049095,690.2775300819918,2020.791576072534,891.9143174266931
3,0.105,2508.73623772667,1238.6183785016492,1681.2084787704557,673.1439636238468,2020.9430513047325,887.8438035767498
4,0.14,2511.5377249004864,1235.1508502980669,1654.7906211853162,654.643836050739,2017.702050199027,889.2044005275244
5,0.175,2522.01922357364,1234.741381801531,1632.1169259177354,636.3263030085421,2012.8251463954005,894.1738546984883
6,0.21,2543.7093655462186,1237.7981411660362,1619.164135559487,623.3977240751963,2008.6530517470146,898.2942913103195
7,0.245,2580.250107032287,1250.4237868672853,1623.0303047324194,617.5114707715358,2005.2176773551525,893.7400328946128
8,0.28,2625.264088677576,1271.9937783596095,1654.4777865988501,622.9331765579733,2008.0202145068554,890.5144774801972
9,0.315,2676.179287483414,1297.8989273704249,1724.8941941618752,640.7897790972495,2015.577977222468,885.3099392678575
10,0.35,2732.4112335249893,1327.190293412023,1841.1240632463512,669.7852891785169,2027.8772357364,883.8478617159087
11,0.385,2787.5521578947364,1358.3933447035251,1998.6525327288807,706.0237946374568,2039.878246130031,884.7162560476945
12,0.42,2828.3032198142414,1384.3237225745602,2170.504094206103,746.0753265483739,2050.1866030517476,889.7176777525319
13,0.455,2853.0650521892967,1400.3243286690974,2316.7836041574524,782.7160519368475,2056.568348960637,894.8226975075971
14,0.49,2862.666367315347,1399.1803541948111,2391.2238361344534,802.7542408492236,2057.50210968598,899.5543290888187
15,0.525,2818.870134011499,1380.6889125483451,2318.2949896063687,785.2056478054016,2061.6692195931,897.5242841822101
16,0.56,2764.3293129146396,1355.7895617868069,2172.2838516143297,749.9805076154877,2062.161374834144,891.427344865708
17,0.5950000000000001,2705.6590004422824,1323.1797363591302,1998.6080769570985,709.6916370763761,2054.319647501106,881.5144398330012
18,0.6300000000000001,2650.607564573198,1295.701299676288,1839.108678460858,674.07639751593,2044.7605090667846,870.739164529887
19,0.665,2597.398586023883,1269.324552306109,1722.2476417514374,645.8313146813986,2037.7231764705882,866.5071937308163
20,0.7000000000000001,2553.0425464396285,1251.7984826892314,1650.6803759398497,626.3659338891331,2031.564029411765,870.3257801852137
21,0.7350000000000001,2522.8532969924813,1238.184644238619,1618.8279367536488,618.6558696846449,2027.9320145953118,878.1675528205955
22,0.77,2506.6392952233523,1238.6324404961863,1612.989083149049,625.032976219031,2026.0143272888104,882.4194472606322
23,0.805,2502.46408337019,1246.7673746404548,1626.449402034498,639.1019401031377,2026.4479610791684,882.6476149704163
24,0.8400000000000001,2506.6027850508626,1258.6835163915175,1649.6669652808491,657.0959485058293,2026.9501010614774,880.6062875716646
25,0.8750000000000001,2515.4097299867317,1265.8652374314331,1677.1690061919503,673.7020293146577,2026.1908005307387,877.8286373860715
26,0.91,2528.5753427686864,1272.3006150150009,1703.038226006192,688.9579144877399,2027.0117932330827,875.3140397397076
27,0.945,2540.694977885891,1275.5848187635813,1726.2773226448476,700.4838421912675,2026.0102700132684,878.03903513384
28,0.98,2551.997386996904,1281.3358906963654,1745.550350950907,711.334425981943,2022.954171605484,883.1444816765012
