,Distance,Channel 1,Channel 2,Channel 3
0,0.0,2030.4778963855433,835.8052168674694,1914.6692506024106
1,0.035,2031.1206385542182,805.3276313253011,1914.0922481927737
2,0.07,2030.5932506024074,760.8431349397598,1905.854349397592
3,0.10500000000000001,2031.7282746987944,715.6638168674697,1905.7995807228924
4,0.14,2027.921946987951,660.8774385542162,1905.8106120481914
5,0.17500000000000002,2022.1677012048208,616.4347156626504,1919.6046433734953
6,0.21000000000000002,2020.6360554216876,589.1296506024097,1925.5380626506012
7,0.24500000000000002,2018.2496746987956,595.078060240964,1926.5613927710838
8,0.28,2024.2328626506019,648.7886939759035,1925.9367855421697
9,0.31500000000000006,2036.0517686746991,779.3534554216866,1909.6508698795155
10,0.35000000000000003,2054.6954891566265,1032.494532530121,1896.9402891566262
11,0.385,2077.444178313252,1406.3894867469885,1902.5442048192763
12,0.42000000000000004,2099.1687012048205,1830.436077108434,1929.921674698794
13,0.45500000000000007,2119.8860891566264,2204.0639686746995,1948.1928578313239
14,0.49000000000000005,2132.6126192771076,2387.777677108434,1964.6617566265058
15,0.525,2131.001421686747,2203.6585783132537,1973.074226506024
16,0.56,2123.4455975903616,1846.753665060241,1968.4730024096389
17,0.5950000000000001,2109.43778554217,1417.808277108435,1948.3606650602435
18,0.6300000000000001,2082.4418602409637,1035.9396578313256,1923.5665662650583
19,0.665,2060.7597759036144,778.0881036144577,1923.4392096385543
20,0.7000000000000001,2036.6803879518059,647.91863373494,1943.6719759036148
21,0.7350000000000001,2014.892086746987,598.8053783132527,1968.19715180723
22,0.77,1996.0850578313266,596.1706530120482,1993.673040963856
23,0.805,1982.37114939759,608.7081445783137,2013.1536698795169
24,0.8400000000000001,1976.0919253012055,634.9474698795183,2030.704612048192
25,0.8750000000000001,1976.8878771084346,682.7178192771087,2057.9226385542183
26,0.9100000000000001,1982.79044819277,734.0847180722889,2077.8581855421703
27,0.9450000000000001,1985.756101204819,787.0811662650606,2067.272954216866
28,0.9800000000000001,1989.7138795180717,837.3553060240965,2042.514125301205
