,Distance,Channel 1,Channel 2,Channel 3
0,0.0,4000.4731052631582,3533.8885789473684,3882.28692481203
1,0.035,3986.183838345862,3486.714947368422,4010.3484022556386
2,0.07,3964.916736842104,3478.3798759398505,4147.012357142858
3,0.10500000000000001,3947.0549849624076,3494.072616541352,4266.035710526316
4,0.14,3931.7882706766914,3475.2038759398465,4498.29522556391
5,0.17500000000000002,3929.0481654135306,3454.0037481203008,4711.365763157893
6,0.21000000000000002,3944.2010338345835,3495.0849812030074,5101.782609022559
7,0.24500000000000002,3961.4812030075154,3687.750751879697,5532.747439849627
8,0.28,3980.0641879699233,4178.67897368421,5809.010800751876
9,0.31500000000000006,3999.2607706766908,5245.210853383459,5991.615304511286
10,0.35000000000000003,4021.381154135339,7048.57481578947,6135.527593984961
11,0.385,4043.809578947367,9397.469075187972,6189.838105263163
12,0.42000000000000004,4054.1542669172927,11712.093259398502,6165.847609022559
13,0.45500000000000007,4068.080244360904,13665.103097744359,6163.396635338346
14,0.49000000000000005,4087.563669172934,14695.38384962406,6149.031676691729
15,0.525,4081.7156917293228,13407.96063533834,5932.165928571427
16,0.56,4078.5898383458643,11250.928657894738,5664.875684210524
17,0.5950000000000001,4076.625372180452,9063.558180451122,5477.622597744365
18,0.6300000000000001,4063.268383458648,6707.164533834584,5255.912451127817
19,0.665,4037.3542330827067,5021.011635338346,5117.421913533836
20,0.7000000000000001,4011.1120939849607,3997.296815789476,5015.887575187972
21,0.7350000000000001,3976.3886428571436,3439.9654398496245,4970.812763157894
22,0.77,3947.177458646618,3275.43660526316,4714.8400526315745
23,0.805,3916.1549774436094,3289.420372180452,4730.635721804512
24,0.8400000000000001,3884.0253533834584,3375.542154135338,4649.936902255642
25,0.8750000000000001,3860.829928571426,3439.186439849625,4714.813699248119
26,0.9100000000000001,3850.4205902255617,3515.038646616537,4793.51272180451
27,0.9450000000000001,3838.5457180451126,3544.44214661654,4979.241984962405
28,0.9800000000000001,3834.5023947368454,3626.512789473682,5196.613349624058
