,Distance,Peak_1 Channel 1,Peak_1 Channel 2,Peak_1 Channel 3,Peak_2 Channel 1,Peak_2 Channel 2,Peak_2 Channel 3,Peak_3 Channel 1,Peak_3 Channel 2,Peak_3 Channel 3,Peak_4 Channel 1,Peak_4 Channel 2,Peak_4 Channel 3,Peak_5 Channel 1,Peak_5 Channel 2,Peak_5 Channel 3,Peak_6 Channel 1,Peak_6 Channel 2,Peak_6 Channel 3,Peak_7 Channel 1,Peak_7 Channel 2,Peak_7 Channel 3,Peak_8 Channel 1,Peak_8 Channel 2,Peak_8 Channel 3,Peak_9 Channel 1,Peak_9 Channel 2,Peak_9 Channel 3,Peak_10 Channel 1,Peak_10 Channel 2,Peak_10 Channel 3,Peak_11 Channel 1,Peak_11 Channel 2,Peak_11 Channel 3,Peak_12 Channel 1,Peak_12 Channel 2,Peak_12 Channel 3,Peak_13 Channel 1,Peak_13 Channel 2,Peak_13 Channel 3,Peak_14 Channel 1,Peak_14 Channel 2,Peak_14 Channel 3,Peak_15 Channel 1,Peak_15 Channel 2,Peak_15 Channel 3,Peak_16 Channel 1,Peak_16 Channel 2,Peak_16 Channel 3,Peak_17 Channel 1,Peak_17 Channel 2,Peak_17 Channel 3,Peak_18 Channel 1,Peak_18 Channel 2,Peak_18 Channel 3,Peak_19 Channel 1,Peak_19 Channel 2,Peak_19 Channel 3,Peak_20 Channel 1,Peak_20 Channel 2,Peak_20 Channel 3,Peak_21 Channel 1,Peak_21 Channel 2,Peak_21 Channel 3,Peak_22 Channel 1,Peak_22 Channel 2,Peak_22 Channel 3,Peak_23 Channel 1,Peak_23 Channel 2,Peak_23 Channel 3,Peak_24 Channel 1,Peak_24 Channel 2,Peak_24 Channel 3,Peak_25 Channel 1,Peak_25 Channel 2,Peak_25 Channel 3,Peak_26 Channel 1,Peak_26 Channel 2,Peak_26 Channel 3,Peak_27 Channel 1,Peak_27 Channel 2,Peak_27 Channel 3,Peak_28 Channel 1,Peak_28 Channel 2,Peak_28 Channel 3,Peak_29 Channel 1,Peak_29 Channel 2,Peak_29 Channel 3,Peak_30 Channel 1,Peak_30 Channel 2,Peak_30 Channel 3,Peak_31 Channel 1,Peak_31 Channel 2,Peak_31 Channel 3,Peak_32 Channel 1,Peak_32 Channel 2,Peak_32 Channel 3,Peak_33 Channel 1,Peak_33 Channel 2,Peak_33 Channel 3,Peak_34 Channel 1,Peak_34 Channel 2,Peak_34 Channel 3,Peak_35 Channel 1,Peak_35 Channel 2,Peak_35 Channel 3,Peak_36 Channel 1,Peak_36 Channel 2,Peak_36 Channel 3,Peak_37 Channel 1,Peak_37 Channel 2,Peak_37 Channel 3,Peak_38 Channel 1,Peak_38 Channel 2,Peak_38 Channel 3,Peak_39 Channel 1,Peak_39 Channel 2,Peak_39 Channel 3,Peak_40 Channel 1,Peak_40 Channel 2,Peak_40 Channel 3,Peak_41 Channel 1,Peak_41 Channel 2,Peak_41 Channel 3,Peak_42 Channel 1,Peak_42 Channel 2,Peak_42 Channel 3,Peak_43 Channel 1,Peak_43 Channel 2,Peak_43 Channel 3,Peak_44 Channel 1,Peak_44 Channel 2,Peak_44 Channel 3,Peak_45 Channel 1,Peak_45 Channel 2,Peak_45 Channel 3,Peak_46 Channel 1,Peak_46 Channel 2,Peak_46 Channel 3,Peak_47 Channel 1,Peak_47 Channel 2,Peak_47 Channel 3,Peak_48 Channel 1,Peak_48 Channel 2,Peak_48 Channel 3,Peak_49 Channel 1,Peak_49 Channel 2,Peak_49 Channel 3,Peak_50 Channel 1,Peak_50 Channel 2,Peak_50 Channel 3,Peak_51 Channel 1,Peak_51 Channel 2,Peak_51 Channel 3,Peak_52 Channel 1,Peak_52 Channel 2,Peak_52 Channel 3,Peak_53 Channel 1,Peak_53 Channel 2,Peak_53 Channel 3,Peak_54 Channel 1,Peak_54 Channel 2,Peak_54 Channel 3,Peak_55 Channel 1,Peak_55 Channel 2,Peak_55 Channel 3
14,0.49000000000000005,759.762,2505.828,22166.877,1763.97,7320.35,10727.02,869.76,19424.47,9720.72,835.99,15955.14,10822.64,1196.13,8342.54,7213.97,1364.391,5572.06,6987.002,1229.8,10974.12,15539.88,1454.679,19632.279,7863.159,1447.16,26983.02,8441.7,1034.489,24712.085,8990.935,555.1,7027.06,20753.88,1519.61,4030.97,7996.24,915.12,4262.96,8625.96,1631.16,3311.67,7600.18,990.75,13277.72,14139.93,577.72,10358.58,16941.4,1454.24,12898.94,9428.85,1482.327,12626.962,13565.635,1337.32,10040.8,15789.52,1249.18,14242.72,5327.57,911.138,10557.156,12669.197,1329.2,12671.4,6335.8,982.0,18179.6,9597.0,2093.96,31667.92,11386.16,824.851,38570.989,11168.822,1637.09,6867.38,11290.9,852.0,15386.8,11927.54,2562.0,10712.5,8611.5,2114.4,17426.538,7704.893,1350.56,8622.6,18876.28,1041.615,17529.556,9560.936,1379.058,7056.773,6293.751,1201.271,7593.14,6785.247,1193.13,7259.5,6911.46,1145.88,9576.38,5571.86,1510.11,7404.05,7385.11,1621.47,6888.35,14998.21,993.2,17925.76,14675.78,1001.65,10829.81,10021.45,1590.915,12322.475,16070.893,1579.97,16517.113,14029.763,1378.8,11870.88,19953.28,2103.5,34586.75,8889.1,998.457,5368.286,7827.164,889.78,13561.9,19351.14,1593.351,7319.69,16849.17,1061.06,6127.08,12508.02,1765.72,7866.32,10590.76,1328.2,33738.6,14767.0,1342.161,16375.507,7679.289,1452.329,18234.059,10345.21,1200.45,6509.615,9144.062,733.0,10056.0,12862.0,1140.87,6019.48,7185.59,1144.654,12473.492,12612.033
15,0.525,843.44,2942.62,21404.78,1812.91,9337.13,9820.37,897.35,19772.05,9413.88,845.32,14480.63,10647.53,1360.79,9078.85,6486.75,1367.177,4614.094,6652.705,1332.08,11578.8,13769.88,1587.86,19222.088,6867.845,1362.5,26554.9,7574.84,1023.6,21625.2,8762.2,591.6,6249.6,19635.06,1471.275,4825.675,6901.858,821.38,4624.46,7321.36,1755.884,2992.763,6854.589,1006.9,10992.21,13233.27,669.82,8167.02,15793.98,1559.426,15443.118,8207.818,1350.89,12086.32,12515.52,1368.04,13007.08,14806.16,1142.208,11689.336,4592.651,862.96,10253.88,12489.76,1316.443,12222.738,5528.357,1021.912,16564.776,7935.681,2028.969,24843.433,9715.3,813.806,49257.117,10611.495,1678.58,7161.31,11177.78,854.978,13329.483,11196.155,2624.006,12513.048,8011.237,2068.2,14222.0,7505.2,1300.268,9016.705,17392.878,1226.19,14972.8,7691.6,1361.4,9146.2,5442.0,1263.68,9461.44,5801.24,1465.894,5989.988,6152.649,1104.3,9526.7,4881.44,1654.43,7065.35,5800.11,1536.27,9652.34,14067.39,868.08,18242.3,14169.62,902.318,10662.485,8775.737,1664.41,11293.5,14945.12,1388.742,13750.297,13425.627,1408.2,9838.711,18418.807,2185.296,36997.538,8432.926,763.0,4883.5,7755.5,940.173,10654.885,18077.673,1685.96,9220.24,15191.36,967.74,5672.04,12252.66,1817.04,8135.52,10474.0,1254.94,23848.733,14170.747,1286.045,19515.58,6810.367,1460.764,28649.957,8963.01,1215.8,5341.2,8764.2,836.0,11253.0,12157.0,1100.58,4000.58,6190.63,1239.46,15972.007,12089.77
16,0.56,914.92,3537.06,18195.96,1802.43,11115.72,8063.4,940.28,19649.52,8050.31,859.19,12704.49,9583.19,1499.866,9511.131,4859.993,1382.4,3938.84,5678.4,1380.48,10987.96,10541.28,1663.68,21245.56,6925.8,1317.66,26460.7,5967.88,1007.304,18160.438,7562.071,652.86,5876.5,16621.56,1434.25,5925.75,5730.25,740.94,5670.86,5904.46,1849.28,3082.48,4978.72,1011.0,8616.81,11631.39,751.6,5633.64,12675.38,1679.232,17932.15,6763.819,1183.89,11070.19,11191.22,1405.44,16913.48,11896.08,1080.95,8343.2,3627.85,899.92,11017.48,10492.36,1323.987,12808.361,4177.723,1077.89,13696.21,6021.99,1978.24,19460.8,7969.78,791.946,55109.065,8856.433,1762.108,7352.496,9777.57,877.62,10949.0,8340.8,2632.1,13404.76,6385.12,1956.8,10729.6,6757.2,1217.133,8794.55,14808.781,1322.107,13919.709,6729.88,1326.0,11039.6,3983.2,1314.273,12733.909,5158.762,1786.0,4848.7,4979.3,1009.82,9254.37,3768.87,1775.83,6954.76,3813.23,1435.34,13431.29,12162.57,782.46,17149.44,11916.04,817.341,10619.56,6615.417,1757.639,10394.407,11254.403,1148.0,11400.76,11017.24,1397.12,7819.72,14751.64,2166.622,33895.429,6979.282,626.5,5127.5,7266.5,971.2,9685.8,18223.95,1786.44,11939.44,11030.4,831.0,4960.44,10296.18,1789.04,9182.16,8873.6,1151.293,15306.759,13986.153,1187.8,23238.8,6012.72,1404.824,39952.264,7073.87,1185.844,4147.839,6934.083,972.0,12041.0,9674.0,1089.26,2866.97,4527.03,1327.071,24892.945,10515.836
17,0.5950000000000001,994.14,4559.0,14271.08,1719.68,12110.79,5833.82,987.67,19283.31,6162.71,890.72,11734.77,7775.23,1617.92,9534.84,3267.2,1372.32,3377.24,4521.96,1365.6,9592.56,6822.16,1693.88,23774.44,6442.2,1319.6,26310.98,4036.02,1049.07,14886.76,5964.65,735.36,6541.78,12579.56,1352.696,6487.754,4790.756,688.7,7863.44,5246.38,1924.937,4322.84,3737.47,1050.349,7964.555,10042.819,818.56,3823.22,8688.92,1777.14,20682.06,5142.16,1062.79,9916.962,9266.311,1444.32,22817.68,8138.16,999.05,5413.85,2375.9,951.191,11675.661,8164.359,1334.313,13450.369,2708.996,1110.941,11088.2,4391.624,1849.683,13752.441,5553.184,762.717,55234.208,6517.921,1926.135,7383.154,8027.972,904.26,9648.74,7654.54,2512.215,14421.394,4736.357,1796.4,10084.6,6087.4,1113.765,7900.885,10868.427,1450.32,12008.5,4696.54,1246.227,11790.694,3090.226,1370.4,16088.49,3879.0,2056.4,3928.6,2872.6,892.521,10262.285,3038.502,1851.156,7333.855,2262.034,1325.07,17509.92,10215.51,751.42,14901.14,8757.74,738.56,10587.78,4623.16,1824.53,10258.04,7438.05,963.58,9027.362,7251.552,1381.28,5483.44,10621.16,2216.61,32518.38,5338.21,581.5,5485.5,6050.0,1000.493,10298.032,16226.711,1805.272,13829.216,7898.125,704.1,4197.08,7196.3,1717.2,11695.32,6312.68,1057.8,8041.88,10902.88,1069.185,25179.696,5109.408,1302.289,50677.937,5258.023,1165.84,3286.27,4820.27,1122.0,12022.0,6465.0,1110.79,2597.53,2865.53,1472.205,37114.706,7647.976
18,0.6300000000000001,1080.62,6295.62,10670.48,1571.69,12338.04,3938.68,1024.3,18740.24,4339.63,944.7,11381.15,5688.58,1759.192,9880.401,2230.294,1339.88,2817.2,3354.36,1295.92,8090.48,3630.44,1687.32,25963.96,5277.28,1375.56,25479.38,2365.32,1140.61,10487.44,3672.93,841.12,7077.7,8294.32,1255.394,7466.359,4275.908,674.6,10023.0,5523.98,1868.283,5292.104,2071.916,1156.92,7566.2,7950.88,883.22,3109.7,5036.42,1791.854,24961.747,4301.818,1031.0,8839.0,7554.0,1484.2,30453.56,4722.84,901.85,3452.5,1351.8,1003.068,11031.114,6514.556,1339.22,13806.06,1810.22,1142.0,9220.0,3470.0,1697.4,10028.37,3648.16,736.978,47841.951,4305.015,2060.299,6628.057,5460.949,923.64,9191.16,6757.28,2364.058,13464.938,2741.206,1628.8,11523.4,5986.2,1005.081,6597.448,6847.636,1570.82,10492.74,2909.14,1218.52,11914.36,2185.56,1393.618,17776.384,2735.213,2286.4,3386.1,1581.7,820.321,12580.233,2623.554,1920.2,8361.88,1372.2,1213.29,21198.23,9018.34,772.8,11797.4,5563.3,663.567,9809.889,2610.33,1856.772,10984.394,4255.067,938.58,7826.371,4378.187,1327.634,4240.605,6204.439,2127.878,27092.458,3619.221,604.5,5706.5,4559.5,1029.207,11822.448,13655.83,1842.13,15246.66,4570.67,689.42,3641.66,4159.02,1638.72,16193.0,3734.28,982.76,3280.4,7122.64,942.92,24196.18,3193.46,1176.956,54892.499,4659.312,1103.014,2707.887,2865.423,1281.0,11430.0,3649.0,1103.671,2971.465,1684.97,1615.24,42140.14,4654.05
19,0.665,1169.04,8913.58,8243.0,1384.83,12274.59,3295.36,1042.71,17847.3,2861.14,1014.81,11326.9,3825.87,1775.097,10029.733,1938.218,1302.88,2232.56,2240.52,1197.08,7383.04,1592.36,1697.509,23637.509,3600.707,1479.02,23416.2,1317.78,1263.22,7085.77,2037.14,942.4,7944.62,4737.28,1175.39,7724.96,3363.64,705.46,11553.68,6217.52,1811.4,6717.68,1104.6,1278.6,5642.32,5681.2,960.2,2485.5,2400.06,1756.054,22315.177,5956.452,1056.0,8291.0,6635.0,1536.52,38419.92,2924.32,839.7,3050.6,689.3,1160.42,13202.0,4981.26,1363.413,13525.141,931.229,1105.438,8739.232,3956.688,1646.08,10449.58,3041.2,716.642,36490.775,2613.31,2165.4,5554.2,2828.2,915.84,9816.62,6562.2,2278.5,15582.4,2062.9,1503.4,13035.0,5727.8,884.2,5377.235,3607.285,1663.22,9318.5,1994.3,1208.6,10994.08,1380.0,1430.95,17830.35,1915.3,2458.883,2957.461,945.564,823.479,14666.686,2207.551,1929.52,8785.12,993.6,1115.1,24189.83,8781.47,831.4,8388.26,3304.76,616.305,8445.293,1382.905,1930.4,12250.2,1928.6,1027.518,8361.182,2391.968,1221.046,4610.004,3109.737,2048.76,22104.96,2612.04,644.5,5558.5,3175.5,1043.581,13999.12,11145.441,1835.856,15076.302,2197.934,717.502,3812.446,2334.905,1572.12,22662.08,2147.84,936.16,1172.32,3841.84,864.357,22531.502,2244.55,1083.876,52413.245,5330.826,1065.0,2386.0,1402.0,1458.0,9990.0,2035.0,1095.12,3318.16,837.48,1758.18,39926.5,3444.07
20,0.7000000000000001,1251.82,12513.72,7047.36,1193.93,12532.14,3487.91,1046.39,16335.05,1847.46,1083.83,11049.25,2526.36,1868.383,9645.758,1700.606,1278.04,1789.04,1371.28,1084.12,7677.0,723.08,1723.9,23478.22,2548.18,1602.08,20002.2,947.38,1388.525,4848.501,1112.499,1032.46,8334.72,3105.34,1099.32,7786.29,2311.2,778.58,12119.82,6627.56,1666.938,7105.762,594.202,1433.28,4600.4,3739.4,1054.38,2201.04,1028.62,1729.6,17014.0,8726.4,1053.0,8035.0,5864.0,1601.79,45575.984,2760.527,794.85,2808.25,442.25,1304.669,13803.515,4314.973,1398.72,13181.4,623.46,1027.769,8577.629,4955.969,1627.72,9741.28,2506.95,711.66,24469.7,1423.32,2173.6,4295.0,1234.6,878.64,11824.84,6667.48,2198.1,18061.6,1996.7,1487.0,14449.2,4951.4,751.016,4718.207,2327.356,1716.94,7959.36,1475.64,1171.44,9536.24,866.72,1454.03,15211.584,1189.517,2570.061,2738.791,659.841,843.12,15027.44,1427.6,1869.36,8718.28,720.36,1039.197,25827.867,10456.28,904.5,5893.12,2296.14,591.96,6547.7,931.88,2058.6,14655.2,1337.8,1077.05,10150.95,1511.06,1183.24,4362.6,1688.24,1935.463,17093.432,2734.185,694.245,5338.67,1851.144,1042.32,17190.72,9560.56,1832.269,13676.231,1261.194,770.83,3629.04,1124.68,1515.96,30425.0,1822.04,974.543,706.984,2176.434,800.803,17577.085,954.459,1015.779,44394.174,6725.898,980.762,2097.784,680.581,1553.424,9668.89,1468.153,1089.44,3404.68,464.64,1902.445,41127.929,4370.354
21,0.7350000000000001,1320.96,16558.74,6400.14,1030.11,13475.84,4157.46,1025.87,14115.49,1175.59,1133.09,10145.38,1941.08,1944.22,9509.16,1598.12,1273.76,1563.28,783.28,983.92,8166.08,487.12,1727.16,25195.12,2200.94,1713.0,15711.6,853.16,1494.0,3920.0,790.0,1122.312,8106.092,1939.496,1041.92,7803.95,1488.35,859.258,11832.663,6275.499,1534.426,6621.282,509.391,1577.561,5896.898,2095.654,1154.62,2537.04,553.56,1662.179,14835.486,11274.678,1083.0,8013.0,5046.0,1684.24,51601.32,2779.68,772.2,2680.35,328.1,1500.986,15131.04,3936.228,1391.97,12415.13,577.34,908.42,8744.8,5775.18,1649.02,8208.74,1842.96,710.729,14654.735,929.912,2178.275,3303.97,602.64,826.952,13640.6,7271.864,2172.9,20124.4,2620.5,1574.4,15478.0,3849.8,641.238,4511.661,1823.591,1718.078,6146.54,1019.228,1112.72,8248.88,878.68,1489.24,12276.62,802.12,2453.857,2299.055,516.28,866.5,14223.3,901.98,1759.92,8000.72,807.32,1055.55,27726.8,12806.8,965.86,5124.18,1833.66,554.68,5073.06,942.2,2187.4,17077.8,1156.2,1124.81,12099.74,1267.86,1155.24,4008.4,1057.32,1776.884,11776.1,3817.781,741.486,5370.061,943.447,1016.24,19992.72,7253.16,1822.937,11784.025,948.747,867.83,3287.71,544.78,1461.2,38269.12,2760.92,1029.396,841.39,1086.878,788.669,12607.632,503.314,1006.077,31647.446,8003.493,891.0,1957.42,450.62,1690.463,7632.539,896.697,994.47,3377.644,476.093,2047.94,34336.58,6242.08
22,0.77,1370.2,19802.06,5740.34,925.03,15049.85,5447.89,978.84,11909.36,785.52,1148.24,8554.43,1682.61,1967.78,9266.18,1415.22,1341.036,1984.083,574.929,919.88,8860.12,439.8,1726.84,26621.78,2644.94,1781.68,11410.7,832.88,1586.0,3219.0,591.0,1178.372,7689.977,1122.131,1024.05,7931.48,1019.08,982.286,12096.226,6672.552,1415.0,5738.0,538.0,1673.663,8875.944,1283.989,1244.5,3530.42,448.78,1599.6,12984.0,13377.6,1172.0,8319.0,4060.0,1779.64,52826.9,2884.72,762.714,2728.68,240.551,1724.707,17207.451,3666.577,1363.76,11134.21,552.31,777.6,11321.64,5142.05,1692.26,5903.53,1191.82,680.406,8063.353,974.106,2154.84,2766.68,328.56,837.233,16034.487,6618.883,2168.3,21163.0,4053.5,1623.027,15626.859,3245.15,571.482,4510.582,1478.412,1711.7,4618.7,625.3,1054.44,7524.12,1388.48,1549.879,8695.283,465.914,2254.366,2031.514,422.063,935.805,13916.556,697.254,1634.96,7178.32,828.0,1140.15,29864.25,12558.75,998.209,4805.437,1494.696,496.04,4103.98,1177.94,2291.0,19301.2,1419.0,1186.23,13749.04,1085.32,1062.524,4249.269,636.189,1517.364,8259.907,5274.806,764.301,5784.756,648.454,1061.395,21396.738,5136.927,1798.6,10320.4,645.8,958.98,4554.07,454.58,1394.734,43614.839,4531.313,1073.79,1355.78,674.17,813.85,8542.172,348.396,1014.237,19220.491,8224.384,795.541,1799.381,451.418,1833.48,6662.06,756.06,876.24,3049.83,535.66,2210.56,22345.22,7490.5
23,0.805,1359.932,21874.185,5300.78,876.09,16864.13,7203.68,917.96,9857.91,644.4,1129.71,6571.39,1536.14,1986.78,9086.0,1248.92,1440.79,2630.04,508.56,898.657,7637.154,489.016,1717.88,27951.06,3914.82,1790.204,8418.235,794.051,1604.0,3197.0,455.0,1217.24,7627.02,930.04,1055.55,8526.9,768.52,1099.1,11206.33,5577.14,1286.522,4751.341,501.195,1735.39,9870.39,1098.8,1307.34,5243.26,494.22,1482.327,12626.962,13565.635,1267.0,8934.0,2951.0,1885.32,50051.54,3072.78,849.162,3778.866,278.115,1934.683,19587.204,3255.931,1320.09,9541.7,674.0,709.56,13970.17,4138.87,1686.318,3973.92,700.618,658.867,6234.246,1427.065,2054.973,2577.135,315.62,818.54,16433.26,7462.74,2163.5,20768.2,5901.5,1674.92,15258.44,2435.76,550.189,4473.231,1101.52,1660.05,3863.3,405.5,1013.92,7261.12,2101.96,1577.79,6281.686,474.767,1972.233,1665.577,389.422,1078.67,12741.14,427.89,1533.136,6318.13,742.311,1194.1,30486.4,10749.1,1000.9,4657.75,1369.05,461.26,3185.86,1529.58,2341.237,21345.373,2260.612,1263.58,14647.49,989.91,1041.88,3958.15,333.5,1289.76,6645.88,7332.24,810.88,5291.91,490.41,1113.187,22310.491,3965.528,1738.0,9242.6,638.8,1030.84,6641.56,392.18,1360.2,48291.3,7164.25,1050.147,2155.028,596.271,848.574,5705.36,317.016,1038.0,10745.0,8439.5,727.21,1664.73,408.39,1916.828,6726.112,668.837,784.87,4322.41,468.19,2375.1,16307.18,8219.9
24,0.8400000000000001,1327.45,22218.41,4725.97,861.56,18434.22,8858.05,861.89,7884.68,611.85,1090.16,4675.61,1413.66,2001.44,8909.12,1201.1,1492.68,3295.09,506.99,880.66,6693.28,498.11,1688.22,28693.26,5701.46,1787.01,6935.24,751.99,1537.233,3927.03,454.542,1233.62,7639.24,1494.78,1129.61,9091.8,885.92,1182.89,10313.16,3764.51,1194.667,4385.652,429.905,1665.647,11480.892,886.216,1338.94,7418.14,548.02,1350.89,12086.32,12515.52,1374.309,9878.107,1893.41,1966.7,46520.06,3260.3,851.8,5455.36,332.86,2035.417,21637.573,2696.093,1283.294,8249.422,636.287,693.29,14970.95,3068.36,1596.815,3708.167,409.209,639.16,6350.82,1846.4,1946.025,2785.73,369.471,846.52,15538.26,8410.42,2145.9,18962.6,7543.5,1799.91,13574.99,1276.39,577.2,3991.32,796.4,1585.15,3809.35,398.95,1008.64,7254.846,3347.529,1582.654,4859.37,497.531,1622.153,1397.484,401.52,1202.3,10424.21,232.58,1548.665,5791.133,572.274,1202.6,28820.35,7968.75,975.25,4574.65,1478.2,576.6,2421.68,2112.24,2324.743,22569.737,3659.896,1335.23,14519.15,974.45,993.581,3858.245,233.267,998.457,5368.286,7827.164,867.03,5161.681,566.459,1162.15,23040.1,3975.35,1667.4,8348.4,647.8,1076.7,8613.9,358.47,1346.08,50119.43,10225.96,976.195,3921.987,447.189,875.0,4950.24,228.6,1052.0,6920.0,8422.0,672.156,1534.912,311.105,1955.64,7207.66,579.3,714.59,5965.3,742.15,2536.32,14379.58,8233.16
25,0.8750000000000001,1315.32,19440.1,3384.76,869.76,19424.47,9720.72,829.19,6143.48,576.11,1047.908,3297.091,1312.478,1977.249,8148.552,1456.094,1503.123,4985.472,426.266,912.28,5856.94,397.26,1629.24,28493.78,7370.5,1748.4,6166.16,640.69,1474.8,4784.36,380.6,1259.514,8142.425,2459.532,1223.35,9338.39,1055.96,1260.44,10064.99,2257.46,1151.02,4525.57,333.89,1585.0,11727.25,711.3,1365.724,9774.28,613.588,1183.89,11070.19,11191.22,1422.94,12917.36,1173.86,2000.38,46146.1,3331.62,810.34,6510.67,341.13,2008.6,24559.24,2317.28,1255.92,7409.28,544.92,723.42,13507.41,2214.16,1616.54,3970.66,292.16,644.937,7254.919,2451.831,1764.92,3712.696,455.065,924.12,14383.66,8140.3,2114.4,17426.538,7704.893,1901.17,11025.2,668.94,637.4,3754.24,602.08,1519.75,4490.2,411.8,1059.28,7147.24,4959.96,1575.12,4283.1,498.12,1437.508,2124.432,544.611,1319.943,8142.156,152.046,1520.062,4736.693,403.072,1163.9,24825.85,5196.65,959.0,4651.5,1889.4,798.454,1930.506,3168.013,2346.76,23686.56,6008.64,1374.63,13473.17,813.85,959.15,3860.45,288.2,763.0,4883.5,7755.5,925.73,4185.6,647.14,1163.248,22746.653,5665.116,1588.2,7561.6,656.6,1097.73,9801.92,374.37,1340.04,47881.17,12771.89,903.6,5595.4,398.4,976.044,4822.649,323.474,1038.217,4520.975,6425.54,654.44,1522.24,248.28,1982.28,8037.24,495.97,668.7,7451.3,1042.74,2615.972,12237.137,9399.602
26,0.9100000000000001,1280.19,15256.48,2070.35,897.35,19772.05,9413.88,819.17,4939.09,519.79,1031.895,2757.264,1205.441,1920.9,6971.6,1699.75,1482.4,7787.0,374.4,972.48,4394.35,291.32,1543.9,27748.02,8364.68,1689.739,6083.032,474.798,1397.54,5625.9,330.2,1305.408,8639.469,3201.02,1313.7,9088.95,1384.2,1333.68,10630.77,1391.02,1117.639,4870.649,289.7,1465.35,11315.4,711.3,1443.4,11919.64,657.32,1062.79,9916.962,9266.311,1396.3,17235.56,902.92,1985.28,49762.98,3228.4,874.005,7727.039,314.006,1810.46,28635.12,2386.54,1186.556,6497.798,676.362,778.8,10052.0,1498.16,1646.4,3931.9,391.92,681.67,8291.3,2936.19,1612.95,4586.2,640.4,1029.88,13278.5,6891.5,2068.2,14222.0,7505.2,1918.49,8213.05,497.5,739.103,3656.333,553.677,1489.985,5743.542,358.69,1113.224,6873.413,5717.722,1534.484,4558.915,447.202,1481.41,3502.61,746.52,1407.25,5966.75,113.0,1474.16,3472.88,360.0,1090.55,19364.75,3091.95,969.15,4411.55,2594.2,941.756,1448.923,3952.953,2386.08,24575.92,8252.88,1364.37,11944.68,539.52,976.2,3346.2,313.2,626.5,5127.5,7266.5,968.055,3244.132,570.936,1266.286,22331.716,6338.097,1650.503,6899.685,665.885,1097.71,9945.38,430.85,1336.238,41438.677,14007.813,863.551,6582.221,659.012,1099.88,5435.64,388.12,1032.24,3868.14,4060.78,676.92,1357.84,263.16,1955.09,8800.14,388.55,659.63,8124.01,1196.63,2624.32,11215.48,9694.66
27,0.9450000000000001,1223.92,11116.51,1162.43,940.28,19649.52,8050.31,828.98,4389.95,467.94,1017.8,2838.0,1137.6,1837.4,5491.0,1454.45,1377.854,10567.513,427.617,1036.82,3056.31,264.32,1447.16,26983.02,8441.7,1653.976,6465.774,459.104,1340.3,6496.84,294.26,1356.466,8716.595,3484.359,1378.453,9201.316,2131.471,1396.02,12250.37,1045.72,1102.526,5483.826,306.08,1295.75,10776.0,901.5,1482.5,12894.44,633.16,1031.0,8839.0,7554.0,1320.28,22499.36,1024.3,1932.234,58681.354,3456.239,949.3,7775.94,301.68,1610.192,29402.395,2528.195,1094.247,5937.394,629.367,836.73,6169.4,1126.04,1587.008,3936.39,589.66,784.03,10085.81,3785.32,1386.278,5009.091,861.892,1175.92,12303.4,4990.26,1956.8,10729.6,6757.2,1844.1,5690.77,371.59,861.36,3790.2,525.04,1535.88,7349.24,290.54,1201.271,7593.14,6785.247,1412.367,5595.004,376.123,1551.904,3722.918,794.028,1372.703,3536.508,182.723,1384.784,2566.575,398.664,1005.3,13746.0,1633.95,1009.054,4123.06,3592.66,1176.0,2028.6,5315.1,2364.813,22238.882,9113.479,1304.94,10409.83,488.33,997.906,3122.519,314.085,581.5,5485.5,6050.0,1007.5,2717.25,419.75,1356.256,20892.164,6471.241,1704.705,6583.595,587.413,1082.42,9343.47,429.47,1328.2,33738.6,14767.0,912.16,7599.76,1563.24,1232.88,5787.84,362.88,1058.962,4330.383,2361.146,762.198,1310.981,264.295,1841.747,9365.848,333.756,681.05,7555.79,1216.1,2696.96,11670.52,7786.16
