,Distance,Peak_1 Channel 1,Peak_1 Channel 2,Peak_1 Channel 3,Peak_2 Channel 1,Peak_2 Channel 2,Peak_2 Channel 3,Peak_3 Channel 1,Peak_3 Channel 2,Peak_3 Channel 3,Peak_4 Channel 1,Peak_4 Channel 2,Peak_4 Channel 3,Peak_5 Channel 1,Peak_5 Channel 2,Peak_5 Channel 3,Peak_6 Channel 1,Peak_6 Channel 2,Peak_6 Channel 3,Peak_7 Channel 1,Peak_7 Channel 2,Peak_7 Channel 3,Peak_8 Channel 1,Peak_8 Channel 2,Peak_8 Channel 3,Peak_9 Channel 1,Peak_9 Channel 2,Peak_9 Channel 3,Peak_10 Channel 1,Peak_10 Channel 2,Peak_10 Channel 3,Peak_11 Channel 1,Peak_11 Channel 2,Peak_11 Channel 3,Peak_12 Channel 1,Peak_12 Channel 2,Peak_12 Channel 3,Peak_13 Channel 1,Peak_13 Channel 2,Peak_13 Channel 3,Peak_14 Channel 1,Peak_14 Channel 2,Peak_14 Channel 3,Peak_15 Channel 1,Peak_15 Channel 2,Peak_15 Channel 3,Peak_16 Channel 1,Peak_16 Channel 2,Peak_16 Channel 3,Peak_17 Channel 1,Peak_17 Channel 2,Peak_17 Channel 3,Peak_18 Channel 1,Peak_18 Channel 2,Peak_18 Channel 3,Peak_19 Channel 1,Peak_19 Channel 2,Peak_19 Channel 3,Peak_20 Channel 1,Peak_20 Channel 2,Peak_20 Channel 3,Peak_21 Channel 1,Peak_21 Channel 2,Peak_21 Channel 3,Peak_22 Channel 1,Peak_22 Channel 2,Peak_22 Channel 3,Peak_23 Channel 1,Peak_23 Channel 2,Peak_23 Channel 3,Peak_24 Channel 1,Peak_24 Channel 2,Peak_24 Channel 3,Peak_25 Channel 1,Peak_25 Channel 2,Peak_25 Channel 3,Peak_26 Channel 1,Peak_26 Channel 2,Peak_26 Channel 3,Peak_27 Channel 1,Peak_27 Channel 2,Peak_27 Channel 3,Peak_28 Channel 1,Peak_28 Channel 2,Peak_28 Channel 3,Peak_29 Channel 1,Peak_29 Channel 2,Peak_29 Channel 3,Peak_30 Channel 1,Peak_30 Channel 2,Peak_30 Channel 3,Peak_31 Channel 1,Peak_31 Channel 2,Peak_31 Channel 3,Peak_32 Channel 1,Peak_32 Channel 2,Peak_32 Channel 3,Peak_33 Channel 1,Peak_33 Channel 2,Peak_33 Channel 3,Peak_34 Channel 1,Peak_34 Channel 2,Peak_34 Channel 3,Peak_35 Channel 1,Peak_35 Channel 2,Peak_35 Channel 3,Peak_36 Channel 1,Peak_36 Channel 2,Peak_36 Channel 3,Peak_37 Channel 1,Peak_37 Channel 2,Peak_37 Channel 3,Peak_38 Channel 1,Peak_38 Channel 2,Peak_38 Channel 3,Peak_39 Channel 1,Peak_39 Channel 2,Peak_39 Channel 3,Peak_40 Channel 1,Peak_40 Channel 2,Peak_40 Channel 3,Peak_41 Channel 1,Peak_41 Channel 2,Peak_41 Channel 3,Peak_42 Channel 1,Peak_42 Channel 2,Peak_42 Channel 3,Peak_43 Channel 1,Peak_43 Channel 2,Peak_43 Channel 3,Peak_44 Channel 1,Peak_44 Channel 2,Peak_44 Channel 3,Peak_45 Channel 1,Peak_45 Channel 2,Peak_45 Channel 3,Peak_46 Channel 1,Peak_46 Channel 2,Peak_46 Channel 3,Peak_47 Channel 1,Peak_47 Channel 2,Peak_47 Channel 3
10,0.35000000000000003,376.15,7964.0,2263.85,849.993,6689.401,6508.336,254.36,12341.43,8509.89,794.36,9041.09,2860.83,313.202,4046.936,1127.517,511.196,8753.899,3935.149,934.2,5233.8,4788.8,897.0,19542.64,13354.88,799.246,9792.362,3445.524,430.88,2660.247,3920.153,304.5,5298.95,2227.4,171.282,4813.342,2586.328,334.48,5340.76,2416.84,1674.818,13600.098,3684.483,1261.215,8019.593,2451.223,756.4,6439.36,2909.68,163.953,6572.034,6406.408,554.84,12719.06,5692.82,51.94,10428.53,6195.19,832.907,4453.486,4429.682,326.85,4634.597,2117.736,654.589,5486.167,2778.708,933.64,12363.43,2791.31,115.298,5096.84,4802.81,515.115,11255.179,5148.426,1129.42,7571.76,4336.6,2686.457,9711.972,3954.201,611.279,12084.688,16212.723,741.35,14771.1,4610.05,773.42,3919.96,2663.48,541.688,5706.749,1586.776,392.692,9795.639,4662.023,1075.0,9929.0,4925.75,653.728,8777.238,8432.27,686.087,4630.379,2891.812,160.4,10182.95,4580.9,410.708,10432.734,5319.068,234.74,9593.081,2252.841,1059.12,6228.08,2976.68,363.6,15771.56,3176.24,305.867,7707.863,5338.567,120.246,6417.426,4151.897,159.193,8981.993,2793.236,648.81,12439.44,3605.12,379.4,50319.65,4652.75,282.923,8365.12,3662.082,241.8,8861.0,2121.2
11,0.385,457.132,8464.615,3427.255,954.722,8041.334,9807.62,228.57,12350.54,14976.94,917.647,11829.082,4264.228,322.92,4254.76,1564.88,368.281,7054.627,6085.299,844.091,7158.325,5963.21,736.789,17493.009,16579.229,772.21,9203.2,4550.78,457.466,2799.593,5784.562,318.556,4253.125,3837.8,196.441,5231.067,3960.471,440.831,7601.539,3975.644,1624.239,17061.498,5900.394,1241.781,7725.453,3430.604,699.8,7780.08,4810.44,144.833,6940.196,9751.294,484.708,15235.468,8666.274,37.558,12591.292,9362.675,750.036,6431.64,7553.899,444.027,5855.391,3610.954,641.12,5894.92,4058.24,860.114,12303.363,4181.886,91.852,4870.532,7383.528,623.173,13588.292,4644.324,1056.439,8676.384,5586.102,2762.484,5891.303,4880.026,694.6,13623.1,21839.18,667.7,21509.55,6818.55,680.845,4485.159,3766.975,489.562,6897.33,3245.301,379.49,11269.22,7387.32,1012.954,8652.49,7321.049,538.771,8777.599,9784.395,588.252,3791.06,4334.187,188.329,9420.033,7382.414,294.97,15619.18,6198.83,196.76,13779.84,3995.72,1015.008,7414.991,4400.46,326.843,16023.338,3962.925,293.315,7650.861,5613.218,137.245,8735.303,6192.238,175.674,7663.69,4004.286,603.83,14636.87,5129.51,453.834,59406.78,6361.233,235.289,9173.606,5223.759,291.0,12663.4,3168.6
12,0.42000000000000004,445.58,7956.3,4330.42,1017.335,9052.432,13132.949,229.66,10722.009,23593.463,960.822,13411.508,5503.953,296.52,4890.56,3164.76,281.753,5318.092,8333.338,764.168,12225.827,8232.886,747.974,15617.812,20334.471,726.02,7471.33,4932.08,466.47,3100.908,7531.504,330.08,3566.82,4829.0,238.87,4968.67,5798.02,564.233,11171.385,5306.425,1454.778,20864.52,8148.245,1173.657,7894.336,4743.341,681.44,8462.44,6869.56,121.591,7381.051,13315.057,423.717,17249.522,11714.814,33.94,14945.35,11529.97,657.179,9489.184,10386.853,596.073,6720.615,6089.659,589.2,7067.84,5083.96,674.0,12235.0,5406.0,133.68,6141.07,11217.95,808.75,16749.55,5202.35,1029.45,9430.1,7032.15,2876.61,4153.23,6085.12,766.94,12977.61,25396.63,534.5,27881.0,8889.0,557.46,5951.3,5462.59,429.163,8597.393,5905.984,337.991,11137.686,10213.503,921.767,9884.476,8647.541,439.67,7774.554,11073.578,507.9,2858.84,5622.66,247.1,7422.98,9957.91,211.876,20589.902,6416.472,188.01,17518.944,6097.8,949.0,9363.0,5486.0,289.75,15137.8,5232.7,248.47,8218.27,6080.59,156.92,12648.36,8628.54,257.253,7364.517,5685.383,572.312,16165.981,6266.993,530.728,63932.338,7922.932,175.844,9158.838,7026.809,415.0,17693.2,5383.8
13,0.45500000000000007,473.32,8760.92,6197.58,1008.177,9524.204,15959.778,300.559,8506.959,26605.441,905.458,14000.161,6363.404,264.32,4796.16,5198.56,279.027,3904.988,10200.369,766.2,17686.96,11235.4,765.183,12037.643,23781.55,683.65,5979.589,5375.629,454.661,3398.069,8579.826,302.592,3480.851,6135.292,294.37,4365.059,7012.436,721.76,16798.84,7718.28,1256.73,27222.91,10916.18,1060.09,8143.28,6171.77,714.32,8339.72,8257.88,114.4,8534.76,14959.56,351.307,17915.371,14380.562,36.814,15908.325,12228.032,560.658,13861.26,12551.782,711.998,6922.086,8445.711,551.8,9762.336,5774.566,508.91,10226.335,5847.524,202.9,8599.21,14761.95,987.6,18788.0,5698.8,927.243,9857.902,8273.922,2863.51,3906.12,7324.77,908.89,12641.161,27087.671,402.818,30490.105,9903.663,428.73,7819.61,7425.42,401.397,10769.013,8468.254,274.52,10008.8,11203.24,888.31,7556.58,11226.15,371.55,6010.69,11817.472,431.06,2446.22,6238.72,323.463,5935.156,11591.935,175.334,24279.913,7224.321,223.01,20787.9,8187.96,822.206,12751.39,5851.982,260.45,12658.15,6435.8,205.573,9363.712,6576.303,165.52,16452.3,10448.02,336.88,8881.72,7035.8,616.0,17854.0,6248.0,594.368,61077.464,8957.72,111.497,8332.583,8279.226,578.2,22509.8,8123.2
14,0.49000000000000005,435.895,8995.959,7837.904,910.06,9360.09,17472.75,386.093,7395.383,26737.481,798.9,16579.99,7055.49,221.354,4335.3,6870.317,352.394,2935.987,11310.393,681.098,23815.45,11620.6,739.89,7729.41,26571.51,605.44,4738.46,5730.4,426.105,3987.743,8612.595,250.36,4122.88,7036.04,284.737,4215.767,8192.487,808.416,23918.73,7889.884,1040.21,34357.83,12710.55,911.649,8676.469,7253.794,774.08,7718.68,8358.28,132.997,10718.373,15999.812,259.44,18278.16,14521.87,40.111,16115.599,12431.143,459.454,20272.423,13513.274,814.84,5888.64,9398.72,517.5,13942.15,6137.85,433.54,8065.76,6301.02,298.12,11535.5,16608.18,1127.9,19855.85,5822.1,884.14,9729.68,8950.68,2693.25,5234.72,7836.33,1061.75,13387.185,27899.567,293.46,30407.9,10084.12,337.119,9344.601,8418.544,421.03,12793.2,10010.48,241.0,8769.587,11929.102,815.32,5331.79,12673.08,339.902,3973.048,11834.705,355.24,2862.26,6479.92,400.52,5223.28,12312.32,226.111,24677.722,7432.598,311.436,22234.684,9084.62,680.52,15791.14,6180.66,183.703,10228.948,7011.088,184.311,8070.8,6704.361,165.465,17921.948,10682.178,447.996,10545.913,7472.187,634.0,14740.0,7059.0,622.16,53045.92,9984.52,55.65,8174.4,8774.8,781.6,25433.0,10163.2
15,0.525,310.376,7194.23,7395.607,712.359,9224.343,15101.742,456.56,8360.1,26468.6,663.093,15943.928,6790.764,220.48,3791.851,6225.626,470.008,2508.932,10288.327,611.256,28946.206,10410.486,671.2,4589.46,25802.5,566.86,2343.32,4645.6,416.371,4510.571,7496.216,190.079,6959.876,6586.193,353.58,3650.2,7488.32,868.86,30658.92,7881.38,821.153,36392.911,12558.987,716.823,8856.84,6919.857,810.4,6922.0,7206.52,218.553,12702.3,15981.648,201.337,17629.805,13795.975,45.068,14563.194,10592.257,371.56,30510.93,13310.93,842.72,4405.56,8245.64,470.202,19070.039,5632.857,397.542,5782.605,5823.644,408.67,14324.48,15993.67,1101.294,21121.392,5586.725,743.548,10738.148,8887.82,2459.187,7787.843,7047.975,1134.158,14084.825,25453.528,246.56,28001.56,9167.86,299.517,10385.033,7997.879,454.698,15490.807,9863.325,214.974,6831.276,9886.324,721.65,3675.12,12233.25,346.693,2051.104,10717.056,274.695,4092.484,6437.48,444.56,4536.28,10382.52,331.468,22453.939,6791.229,423.0,21776.95,9040.65,504.107,18209.29,5621.136,129.76,8279.6,6814.04,181.334,6279.165,6082.462,160.704,17711.756,9560.707,592.296,11692.852,7068.139,724.731,12743.424,5547.182,627.55,38443.613,9465.139,40.35,7453.75,8210.25,951.561,20993.095,9259.158
16,0.56,221.133,6078.888,6270.449,508.892,10489.557,13535.199,494.724,11166.995,23635.688,574.673,15129.211,6532.018,206.8,4125.32,6161.72,646.235,2416.596,8156.593,585.354,32013.05,8175.445,580.547,4433.666,23018.531,541.34,908.16,3266.86,426.029,4753.038,5667.127,134.13,12039.41,6603.88,406.803,3889.951,7244.658,880.798,34098.995,6184.16,652.375,34382.027,11255.577,564.7,8961.95,6070.1,819.48,6099.08,5332.32,361.15,14120.0,14758.5,162.78,17743.44,11460.74,43.48,13001.12,7162.32,295.75,39966.8,11361.45,785.68,3073.48,6110.84,423.151,25039.268,4937.714,400.63,4144.44,4961.74,518.7,16159.82,13277.37,1116.96,21016.68,5472.68,744.951,11800.838,7337.297,2303.32,9947.72,5729.2,1115.575,14727.818,20960.76,271.86,23395.4,7440.06,273.5,11435.38,7175.5,481.467,20360.423,9336.958,225.32,5228.017,7612.726,625.72,2721.28,9964.72,410.1,1450.98,8419.28,235.547,5662.4,5915.133,451.16,3978.32,7451.0,475.353,18617.198,5504.251,562.05,18855.1,7620.5,339.549,19793.81,4678.59,146.48,6090.32,5888.56,207.8,5701.6,4878.92,172.871,15943.164,7385.338,747.982,12094.017,5973.15,809.103,9765.767,3772.798,640.81,25084.15,9418.31,48.999,5695.805,6708.586,1156.64,16360.88,7876.76
17,0.5950000000000001,184.111,5680.969,4611.48,380.9,11126.0,12536.9,546.302,13543.118,16986.494,535.0,14698.74,6490.96,179.2,4772.92,5950.52,911.681,2718.312,5431.391,619.808,30326.328,5561.358,476.238,6216.664,19849.096,496.42,733.78,1946.24,471.5,4744.6,3491.9,105.34,14451.31,4610.47,451.1,4035.95,6279.2,886.2,35970.75,3792.5,523.934,29296.56,9018.574,412.162,8758.842,4247.926,823.16,5311.88,3408.0,501.85,14967.95,11333.1,146.882,17107.249,8283.211,40.48,12540.12,4222.04,269.454,43832.958,9788.069,658.64,2199.08,3947.24,332.64,24286.04,4117.68,444.552,3718.428,3923.257,614.15,16446.8,9622.46,1261.16,19877.4,4958.2,720.88,12633.49,5879.46,2125.4,11007.44,4031.92,1051.87,16553.49,15753.83,330.26,18131.42,5444.92,261.24,10834.3,4894.257,490.189,26529.61,7777.183,258.25,4063.998,5622.338,542.74,2151.15,6686.15,511.002,1565.142,5771.429,230.769,6755.271,5029.47,427.12,3357.76,4773.2,642.528,14145.34,3761.686,681.7,14869.45,5571.8,215.294,19854.319,3550.093,161.64,5306.16,4390.24,221.504,5270.096,3371.214,218.528,12661.076,4585.257,868.157,10860.059,4346.337,873.208,6396.984,2106.287,666.69,15409.67,9343.36,89.639,4357.075,4994.274,1332.96,13274.16,6513.72
18,0.6300000000000001,195.454,5834.669,2836.249,244.669,11835.64,8721.026,530.16,15562.221,10679.436,494.106,14719.951,6022.362,178.227,5196.253,4307.677,1239.523,3366.687,3209.87,712.047,26178.554,3362.238,356.198,8480.674,15734.504,409.3,1358.06,950.46,525.22,4257.888,1926.501,83.43,15678.0,2973.78,471.886,5972.491,5735.427,825.338,32857.36,2057.7,490.6,24451.44,6366.68,296.956,8565.086,2631.739,842.337,4853.411,2324.33,638.45,14320.8,7794.1,163.8,16576.75,5286.55,44.2,12627.52,2578.2,295.689,42343.931,8638.007,491.72,1917.92,2282.52,233.96,20171.52,2952.2,547.407,4332.682,3428.763,684.9,15108.61,6309.06,1368.052,18201.927,4229.191,659.08,13589.68,4808.04,1881.38,11476.808,2534.871,917.048,18144.135,10073.547,424.078,13842.979,3633.064,239.15,10164.6,3142.1,473.132,32465.104,6484.404,290.567,3178.405,4035.907,534.467,2539.552,3766.997,632.3,2214.0,3529.65,293.72,7039.6,4618.94,404.2,2845.08,2980.68,797.6,12357.28,2160.72,775.051,12647.707,3539.673,130.84,18155.836,2580.068,176.32,6150.24,2746.4,235.925,5273.259,2056.352,237.9,10464.63,2704.3,954.853,9058.935,2789.688,877.559,3563.024,1090.335,647.227,9088.346,7684.775,173.766,3653.569,3307.121,1424.8,10572.72,4799.8
19,0.665,230.45,7126.5,1811.85,184.054,12870.605,5250.111,442.38,19549.68,6863.78,517.605,15118.741,5321.084,193.567,5416.929,2805.774,1498.34,3784.04,1840.32,841.813,21276.815,1823.594,278.9,10494.2,12342.2,293.76,2255.3,450.24,625.784,3973.275,2105.093,64.67,15228.98,1814.57,472.3,8629.04,5250.94,740.007,27467.683,1484.416,518.42,17553.82,3701.32,218.83,8290.16,1422.52,867.48,4600.64,1591.28,757.55,12545.25,4954.5,238.45,16116.95,2851.35,70.2,13027.48,1815.08,358.72,36300.86,7267.82,331.36,1898.4,1265.84,167.192,19268.313,1657.561,655.542,4863.439,3096.362,728.71,12564.4,3703.52,1402.32,15952.04,3385.4,571.07,14606.53,4055.19,1708.43,11298.474,1480.409,785.8,18149.3,5806.4,557.06,11257.22,2466.98,249.15,8944.4,1857.15,438.944,37221.779,5630.831,354.15,2754.12,2486.97,578.78,2963.38,1826.64,725.423,3234.383,2190.453,359.68,6653.98,3876.0,421.52,2809.08,1926.56,906.52,10267.04,1134.84,842.017,11795.75,2121.242,106.8,14782.06,2058.52,205.12,6148.96,1357.44,289.81,5723.171,1067.71,333.552,7477.638,1243.94,1001.6,7112.4,1418.0,814.642,2284.739,661.533,572.85,6827.95,5838.3,277.912,4124.162,1871.745,1406.896,8346.101,2823.466
20,0.7000000000000001,293.312,8363.267,1123.392,149.112,14603.495,2653.234,370.237,21852.699,3798.558,598.16,14784.26,4606.02,217.0,5658.0,1704.0,1769.006,3751.393,1056.981,970.538,16810.031,958.317,232.508,11376.105,11037.644,180.26,3300.38,417.7,657.12,3483.88,1477.12,53.97,13166.36,1140.8,460.268,11393.26,4603.203,603.1,20565.68,1399.077,520.54,11728.387,2010.485,206.1,6658.72,984.54,982.92,4212.64,984.48,868.987,10151.75,3391.306,335.25,15136.15,1906.9,121.268,12556.988,1442.612,448.658,28379.227,4995.531,220.04,1906.48,715.08,114.4,14354.4,809.88,740.982,4856.503,2702.039,669.068,10940.939,2196.789,1389.15,14074.01,2208.04,564.733,13995.63,3059.348,1619.029,10710.935,856.841,683.868,16660.981,3881.955,706.38,8836.22,1826.86,324.149,6727.615,925.676,410.627,39281.634,4988.795,407.32,2384.3,1206.95,729.4,3534.34,1143.88,824.36,4358.48,1501.64,414.9,5617.0,2811.42,500.48,3565.04,1285.04,961.055,8576.243,789.56,890.17,11027.24,1311.75,150.669,11613.058,1779.943,269.101,5485.194,535.912,367.199,6619.75,629.242,455.51,5556.41,608.47,976.061,5546.217,605.067,700.65,1915.81,473.83,455.209,6983.549,4478.737,364.45,4825.18,1007.42,1309.12,8222.2,1343.76
21,0.7350000000000001,405.24,8841.96,840.76,120.532,17103.019,1286.459,357.673,22846.147,1954.615,616.745,13225.067,3022.195,246.0,6906.0,1301.0,1987.0,3708.5,718.5,1019.844,14028.471,654.581,221.8,12080.4,11007.0,104.919,4073.654,395.589,603.4,3146.88,830.88,53.21,10184.3,712.59,458.971,14957.758,4182.294,494.8,16155.44,2099.4,537.7,8736.5,1188.9,196.82,4485.35,895.04,1142.6,3715.52,783.08,1026.523,8465.702,2642.835,451.841,13346.935,1475.154,216.35,12147.75,1219.1,468.292,17305.385,3957.326,167.52,1855.88,623.72,98.08,8908.8,593.68,801.1,4264.9,2319.9,576.69,10339.019,1318.415,1306.122,12690.661,1359.751,572.6,13221.38,2255.44,1615.402,10059.59,671.186,566.644,16884.11,2035.3,826.8,7098.0,1633.12,418.3,4974.06,608.4,416.65,38253.7,5385.05,427.47,2197.21,558.01,853.345,3540.651,1008.373,909.88,5044.0,1234.28,451.28,4307.3,1662.02,629.64,5177.28,917.12,950.145,8211.835,539.329,895.072,10967.328,671.615,243.74,9332.6,1613.84,361.069,4868.391,407.479,460.36,6892.32,640.0,565.324,4417.901,538.876,994.565,3911.988,307.684,539.733,2542.122,552.292,388.515,7912.034,3979.159,421.465,6374.658,732.923,1082.998,13360.292,836.279
22,0.77,535.293,9316.555,661.537,101.289,20356.839,812.732,419.741,22411.032,1196.814,600.15,11708.5,1738.82,291.0,9030.0,1072.0,2099.304,3634.212,586.964,992.646,12890.739,567.482,234.8,12183.0,10705.0,111.375,3488.869,422.39,481.92,2898.26,694.1,60.51,7466.3,664.99,451.507,18065.571,3943.757,398.68,13076.08,3473.64,529.05,8465.8,1002.45,192.322,2654.541,843.915,1280.419,3033.969,689.495,1115.309,6822.211,2009.356,551.72,11406.2,987.48,343.8,11885.0,1026.25,481.48,9645.28,2344.54,150.24,1687.12,682.68,111.72,5049.04,548.64,792.674,3231.894,1974.5,467.163,9943.711,761.214,1222.721,11336.307,1014.11,613.222,11943.717,1723.924,1619.44,9412.68,671.56,486.06,17477.34,1177.3,906.362,5682.343,1834.272,504.111,4117.634,571.179,521.321,32904.962,4287.571,417.17,2116.48,365.77,927.85,3286.3,907.25,917.616,6070.903,923.86,544.895,2395.122,1139.178,771.8,7353.76,767.04,885.77,8566.33,336.8,890.741,10924.348,381.822,408.59,7197.82,1562.34,467.75,3114.95,332.65,534.262,6954.676,780.486,677.561,3724.695,470.947,992.96,2842.6,176.04,390.32,3720.71,784.86,390.286,9118.753,3934.422,444.401,8409.554,725.28,865.023,18934.964,891.859
23,0.805,660.89,9998.84,561.975,94.635,24440.439,757.383,482.76,23365.3,996.84,569.99,9832.74,1199.58,349.154,12093.426,957.69,2199.34,3856.26,477.84,889.771,12802.276,511.09,239.732,11366.142,10982.497,141.831,2946.478,455.987,389.827,2203.856,682.183,78.44,7116.29,595.44,468.309,20369.195,3445.082,295.486,10172.969,4610.681,498.25,10087.9,912.35,179.528,2389.678,793.542,1329.617,2271.6,700.18,1157.04,5758.4,1613.04,686.94,9465.52,912.2,475.95,11379.95,814.1,399.177,4276.464,1468.702,139.96,1605.8,646.72,161.6,2862.08,469.56,741.162,2631.972,1400.706,357.42,9553.062,530.274,1073.08,10667.6,1043.96,716.82,10235.32,1201.39,1578.852,9393.132,752.019,426.708,17395.96,759.239,961.969,3853.455,2025.391,562.662,3942.12,657.163,650.618,26671.15,3017.287,396.89,2056.31,272.83,951.2,3774.25,825.5,854.92,7207.52,607.62,640.938,1865.068,796.953,882.72,9455.2,630.68,781.449,8460.335,408.702,876.805,10284.461,355.537,601.965,5628.806,1472.145,568.95,2906.25,231.15,584.304,7186.334,889.194,764.944,3167.157,302.658,924.492,2222.096,206.646,264.46,4319.33,993.47,460.067,9969.103,4184.105,417.247,10335.769,676.723,552.96,24491.32,965.8
24,0.8400000000000001,788.172,10483.869,552.6,102.799,27984.57,765.416,637.798,18562.185,708.366,585.32,7331.74,1069.32,391.895,14967.136,1160.093,2135.488,4744.6,447.648,703.816,12712.409,453.454,237.37,10350.81,10386.82,162.642,2811.251,473.082,269.0,1962.5,561.5,128.03,8080.704,448.215,505.7,21655.14,2842.42,240.474,8208.221,5176.237,467.959,13141.512,1044.21,195.598,3052.992,1017.262,1341.52,1958.52,701.84,1135.065,5067.918,1428.553,781.483,7494.524,869.78,584.6,10686.1,693.45,327.21,2348.97,897.8,144.52,2262.244,651.932,279.72,1778.2,392.12,654.61,1628.15,1163.69,352.4,8589.2,475.4,915.497,10443.625,892.799,774.86,8160.84,1276.68,1475.96,9881.48,989.89,412.5,16677.5,444.0,969.904,2528.459,2073.221,571.697,4699.592,844.471,787.92,20744.86,1796.0,389.54,1967.28,210.4,873.654,4113.617,797.571,813.146,6022.476,366.765,708.918,2429.942,551.737,937.76,10680.92,509.52,658.478,8527.607,405.909,834.637,9196.092,306.629,789.051,4646.075,1268.129,650.0,2871.5,137.65,608.552,7365.729,1156.43,821.44,2555.88,297.34,876.28,2542.66,227.62,223.23,4385.58,1094.01,577.753,10074.857,4298.897,347.173,10840.303,644.273,292.48,27946.12,1358.48
25,0.8750000000000001,909.59,10186.314,493.781,116.379,28460.509,838.944,772.601,13715.207,497.403,708.031,4819.258,957.298,414.53,17326.64,1617.14,2088.366,5807.878,495.024,529.096,12178.722,395.626,220.76,9276.81,8478.75,164.0,2970.0,477.0,170.5,2058.5,527.5,205.85,8740.378,483.238,533.67,20661.2,2530.22,238.586,7108.623,5244.092,460.84,15956.72,1724.54,245.5,4977.4,1783.44,1187.329,1523.552,661.447,1133.764,4349.384,1372.087,779.175,6485.174,791.272,656.009,9873.89,746.426,262.259,2455.023,752.08,165.98,2908.74,676.92,519.88,1527.16,359.68,502.216,1684.056,716.326,373.2,7416.8,510.4,714.24,11388.48,895.2,800.86,7152.35,1570.73,1293.87,9157.42,1499.04,439.109,15048.608,345.369,944.48,2084.52,1891.24,541.688,5706.749,1586.776,839.215,16328.811,1037.338,393.55,1884.38,181.34,756.34,3981.48,997.32,654.279,5658.175,384.215,687.925,3889.799,629.035,929.906,9797.139,500.824,554.868,8213.665,376.977,817.132,8542.965,276.233,1038.749,3843.264,1181.629,802.687,2193.209,311.773,598.52,8329.1,1679.64,804.906,1885.636,365.493,829.52,3450.04,246.9,293.212,4209.45,1182.735,723.918,8890.741,3839.385,281.877,10310.49,865.809,159.76,28327.68,2128.0
26,0.9100000000000001,1018.576,9082.15,410.149,133.63,26490.16,943.27,865.769,9362.44,350.167,914.0,3395.5,969.25,417.25,17454.37,2742.32,1938.915,6972.257,423.444,412.88,10987.64,367.96,189.618,7560.242,7170.035,117.0,2357.0,673.0,174.151,1653.998,815.126,254.9,8569.5,631.4,566.19,18365.466,1748.048,288.899,6918.879,5241.104,488.34,16333.82,2636.64,322.329,7977.288,2850.914,1015.57,1425.41,568.58,1091.313,3533.002,1415.175,754.525,5945.202,744.995,714.404,9632.178,844.242,231.327,2908.359,913.779,252.54,3154.1,582.93,868.2,2056.32,333.24,378.48,1929.48,595.2,313.19,6736.148,579.44,529.56,15162.52,973.28,825.54,7340.21,1907.79,1106.467,7930.227,2122.751,483.48,13252.54,458.56,906.24,2582.4,1497.24,489.562,6897.33,3245.301,922.588,11996.945,791.382,405.73,2505.985,223.206,673.24,5557.04,1208.78,555.5,4028.9,382.2,586.903,6233.063,659.912,904.85,7503.73,593.5,501.835,7616.855,390.398,802.563,8595.318,284.035,1283.74,3213.586,1109.045,911.17,1742.41,657.82,553.13,9876.231,2505.398,791.11,1374.91,414.18,754.789,4456.359,216.301,333.33,5184.437,1800.705,889.2,7623.64,3277.0,242.039,9033.918,1223.396,105.84,26355.4,3145.12
27,0.9450000000000001,1100.0,7230.0,392.0,156.381,21453.872,1149.873,867.369,6131.635,315.89,1097.25,2895.25,1343.25,390.602,15617.95,4245.202,1789.14,7863.46,351.62,377.368,8844.115,361.741,160.0,6292.0,6073.0,120.071,2340.773,1101.893,239.954,1238.663,1206.584,291.0,8213.0,688.6,626.122,16168.18,890.463,330.2,8043.0,5255.0,535.52,15147.44,3406.72,448.748,11875.612,3670.369,837.93,1445.41,464.27,1049.34,3144.02,1434.48,721.58,5727.44,780.2,763.093,9679.939,883.262,256.563,3506.152,1328.076,414.52,4551.31,486.73,1254.6,2981.92,310.12,302.76,2419.32,531.08,314.179,6208.823,560.671,410.4,22209.0,1056.68,838.55,7514.47,2174.24,977.831,6767.549,2478.54,511.1,9289.68,445.56,838.891,2669.3,1171.491,429.163,8597.393,5905.984,955.793,8920.995,547.772,445.6,2815.0,329.0,585.68,7201.04,1194.72,488.4,2377.2,283.9,449.347,9055.246,858.067,898.041,5337.775,651.393,511.455,6618.742,417.334,761.502,8526.953,259.215,1491.639,2772.538,1051.368,955.68,1718.25,1107.73,464.58,11862.29,3175.01,760.62,1510.04,427.07,697.367,5169.137,196.985,414.71,4204.84,1539.38,1034.012,5247.98,2143.352,238.846,7707.915,1543.721,80.84,22342.92,4491.16
