,Distance,Peak_1 Channel 1,Peak_1 Channel 2,Peak_1 Channel 3,Peak_2 Channel 1,Peak_2 Channel 2,Peak_2 Channel 3,Peak_3 Channel 1,Peak_3 Channel 2,Peak_3 Channel 3,Peak_4 Channel 1,Peak_4 Channel 2,Peak_4 Channel 3,Peak_5 Channel 1,Peak_5 Channel 2,Peak_5 Channel 3,Peak_6 Channel 1,Peak_6 Channel 2,Peak_6 Channel 3,Peak_7 Channel 1,Peak_7 Channel 2,Peak_7 Channel 3,Peak_8 Channel 1,Peak_8 Channel 2,Peak_8 Channel 3,Peak_9 Channel 1,Peak_9 Channel 2,Peak_9 Channel 3,Peak_10 Channel 1,Peak_10 Channel 2,Peak_10 Channel 3,Peak_11 Channel 1,Peak_11 Channel 2,Peak_11 Channel 3,Peak_12 Channel 1,Peak_12 Channel 2,Peak_12 Channel 3,Peak_13 Channel 1,Peak_13 Channel 2,Peak_13 Channel 3,Peak_14 Channel 1,Peak_14 Channel 2,Peak_14 Channel 3,Peak_15 Channel 1,Peak_15 Channel 2,Peak_15 Channel 3,Peak_16 Channel 1,Peak_16 Channel 2,Peak_16 Channel 3,Peak_17 Channel 1,Peak_17 Channel 2,Peak_17 Channel 3,Peak_18 Channel 1,Peak_18 Channel 2,Peak_18 Channel 3,Peak_19 Channel 1,Peak_19 Channel 2,Peak_19 Channel 3,Peak_20 Channel 1,Peak_20 Channel 2,Peak_20 Channel 3,Peak_21 Channel 1,Peak_21 Channel 2,Peak_21 Channel 3,Peak_22 Channel 1,Peak_22 Channel 2,Peak_22 Channel 3,Peak_23 Channel 1,Peak_23 Channel 2,Peak_23 Channel 3,Peak_24 Channel 1,Peak_24 Channel 2,Peak_24 Channel 3,Peak_25 Channel 1,Peak_25 Channel 2,Peak_25 Channel 3,Peak_26 Channel 1,Peak_26 Channel 2,Peak_26 Channel 3,Peak_27 Channel 1,Peak_27 Channel 2,Peak_27 Channel 3,Peak_28 Channel 1,Peak_28 Channel 2,Peak_28 Channel 3,Peak_29 Channel 1,Peak_29 Channel 2,Peak_29 Channel 3,Peak_30 Channel 1,Peak_30 Channel 2,Peak_30 Channel 3,Peak_31 Channel 1,Peak_31 Channel 2,Peak_31 Channel 3,Peak_32 Channel 1,Peak_32 Channel 2,Peak_32 Channel 3,Peak_33 Channel 1,Peak_33 Channel 2,Peak_33 Channel 3,Peak_34 Channel 1,Peak_34 Channel 2,Peak_34 Channel 3,Peak_35 Channel 1,Peak_35 Channel 2,Peak_35 Channel 3,Peak_36 Channel 1,Peak_36 Channel 2,Peak_36 Channel 3,Peak_37 Channel 1,Peak_37 Channel 2,Peak_37 Channel 3,Peak_38 Channel 1,Peak_38 Channel 2,Peak_38 Channel 3
12,0.42000000000000004,5319.4,20440.4,5485.4,5676.102,3909.087,2796.022,4093.874,2817.895,6918.167,3101.25,1990.95,3550.85,1245.652,3687.191,6951.976,2133.42,1324.98,6654.7,2747.12,5646.92,7590.12,3088.32,2271.88,4839.04,2264.02,2898.63,4512.92,6316.753,571.069,3737.038,6276.67,1515.86,7413.92,1982.74,2224.56,6791.2,4737.215,3604.653,4687.235,4894.0,2264.0,4894.0,3561.4,6767.12,4926.76,3918.32,3859.32,4402.96,8824.844,1237.367,7435.631,4660.516,3428.588,6832.311,8505.55,870.537,3914.228,4301.764,14184.664,6810.084,1232.52,2618.68,4762.4,2082.98,4646.22,6803.96,4863.57,7877.12,12300.37,2375.7,1328.8,9350.2,3143.73,18195.8,5507.97,4854.866,2841.771,5901.143,3720.979,5775.619,9655.733,2047.953,3783.447,7466.958,3842.0,6605.0,5818.0,8442.96,886.82,6673.01,2004.59,5495.84,6608.86,6808.01,4063.13,5525.68,3858.4,2457.08,7694.1,9281.889,12675.022,8448.254,1351.76,11472.4,3634.0,3716.48,772.64,5404.56,3004.2,1517.42,5300.7,3673.0,897.0,4818.0
13,0.45500000000000007,5424.0,18646.8,5800.4,5571.739,5044.779,4275.291,3781.012,2925.073,8260.271,3602.25,2285.0,4927.8,1148.711,2688.509,8683.465,1871.357,1263.797,8087.388,2974.2,6065.92,8132.08,2730.44,1943.48,6216.56,2250.48,2700.14,5155.02,5863.68,902.94,4772.38,5649.56,1870.98,9832.26,2018.04,2636.61,8713.02,4674.749,3582.893,5433.3,4241.0,2413.0,5367.0,3375.88,6265.72,6325.28,4162.6,5731.32,5825.44,8097.61,1395.31,7987.44,4440.43,3348.68,9609.82,8416.526,992.008,5053.198,4219.66,12675.84,8042.34,1226.437,3642.082,4850.661,1866.117,4674.73,7806.85,4345.059,6615.16,12628.131,2346.1,1111.3,10145.2,3393.37,18149.44,5592.77,4433.451,2435.519,6982.454,3955.751,5309.004,11200.55,2077.899,3732.076,8841.698,4106.0,8375.0,6848.0,8145.98,791.55,7260.25,2225.065,5103.01,6961.263,7183.22,3777.93,6297.94,3793.52,3121.52,9749.27,8719.154,14448.454,9727.57,1423.539,13584.984,4773.899,3950.422,816.875,6150.296,2484.266,1411.746,5743.245,3564.233,838.044,5606.961
14,0.49000000000000005,5515.014,15285.033,6035.202,5327.8,5867.69,6305.29,3393.116,2997.069,8800.981,4060.1,2308.1,5777.55,1091.88,1947.03,9891.33,1906.507,906.906,8275.829,3634.48,6489.48,8166.16,2488.36,1788.16,6892.52,2334.45,2437.5,5287.3,5373.26,1217.52,5311.72,4998.57,2386.13,11059.19,2175.16,3115.14,9531.03,4536.1,3394.2,6065.5,3584.0,2337.0,5429.0,3001.24,5288.92,7088.68,4600.44,7790.32,6715.84,7785.83,1678.89,8519.42,4619.62,3009.07,10950.83,8383.582,1166.794,5500.604,3880.875,11063.137,8404.889,1426.52,4934.538,6300.508,1748.53,4195.29,7872.95,3762.0,6749.0,13251.0,2412.4,1157.6,10333.3,3990.67,17439.92,5740.36,4092.6,1740.2,7211.2,4221.747,5450.338,11335.1,2209.98,3859.92,9650.22,4237.49,8167.531,7106.107,7604.67,581.89,7340.21,2674.0,4548.0,7075.0,7774.97,3376.49,6458.53,3502.34,3827.65,10557.363,8399.39,15272.131,10303.384,1592.76,12737.9,5541.21,3998.62,889.91,6618.97,2007.91,1294.6,5909.6,3577.28,792.68,6374.16
15,0.525,5229.156,12783.197,5583.692,4994.66,5658.01,6134.6,2982.5,2978.25,7934.5,4397.965,2008.341,5613.454,1063.576,1273.843,9230.517,2142.045,643.307,7409.586,4485.862,6163.81,7296.982,2351.12,1837.24,6608.0,2562.85,2094.43,4922.74,4787.249,1440.965,4946.666,4313.83,2886.44,10429.05,2372.465,3049.751,9205.046,4260.3,3568.0,5846.3,2987.0,1916.0,5154.0,2503.04,4198.96,6888.8,5266.0,9553.24,6632.48,7230.396,2122.183,8242.804,4707.587,2702.599,10835.965,8480.735,1404.886,5395.784,3437.38,10172.41,7938.0,1786.96,5988.68,5504.16,2047.504,3753.118,6654.663,3362.0,5595.0,12143.0,2528.9,1383.7,9820.4,4945.4,15873.89,5694.27,3945.337,1283.113,6914.607,4080.81,5822.85,10332.99,2323.986,3752.874,8637.116,4464.642,7528.008,6564.54,7209.11,339.05,7267.47,3597.0,3286.0,5949.0,8498.16,2967.77,6211.09,3168.0,3979.0,9845.0,8168.826,14456.098,9691.148,1835.6,9610.05,5525.23,3797.186,920.654,6461.547,1641.65,1136.55,5502.73,3451.918,715.487,5745.914
16,0.56,5252.16,8421.4,5700.04,4763.93,5592.82,6280.98,2537.35,2953.25,6624.45,4584.68,1629.28,4831.54,1142.88,845.059,7596.037,2554.586,601.903,5982.975,5358.96,5533.35,6233.11,2270.04,1868.6,5576.08,3038.11,1833.31,4188.76,4230.42,1521.68,3878.22,3751.78,3138.53,8234.83,2502.05,2035.4,8258.5,3826.7,3656.7,4913.3,2965.023,1476.659,5286.19,1999.92,3252.36,5844.28,6181.753,10403.426,5621.004,6475.229,2526.414,7306.396,4791.55,2331.13,9557.47,8711.832,1634.217,4956.482,2979.137,8765.566,7802.779,2391.2,6439.6,3785.56,2292.551,3220.108,4579.265,2889.427,7143.167,10859.125,2921.08,1657.184,8637.024,6214.63,13311.31,5686.28,3965.02,1240.501,6214.114,4130.315,6050.538,8727.402,2400.08,3977.11,7216.05,4786.316,6611.429,5505.766,7127.68,243.29,6896.91,4458.06,2417.129,4652.501,9201.32,2586.28,5784.75,3037.0,4660.0,9157.0,8087.402,13818.96,8287.864,2099.26,6439.53,5129.15,3638.2,861.6,6464.2,1442.17,981.94,4592.34,3335.28,647.92,4669.33
17,0.5950000000000001,5283.12,4973.6,5349.24,4409.59,5345.83,5865.42,2315.571,3179.39,5643.152,5162.352,1192.236,3839.379,1384.15,733.885,5324.845,3083.0,511.0,4327.0,6482.536,4740.066,4964.159,2213.48,1708.36,4302.0,3619.99,1700.14,3248.8,3732.986,1406.369,2623.155,3299.02,3017.33,5548.83,2778.55,1647.25,5527.2,3338.1,3672.6,3561.8,2925.4,917.22,4988.0,1617.48,2506.04,4444.52,6845.345,9814.705,4789.032,6062.08,3350.28,6033.6,5157.69,1895.71,6760.27,8948.917,1710.498,4194.79,2581.795,8105.55,7064.604,3126.901,6524.755,3349.103,2599.9,2864.15,2817.45,2497.219,9138.453,9060.149,3467.054,1909.898,6952.961,7679.54,10071.95,5186.59,4146.751,1612.685,5223.635,3975.6,5905.71,7221.31,2358.336,4346.833,5366.808,5158.719,5566.119,4137.115,7098.43,238.73,6305.9,5331.633,1631.43,3491.055,9701.04,2122.08,5302.33,2932.0,5132.0,7484.0,8075.007,12993.686,6298.142,2101.441,3760.927,4438.529,3181.4,784.6,5304.2,1414.2,868.89,3509.26,3381.04,709.46,3782.56
18,0.6300000000000001,5129.212,3613.537,4075.592,4118.4,4570.2,5806.76,2081.05,3285.246,4326.355,5396.369,907.952,2682.292,1861.22,832.622,3149.257,3504.775,374.463,2547.971,6954.96,3705.189,3729.017,2170.6,1327.92,3548.44,4227.75,1650.91,2281.76,3315.539,1215.024,1594.521,2934.57,2575.02,3480.68,2970.4,1345.35,2810.55,2916.2,3923.7,2200.6,3103.0,703.16,4230.26,1470.08,1902.68,2878.16,7656.738,8375.81,3743.698,5598.324,3824.812,4405.832,5476.79,1604.91,4172.11,8855.973,1668.312,3231.559,2369.419,7244.425,5998.377,3808.717,6366.364,2865.529,2885.4,2612.85,1460.05,2107.64,10874.45,7600.5,4195.08,2097.78,5031.72,9191.02,7083.62,5224.33,4439.118,2452.011,3844.869,3638.11,5435.89,5790.15,2353.058,4505.669,3676.139,5562.6,4520.994,3110.616,6807.224,277.095,5140.97,6151.73,1015.07,2588.93,9879.48,1800.38,4573.31,2942.0,5117.0,5248.0,8118.241,11188.221,4588.487,1897.333,2261.086,3713.849,2707.6,948.0,4210.6,1528.13,825.74,2509.17,3449.02,919.4,2702.55
19,0.665,5117.08,2814.78,2640.58,3712.9,3476.78,5407.69,1872.62,3221.34,2881.74,5650.352,719.665,1864.256,2473.905,899.463,1662.72,3854.577,309.583,1291.84,6739.96,2902.48,3387.84,2151.12,844.0,3346.68,4790.87,1657.65,1470.15,2950.14,1113.92,1250.32,2586.26,1976.25,2353.59,3183.34,1298.705,909.25,2794.0,3922.1,1159.9,3592.42,959.66,3267.84,1614.594,1419.107,1516.426,8646.28,6703.2,2229.36,5199.43,3987.187,3121.475,5859.45,1424.21,2311.96,8892.06,1634.76,2592.13,2258.2,6095.6,5602.0,4385.0,6090.0,2019.0,3444.775,2533.884,748.844,1715.33,10942.194,7077.791,4908.26,2134.18,3427.88,9776.938,4941.466,3660.773,4902.656,3203.579,2621.091,3483.77,5188.58,4368.84,2371.876,4281.042,2298.099,5845.432,3570.904,2470.435,6476.4,313.4,4006.0,6588.141,995.962,2267.004,9794.56,1653.05,3633.44,3320.0,4673.0,3219.0,8172.013,9543.866,2855.455,1633.576,1539.829,3036.66,2484.0,1251.8,3309.8,1717.75,784.72,1672.23,3639.56,1303.97,1749.34
20,0.7000000000000001,5109.955,2654.208,1395.029,3190.55,2621.66,5241.61,1845.3,3018.64,1569.6,6054.98,624.22,1311.74,3139.503,965.097,815.064,4110.655,308.988,769.163,7049.306,2265.096,2243.598,2197.4,438.24,3413.64,5223.25,1752.1,929.27,2727.111,910.18,1170.851,2249.9,1396.49,1759.39,3444.744,1458.097,510.629,3192.3,3644.6,534.4,4255.32,1462.96,2212.8,2043.119,1247.14,874.895,9853.54,4898.222,923.076,4931.753,3911.689,2209.292,6259.5,1248.45,1230.94,8928.12,1417.04,2318.89,2127.595,5053.733,5442.967,4492.545,5842.443,1259.533,4125.919,2415.989,419.336,1893.344,11365.141,7041.422,5590.766,1945.374,2164.111,10676.9,4116.64,2691.64,5497.62,3818.32,1478.16,3305.71,5026.22,3285.44,2441.45,4344.98,1286.54,6029.127,2737.685,2240.033,6015.07,345.691,2828.95,7567.17,909.403,1544.792,9706.42,1385.91,2815.96,4146.0,4168.0,1655.0,8204.68,7798.86,1437.36,1489.881,1101.041,2197.429,2377.6,1431.6,2707.6,1971.22,719.07,1003.33,4023.12,1682.9,1055.18
21,0.7350000000000001,5215.95,2891.56,675.62,2681.532,1871.906,4919.594,1873.1,2488.2,769.52,7117.06,716.28,974.0,3692.244,829.666,612.973,4145.369,285.324,585.51,6855.08,1822.76,1330.72,2330.04,360.16,3577.8,5507.399,1938.002,651.937,2659.85,820.637,1392.443,1989.15,990.06,1455.55,3731.992,1734.196,489.846,3747.1,3220.0,186.8,4888.68,1993.88,1245.76,1955.095,1028.282,338.156,10513.87,3398.46,296.82,4808.369,3685.015,1897.132,6494.49,1077.205,727.131,8287.443,1118.164,1754.977,1964.75,4453.6,4320.99,4314.66,5239.76,1104.04,4845.078,2197.633,293.01,2677.808,9934.506,7831.581,6278.162,2056.901,1465.663,11776.27,3886.076,2945.341,6309.961,4136.318,742.422,3013.45,4869.09,2494.68,2707.995,3849.729,706.811,5917.31,2255.028,2126.904,5472.99,309.24,1909.33,8036.15,850.77,1184.02,9968.52,1097.06,2097.26,4668.091,3040.398,937.283,8151.583,6323.093,781.225,1433.291,892.099,1349.269,2184.0,1435.6,2181.4,2312.12,630.9,566.16,4380.91,1778.48,603.333
22,0.77,5374.46,2796.88,498.08,2246.999,1365.828,6013.455,1850.984,1801.516,416.472,8115.82,796.88,676.86,4033.5,582.4,587.75,3798.9,209.22,575.24,6202.32,1792.2,858.44,2538.0,702.96,3651.4,5452.163,2008.272,598.12,2662.754,882.804,1666.382,1771.03,808.02,1270.91,3986.66,1892.23,750.59,4218.3,2947.8,276.2,5294.62,2353.48,558.8,1956.92,1056.26,179.2,11227.468,2084.864,7.948,5107.4,3694.94,2023.0,6465.79,1077.243,430.038,7490.733,884.056,1224.927,1838.248,4398.727,2778.669,3850.609,4946.07,989.208,5253.626,2090.748,234.565,3803.45,8224.65,8780.3,6650.9,1786.72,1105.16,12579.95,3671.15,2759.1,6897.089,3880.38,419.932,2606.45,4564.42,1955.5,3170.74,3018.22,476.69,5663.283,1894.315,2048.889,5011.93,295.713,1430.303,9182.465,1049.298,985.298,10828.34,1022.62,1575.03,5546.54,2404.88,510.06,7858.246,5552.389,535.46,1410.12,682.76,622.42,1883.401,1363.492,1821.641,2772.38,599.4,355.4,4368.015,1615.037,432.269
23,0.805,5254.418,2623.205,372.675,1779.3,907.4,4995.8,1815.087,1303.047,411.313,8978.1,913.48,418.54,4090.585,587.987,485.087,3589.938,106.799,669.744,5923.01,2271.981,663.833,2837.48,1411.92,3407.16,5513.14,2005.99,473.12,2697.575,1001.996,2003.373,1609.65,727.19,1039.52,3998.57,1684.0,1208.72,4593.6,2464.6,370.8,5356.1,2404.44,267.98,2035.72,1086.48,150.98,11364.722,1348.94,427.119,5375.451,3703.547,2365.338,6739.54,1316.41,255.22,7467.114,628.105,818.218,1749.901,3640.36,2000.555,3406.69,4723.34,1048.31,5386.8,2553.12,227.3,4940.45,6567.95,9078.25,6735.349,1568.521,835.998,12605.602,3604.378,2441.083,7436.83,3360.482,341.709,2139.979,3892.757,1395.142,3718.043,2261.592,354.923,5292.84,1585.67,1916.83,4910.0,336.0,1046.0,10252.6,1107.6,1209.8,12259.66,1006.59,1267.34,6298.201,2118.6,338.678,7409.5,4270.667,381.867,1311.16,579.66,731.22,1613.987,1335.414,1783.391,3387.31,639.51,241.14,4261.501,1362.065,462.37
24,0.8400000000000001,5122.386,2633.403,300.975,1528.1,836.1,3428.3,2001.76,927.12,258.08,9667.08,1149.7,272.5,3971.6,620.12,393.4,3427.469,84.853,1507.504,5748.062,2744.808,640.894,3352.775,2435.446,3113.443,5166.187,1656.049,322.816,2674.65,1411.212,2303.436,1617.859,650.279,937.64,3874.227,1444.871,1779.065,4894.3,1914.3,393.8,5081.88,2151.0,181.04,2060.1,1037.78,148.58,11178.555,975.169,1553.964,5911.73,3989.49,2733.21,6961.65,1701.18,271.03,7465.12,451.8,619.92,1634.52,3849.97,1154.76,2970.51,4104.22,1296.19,5027.06,3239.45,221.24,6003.9,4592.75,8084.5,6677.23,1237.23,641.16,12545.9,3903.2,2476.22,7384.95,2848.25,278.35,1775.32,3281.67,907.1,4364.17,1791.6,241.51,4953.85,1518.82,1619.06,5033.859,412.616,825.152,11044.2,1121.0,1457.6,13935.92,906.49,1148.51,6403.96,1926.32,259.67,6730.62,3850.78,309.62,1196.378,475.24,839.371,1433.44,1415.96,1475.8,4172.86,613.8,188.59,4609.24,1397.48,423.84
25,0.8750000000000001,4644.72,2015.62,232.36,1387.892,956.165,3434.085,2305.48,624.16,230.56,10065.798,1493.571,217.257,3575.625,852.21,312.737,3199.197,146.745,3039.229,5587.568,2962.37,581.926,3873.44,3792.01,2408.76,4732.4,1277.1,193.45,2569.703,1835.415,2345.218,1492.084,646.183,1062.339,3802.053,1302.362,2114.89,5141.6,1688.5,367.4,4589.0,2057.74,177.18,2048.98,893.54,155.1,10947.215,832.971,3181.52,6692.35,4285.41,2654.84,7173.01,2177.44,287.65,7308.16,270.08,479.44,1719.768,4425.482,820.558,2851.783,3807.746,1697.281,4350.5,3692.75,203.4,7070.528,2433.168,6052.817,6424.24,986.17,520.58,12229.14,3610.84,1941.86,6709.41,2515.29,253.38,1510.61,3005.84,690.21,4969.993,1614.597,198.506,4652.9,1363.46,1340.63,5232.386,461.701,588.209,11856.0,1226.6,1476.6,15496.089,783.782,942.495,5900.49,1673.99,239.97,6123.648,2805.275,284.212,1094.086,225.465,603.642,1371.76,1392.68,1169.24,5003.18,510.4,194.16,5183.24,1473.88,352.12
26,0.9100000000000001,3958.8,1432.64,162.4,1263.622,990.651,3534.085,2645.84,392.94,208.5,10177.04,1869.031,224.02,3212.038,1034.022,263.556,2988.003,260.678,4600.286,5105.96,2966.92,483.92,4177.01,5014.59,1409.2,4313.02,973.47,159.21,2417.99,2045.464,2009.334,1472.349,560.362,1198.204,3355.06,1053.94,2295.52,5327.8,1669.2,299.7,4035.04,2124.46,205.46,2057.746,913.477,148.277,10474.105,887.678,5010.939,7284.329,3937.219,2270.708,7467.73,2544.05,199.82,6831.28,159.12,518.44,1839.872,4936.642,952.53,3076.055,3577.443,2561.162,3616.56,3797.65,231.58,7849.657,1157.071,4120.364,6181.53,884.71,433.61,11331.222,3217.979,1649.946,6609.237,2160.018,203.712,1404.27,2652.66,570.34,5626.181,1651.165,198.14,4449.495,1334.386,1073.591,5306.15,449.68,434.19,12499.908,1575.133,1285.175,16668.0,924.0,782.0,5342.19,1570.76,253.61,5632.281,2190.216,257.305,1077.72,271.8,614.66,1399.14,1362.769,978.999,5483.729,339.214,230.411,5110.216,1268.53,294.371
27,0.9450000000000001,3628.098,1227.017,144.41,1154.777,891.764,3532.882,2924.839,290.548,147.782,10616.24,2271.78,289.86,2873.663,1123.188,373.709,2823.673,393.765,5875.365,4643.56,2609.79,576.393,4367.21,5995.34,817.5,3770.35,787.21,189.68,2198.734,1895.817,1342.453,1348.28,501.88,1234.08,3126.046,904.441,1960.463,5410.8,1800.9,223.7,3543.06,2105.14,262.2,2133.4,1015.15,120.35,10080.434,1064.976,6976.106,7562.007,3130.305,1807.315,7744.216,2333.885,101.061,6287.64,682.04,535.68,1947.0,5312.0,1413.0,3441.51,2929.067,3406.561,3343.994,3348.748,481.519,8383.376,887.461,2738.252,6059.38,806.02,390.22,10552.886,3450.617,1650.491,6723.152,1784.122,187.084,1247.06,2088.45,624.66,6120.31,1734.06,151.41,4797.984,1889.662,1020.748,5006.49,310.498,377.662,12896.18,2023.31,1132.47,16927.0,1380.0,725.0,4800.79,1553.59,248.71,5305.984,2407.091,194.774,1510.207,1527.274,692.537,1510.88,1460.1,792.02,5498.413,249.554,262.407,4638.8,912.32,324.48
28,0.9800000000000001,3131.15,865.6,135.6,1222.435,686.948,3434.3,3053.74,233.54,128.83,10866.72,2356.1,297.76,2716.36,1536.12,525.56,2802.6,560.12,6853.88,4333.59,2130.07,795.8,4453.58,6582.04,695.39,3190.74,790.69,205.02,2018.347,1550.301,783.795,1277.32,482.52,1271.52,2723.5,701.45,1879.7,5341.2,2007.5,214.3,2986.956,1876.723,247.518,2235.95,1003.15,100.25,9541.08,1159.92,7538.6,7547.753,2507.957,1218.469,7979.033,2047.079,95.495,5622.72,1214.36,471.0,1723.0,6506.0,3146.0,3912.72,2465.44,4612.52,3322.44,3017.976,805.635,8711.85,1611.85,2067.35,6041.617,771.381,376.664,9310.43,3094.95,1281.72,6866.798,1264.663,212.309,1104.25,1546.23,644.58,6308.33,1532.52,151.55,4800.45,2163.3,1207.2,5184.936,291.377,335.264,12842.86,2351.1,1057.81,16282.0,1859.0,645.0,4237.06,1477.65,263.06,5183.418,2219.09,145.191,2074.232,3437.836,678.373,1555.12,1445.94,674.94,5226.021,214.384,286.619,4332.529,592.676,337.376
