,image name,object name,avg int channel 1,avg int channel 2
0,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #001 (TFAM),1276.2448979591836,11414.142857142857
1,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #002 (TFAM),1625.235294117647,7940.529411764706
2,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #003 (TFAM),1437.5714285714287,15262.095238095239
3,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #004 (TFAM),1573.1363636363637,10453.09090909091
4,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #007 (TFAM),966.5,6453.25
5,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #009 (TFAM),797.3783783783783,8076.648648648648
6,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #011 (TFAM),594.0,5289.666666666667
7,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #012 (TFAM),1108.26,9619.26
8,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #013 (TFAM),711.9375,5600.9375
9,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #015 (TFAM),1037.0,5510.8
10,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #016 (TFAM),1177.28,11598.04
11,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #017 (TFAM),886.6388888888889,9243.5
12,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #018 (TFAM),1700.0,6309.285714285715
13,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #020 (TFAM),668.0,5026.428571428572
14,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #022 (TFAM),990.9736842105264,7676.894736842105
15,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #023 (TFAM),1365.2307692307693,14014.984615384616
16,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #025 (TFAM),670.2857142857143,9157.5
17,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #026 (TFAM),905.925925925926,9382.851851851852
18,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #027 (TFAM),1014.40625,8034.6875
19,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #028 (TFAM),1294.9,10605.833333333334
20,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #030 (TFAM),755.6315789473684,7521.105263157895
21,15minHPG-647_TFAM-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #031 (TFAM),835.1558441558442,17050.922077922078
