,Distance,Peak_1 Channel 1,Peak_1 Channel 2,Peak_1 Channel 3,Peak_2 Channel 1,Peak_2 Channel 2,Peak_2 Channel 3,Peak_3 Channel 1,Peak_3 Channel 2,Peak_3 Channel 3,Peak_4 Channel 1,Peak_4 Channel 2,Peak_4 Channel 3,Peak_5 Channel 1,Peak_5 Channel 2,Peak_5 Channel 3,Peak_6 Channel 1,Peak_6 Channel 2,Peak_6 Channel 3,Peak_7 Channel 1,Peak_7 Channel 2,Peak_7 Channel 3,Peak_8 Channel 1,Peak_8 Channel 2,Peak_8 Channel 3,Peak_9 Channel 1,Peak_9 Channel 2,Peak_9 Channel 3,Peak_10 Channel 1,Peak_10 Channel 2,Peak_10 Channel 3,Peak_11 Channel 1,Peak_11 Channel 2,Peak_11 Channel 3,Peak_12 Channel 1,Peak_12 Channel 2,Peak_12 Channel 3,Peak_13 Channel 1,Peak_13 Channel 2,Peak_13 Channel 3,Peak_14 Channel 1,Peak_14 Channel 2,Peak_14 Channel 3,Peak_15 Channel 1,Peak_15 Channel 2,Peak_15 Channel 3,Peak_16 Channel 1,Peak_16 Channel 2,Peak_16 Channel 3,Peak_17 Channel 1,Peak_17 Channel 2,Peak_17 Channel 3,Peak_18 Channel 1,Peak_18 Channel 2,Peak_18 Channel 3,Peak_19 Channel 1,Peak_19 Channel 2,Peak_19 Channel 3,Peak_20 Channel 1,Peak_20 Channel 2,Peak_20 Channel 3,Peak_21 Channel 1,Peak_21 Channel 2,Peak_21 Channel 3,Peak_22 Channel 1,Peak_22 Channel 2,Peak_22 Channel 3,Peak_23 Channel 1,Peak_23 Channel 2,Peak_23 Channel 3,Peak_24 Channel 1,Peak_24 Channel 2,Peak_24 Channel 3,Peak_25 Channel 1,Peak_25 Channel 2,Peak_25 Channel 3,Peak_26 Channel 1,Peak_26 Channel 2,Peak_26 Channel 3,Peak_27 Channel 1,Peak_27 Channel 2,Peak_27 Channel 3,Peak_28 Channel 1,Peak_28 Channel 2,Peak_28 Channel 3,Peak_29 Channel 1,Peak_29 Channel 2,Peak_29 Channel 3,Peak_30 Channel 1,Peak_30 Channel 2,Peak_30 Channel 3,Peak_31 Channel 1,Peak_31 Channel 2,Peak_31 Channel 3,Peak_32 Channel 1,Peak_32 Channel 2,Peak_32 Channel 3,Peak_33 Channel 1,Peak_33 Channel 2,Peak_33 Channel 3,Peak_34 Channel 1,Peak_34 Channel 2,Peak_34 Channel 3,Peak_35 Channel 1,Peak_35 Channel 2,Peak_35 Channel 3,Peak_36 Channel 1,Peak_36 Channel 2,Peak_36 Channel 3,Peak_37 Channel 1,Peak_37 Channel 2,Peak_37 Channel 3,Peak_38 Channel 1,Peak_38 Channel 2,Peak_38 Channel 3,Peak_39 Channel 1,Peak_39 Channel 2,Peak_39 Channel 3,Peak_40 Channel 1,Peak_40 Channel 2,Peak_40 Channel 3,Peak_41 Channel 1,Peak_41 Channel 2,Peak_41 Channel 3,Peak_42 Channel 1,Peak_42 Channel 2,Peak_42 Channel 3,Peak_43 Channel 1,Peak_43 Channel 2,Peak_43 Channel 3,Peak_44 Channel 1,Peak_44 Channel 2,Peak_44 Channel 3,Peak_45 Channel 1,Peak_45 Channel 2,Peak_45 Channel 3,Peak_46 Channel 1,Peak_46 Channel 2,Peak_46 Channel 3,Peak_47 Channel 1,Peak_47 Channel 2,Peak_47 Channel 3,Peak_48 Channel 1,Peak_48 Channel 2,Peak_48 Channel 3,Peak_49 Channel 1,Peak_49 Channel 2,Peak_49 Channel 3,Peak_50 Channel 1,Peak_50 Channel 2,Peak_50 Channel 3,Peak_51 Channel 1,Peak_51 Channel 2,Peak_51 Channel 3,Peak_52 Channel 1,Peak_52 Channel 2,Peak_52 Channel 3,Peak_53 Channel 1,Peak_53 Channel 2,Peak_53 Channel 3
0,0.0,261.318,216.128,2672.028,205.41,359.356,2317.104,160.55,156.92,2578.15,96.577,162.263,3879.267,478.08,204.48,8869.12,459.0,162.0,2931.0,301.72,1623.676,2821.029,143.095,78.728,9519.549,393.49,713.542,8335.485,373.93,257.34,8899.21,56.422,123.114,2801.742,237.551,177.74,3078.405,82.725,2205.778,7852.443,174.537,693.66,8361.716,205.361,299.424,4653.304,633.726,4101.269,9458.007,272.05,203.75,7756.05,71.608,1291.752,5438.476,142.134,170.091,6661.324,234.207,124.717,5803.473,418.68,147.078,732.391,464.336,178.546,4008.639,101.45,2514.55,5862.85,44.284,128.288,9192.499,115.533,279.62,5381.399,359.295,889.167,10562.994,506.967,81.394,4425.321,109.14,48.89,941.82,87.096,213.549,17479.06,389.039,145.098,8784.16,174.4,85.12,3002.08,220.0,51.0,7272.0,280.8,123.1,1735.4,111.74,145.26,4482.7,57.8,97.088,7163.336,145.24,127.34,7555.38,110.657,208.395,7879.576,168.89,224.65,7658.85,313.0,433.0,9945.0,228.248,503.146,3910.96,187.14,116.26,2913.06,670.268,114.293,1530.164,154.278,164.011,1329.04,131.45,873.46,3441.75,95.32,124.97,3016.38,423.42,249.59,11309.21,121.16,122.3,10139.24,48.46,128.8,9699.3,787.97,203.57,8373.05,91.939,169.666,7464.766,189.495,326.513,7763.744,568.014,296.105,5657.22,314.79,118.72,6337.44
1,0.035,271.28,372.52,2571.24,229.682,337.802,2244.925,175.716,195.949,4126.398,86.213,174.783,4618.681,539.16,222.44,7782.74,507.669,139.145,3139.067,230.329,893.573,3260.225,183.116,99.599,10329.122,332.92,654.57,10138.78,249.89,251.93,7684.924,40.03,143.682,2556.719,218.198,178.147,3970.025,97.02,1641.62,8237.56,141.69,838.98,7557.22,220.562,324.652,5459.299,538.848,4001.319,6866.206,215.186,152.801,7849.17,73.43,890.66,5313.0,155.02,140.8,7773.56,260.658,120.151,6546.384,353.0,169.0,747.2,413.188,145.132,3219.208,108.045,2437.262,5007.671,44.456,196.878,9863.407,125.019,276.695,5586.751,330.661,891.113,12968.637,541.741,78.753,6058.255,122.121,105.587,905.838,75.203,193.252,13142.646,290.18,152.77,9147.91,167.454,92.953,2943.975,169.0,52.0,10081.0,234.9,136.95,1958.4,133.742,279.396,4158.346,98.02,80.6,5823.62,100.264,140.604,8256.882,113.569,215.388,8894.586,194.61,215.87,6462.17,253.0,399.0,11321.0,184.01,273.69,4206.73,215.48,127.92,3912.92,733.58,131.777,1463.974,156.85,109.53,1449.01,155.647,1314.049,4383.066,77.478,128.037,3234.974,440.361,280.912,11076.337,97.16,98.42,10225.88,42.0,129.76,9399.92,734.32,186.35,7869.9,97.52,172.92,7991.0,230.81,340.25,7876.86,556.53,260.37,6570.82,276.328,123.99,4489.698
2,0.07,283.739,468.363,2243.269,256.019,299.286,2216.812,194.445,200.977,5525.215,90.825,303.613,4992.524,577.7,204.4,6689.14,521.08,146.24,3100.82,177.32,695.64,3267.28,222.456,147.749,9838.153,280.63,780.9,12995.35,135.365,218.268,6178.151,27.13,200.32,2497.89,198.875,169.005,5646.555,116.42,1029.66,9896.3,122.34,798.491,6249.712,236.38,298.98,6506.3,519.66,3075.52,4755.91,172.16,104.28,7551.84,90.205,619.32,6301.214,162.867,159.117,8402.998,276.2,143.32,6405.32,276.6,173.4,1298.6,386.56,105.92,2650.52,113.873,1734.97,3782.227,43.72,262.093,8843.493,155.76,276.02,6528.38,290.257,842.959,15524.705,540.88,97.19,7462.838,113.0,166.6,1005.04,75.911,167.283,8532.559,198.3,149.58,9135.19,159.03,101.97,4188.47,186.335,55.713,10649.027,208.258,154.505,2627.642,135.825,482.406,3992.149,166.285,94.474,4503.62,61.47,167.11,9159.42,104.9,194.98,8882.09,240.09,190.63,5731.16,265.0,360.0,11414.0,139.5,204.75,4975.35,242.82,138.6,5894.98,785.678,132.463,1405.846,159.121,116.512,1995.996,194.284,1499.202,6436.141,53.88,99.92,2878.16,427.813,314.711,9501.836,75.063,79.913,10531.958,52.84,130.427,8493.866,728.01,154.001,7101.926,92.48,170.24,8004.16,297.888,321.347,8022.08,524.243,239.941,6848.028,276.0,151.2,4144.4
3,0.10500000000000001,269.846,549.043,2361.883,282.49,293.53,2341.79,212.0,188.2,6664.0,96.827,500.104,5121.223,590.15,180.78,6031.98,497.2,155.62,2554.92,144.96,798.64,3608.28,263.76,185.96,7760.68,231.98,865.67,14165.1,56.617,176.968,5108.839,23.803,217.258,3520.082,183.32,178.52,6585.59,175.4,602.78,10410.1,115.08,780.44,5729.8,263.863,258.557,6255.523,490.52,1981.22,3381.89,133.149,120.917,7587.045,109.451,436.438,7529.398,165.384,174.366,8677.026,349.347,271.929,5272.343,199.4,142.6,2337.0,359.2,116.24,2432.88,112.84,1257.72,2877.32,55.8,358.6,6895.4,189.2,318.88,8177.04,248.46,797.8,17923.32,480.16,155.02,9531.8,116.12,208.72,1315.56,78.03,141.869,5039.205,114.981,121.738,9612.822,134.47,120.29,6186.41,193.3,70.1,11954.9,232.151,187.032,5068.851,121.457,666.218,4277.97,226.953,141.763,3613.677,43.558,207.419,9539.914,88.65,239.133,8801.384,296.8,171.7,5278.27,276.0,354.0,10169.0,95.74,250.81,5782.63,257.762,145.496,9896.436,866.52,114.52,1211.6,135.724,129.439,2075.888,252.63,1487.16,8125.71,67.44,127.36,3595.24,417.65,306.4,8099.5,58.935,76.305,11198.272,79.77,136.99,7426.95,775.25,129.5,6835.0,78.48,207.202,6909.475,354.6,289.4,8745.64,499.227,202.812,7394.288,304.2,180.8,5014.8
4,0.14,308.28,497.52,2505.72,330.252,257.453,2262.346,194.6,189.0,7540.2,106.664,676.787,4980.316,556.82,177.32,5800.95,464.56,150.08,1782.6,149.733,843.913,4737.842,282.244,191.446,5279.043,204.42,864.31,13151.61,77.776,142.944,4512.124,27.13,210.67,5129.33,173.167,199.836,8231.223,264.862,373.35,9268.041,116.496,509.744,5248.252,292.753,242.483,6647.71,391.871,1364.972,3172.026,106.01,173.496,7777.997,126.8,286.95,8607.35,158.036,161.172,8674.724,420.4,322.891,4218.645,129.6,93.4,3759.0,321.698,145.403,2423.222,137.36,834.64,2585.4,65.879,449.036,4705.017,222.139,355.162,9696.473,220.614,798.626,18271.976,408.316,261.725,11323.679,157.28,214.6,1593.88,90.1,114.2,3534.9,64.75,94.0,9792.5,108.25,125.05,9125.92,187.08,114.34,13133.82,287.04,195.68,9142.32,130.021,727.888,5391.751,314.56,142.9,2972.26,45.04,213.96,8925.96,86.4,281.4,8113.4,352.03,183.96,4388.87,286.0,360.0,8884.0,76.95,331.37,6369.76,286.33,147.46,14549.01,886.56,70.68,970.72,144.38,140.28,2589.53,305.564,1882.074,7382.951,111.48,193.4,4173.28,430.45,266.6,6701.15,50.675,76.733,12755.477,122.95,154.251,6671.934,804.746,173.86,6800.915,62.02,255.4,5760.27,378.52,284.0,11363.6,460.619,204.883,7783.41,383.775,148.96,6458.704
5,0.17500000000000002,377.24,364.56,3048.68,399.24,204.94,2333.72,177.277,220.818,8144.115,114.23,647.04,5961.97,483.9,172.73,5589.34,433.86,128.18,1347.68,192.05,780.65,5543.01,283.44,213.32,3461.08,211.7,769.67,10523.73,118.381,150.189,5770.838,29.04,167.98,6688.63,167.151,231.23,10196.281,325.093,351.789,6045.413,116.566,395.208,5722.951,352.0,251.0,4313.2,310.52,1076.76,3933.96,94.195,223.037,7751.672,141.748,284.255,8727.588,132.374,153.999,7920.333,467.069,452.18,3379.284,73.6,77.4,5360.4,291.2,152.14,2464.0,128.393,481.398,2562.161,76.45,463.94,3311.78,252.951,361.962,11148.379,205.918,737.845,17615.762,354.0,390.5,12453.5,222.4,191.8,1817.72,100.591,109.147,3339.74,50.25,108.5,9017.0,86.76,136.82,12154.86,169.8,191.72,13397.68,354.8,174.16,13484.32,148.6,474.54,7111.68,381.746,190.432,2477.009,56.695,169.604,9641.988,127.8,274.0,7005.0,391.9,238.22,3633.93,296.0,382.0,9361.0,83.12,395.65,6646.9,329.397,164.311,17094.259,847.512,51.232,1149.732,138.091,167.826,2420.361,357.108,1399.44,6983.583,168.23,248.44,4340.039,471.25,206.45,5349.0,55.58,100.18,15761.69,159.32,127.92,7275.08,916.493,204.806,7312.069,50.812,311.472,3909.684,385.04,417.92,13752.76,483.385,235.844,5809.597,492.49,97.15,7916.37
6,0.21000000000000002,434.623,252.293,3488.658,477.355,178.665,2605.224,191.208,250.987,9654.817,125.573,615.955,6280.739,391.95,198.45,5075.22,447.295,110.025,1403.692,239.436,583.663,5527.235,285.641,209.819,2059.647,248.66,570.92,7656.14,157.331,170.945,9208.877,37.95,118.79,9041.84,157.456,293.566,11816.27,418.26,429.2,4275.3,122.6,384.12,5189.72,417.4,293.4,4157.0,258.31,799.218,4768.372,93.86,214.38,7605.3,137.072,267.349,8005.86,98.094,166.46,6686.496,474.94,450.629,2999.377,39.0,94.4,6826.0,264.83,143.53,2481.15,124.098,354.058,2492.846,83.446,504.72,2724.206,254.594,338.865,12053.792,228.654,614.109,17489.513,299.437,527.122,13087.677,268.531,253.774,1910.821,99.301,123.489,3714.969,57.5,143.25,7853.25,69.98,188.47,14155.26,153.309,273.653,10951.47,426.48,168.32,16778.56,181.36,288.22,7846.24,417.82,242.11,2212.44,54.476,114.156,8184.737,209.4,259.8,6291.8,407.59,315.93,3737.15,312.0,417.0,9732.0,90.34,406.08,6916.02,368.068,177.92,18533.747,787.57,64.451,1392.149,130.8,161.4,2676.0,409.69,1285.92,6827.66,224.659,296.578,3614.792,512.0,155.35,4747.65,54.656,142.659,15475.144,210.089,127.275,7164.334,954.04,201.42,6497.38,52.1,348.65,2263.0,406.582,743.934,14200.73,516.2,243.4,4301.2,574.638,83.786,8321.099
7,0.24500000000000002,500.93,190.45,3795.79,557.47,230.62,2553.63,156.92,243.28,15102.12,139.16,637.223,5545.403,303.19,258.52,4391.94,464.42,125.28,1864.86,286.369,363.055,4973.324,271.277,214.583,1864.638,306.43,390.84,5483.82,171.558,212.602,13408.04,53.08,109.46,11221.86,168.76,308.74,10764.4,551.3,464.06,4064.96,158.143,465.05,5193.709,484.3,343.9,4555.0,231.4,580.84,5231.96,97.761,182.899,7147.682,120.626,272.965,6834.453,65.8,209.8,5140.4,438.972,423.196,3146.469,30.6,142.2,7828.6,225.95,151.31,2582.79,134.278,341.563,2496.425,102.712,355.812,2162.291,229.671,346.886,11885.224,279.824,466.277,20191.417,260.68,673.24,14122.22,231.789,323.125,2014.686,80.916,154.346,4002.73,71.5,178.25,6411.25,52.37,276.68,13901.23,156.85,377.65,8104.03,482.65,274.116,20143.552,263.38,343.5,7529.28,446.927,315.547,2199.274,54.255,155.827,7572.505,309.4,343.4,6457.8,384.481,472.819,4963.584,326.127,529.664,10099.755,94.0,463.49,7507.73,387.986,224.471,15853.151,705.72,155.0,1647.4,131.403,165.804,3617.838,460.31,1149.44,6301.67,297.682,301.626,3200.798,598.223,192.412,3370.176,53.618,246.349,13572.805,219.988,126.443,8121.324,985.76,230.76,5367.15,63.694,346.028,1602.651,478.836,1291.368,12670.954,505.2,315.6,3877.6,691.0,132.0,8983.0
8,0.28,529.02,219.95,4146.21,631.009,281.596,3047.052,142.068,353.053,17435.426,153.95,745.46,4063.61,237.84,406.86,3856.5,436.96,244.75,2347.21,322.243,495.908,3720.372,240.914,303.887,2032.46,354.43,455.847,4509.946,175.88,355.04,15507.56,74.8,159.26,11887.89,197.42,289.4,11320.2,638.535,471.932,3828.736,214.995,541.082,5636.672,547.7,423.7,5956.1,200.566,568.036,5244.091,101.854,182.742,7060.402,90.77,309.09,5705.94,61.315,346.984,3883.504,355.545,449.205,3844.82,35.6,249.8,8516.0,180.95,176.68,2870.41,192.085,566.082,2394.438,142.65,256.71,2096.68,183.747,527.141,10328.403,348.298,377.303,23009.544,252.744,729.312,13251.122,286.757,368.524,1833.158,66.12,174.64,4708.96,90.227,206.521,5011.234,37.71,406.23,11702.09,181.51,492.561,5867.652,505.34,431.526,21746.287,372.007,571.322,8005.312,501.799,463.868,2430.597,51.92,238.08,7896.0,398.4,500.0,8171.0,346.25,680.75,6446.0,334.92,604.52,9971.66,95.436,730.192,8204.243,384.187,263.061,11616.422,607.78,286.451,2092.123,133.399,206.145,4378.245,482.162,690.979,5182.328,358.72,291.52,3014.12,694.32,290.24,2593.52,51.963,463.424,10664.573,235.16,213.16,7653.32,1098.829,383.165,5273.427,82.311,459.339,1735.028,560.19,1654.42,10591.81,445.2,470.2,3786.8,824.0,176.0,9404.0
9,0.31500000000000006,501.05,260.25,4480.6,676.479,389.484,3684.601,124.804,488.224,17349.057,166.688,984.121,4192.685,211.39,721.03,3592.3,415.336,476.73,2711.457,351.221,1085.633,3017.641,207.76,486.76,2193.32,346.786,685.791,3978.795,179.88,619.12,14327.16,136.49,268.8,10659.93,227.4,539.88,12067.0,691.1,535.11,3981.81,282.0,714.0,6014.0,608.0,669.6,7888.1,182.182,700.526,4518.419,110.632,264.048,7540.873,63.172,378.247,4982.033,75.307,511.851,3636.129,254.176,584.964,4848.36,62.605,365.343,8581.918,137.42,275.81,3419.55,268.235,907.327,2409.131,211.52,164.31,2243.82,138.76,805.96,7721.68,411.831,710.183,22329.533,255.835,831.128,12712.255,407.347,415.275,1571.896,65.195,384.408,4588.985,119.896,287.617,4141.036,43.09,661.51,8340.98,214.88,599.84,3767.84,508.4,627.36,20947.96,463.1,936.67,7577.99,560.055,586.636,3070.362,66.22,393.862,8673.617,443.8,687.8,10516.4,308.75,727.25,7364.5,368.7,723.38,9538.18,109.16,1148.16,8157.08,358.13,370.118,7259.456,494.045,460.979,2692.428,128.528,313.138,4917.779,505.37,399.5,4229.01,394.597,326.719,2899.886,785.069,489.38,2498.864,42.295,836.486,8274.601,213.337,404.799,6709.944,1173.598,709.83,4989.442,97.867,969.619,2888.943,597.332,2199.27,10814.576,353.4,687.4,3739.8,806.358,265.054,8701.989
