,Distance,Channel 1,Channel 2,Channel 3
0,0.0,772.8707175141241,5253.864824858757,3540.242242937853
1,0.035,765.9161751412435,4893.449118644068,3487.891175141244
2,0.07,759.9337344632769,4523.429728813561,3453.31289265537
3,0.10500000000000001,756.9910790960455,4174.271909604518,3467.7206214689286
4,0.14,765.0855480225991,3866.5877118644075,3484.803299435028
5,0.17500000000000002,774.8657062146898,3663.36554237288,3549.884451977402
6,0.21000000000000002,789.2507005649717,3646.6501073446343,3608.236711864405
7,0.24500000000000002,812.2212485875702,3889.732406779662,3676.5083276836153
8,0.28,840.6139717514128,4490.260689265534,3717.9960960451976
9,0.31500000000000006,877.3619152542365,5769.47607344633,3741.2982994350277
10,0.35000000000000003,918.7264971751415,7753.316819209042,3811.624564971753
11,0.385,955.0362259887005,10270.297694915262,3918.5454406779645
12,0.42000000000000004,984.267802259887,12647.534350282487,4018.1562033898276
13,0.45500000000000007,1008.9959265536722,14607.312429378522,4109.864508474575
14,0.49000000000000005,1020.3191242937847,15652.81101129943,4155.668536723165
15,0.525,1002.3959999999997,14402.32887005649,4144.216463276837
16,0.56,971.1239209039545,12407.601983050841,4068.1241525423707
17,0.5950000000000001,935.5332711864403,10037.883926553677,3962.3336723163784
18,0.6300000000000001,895.2369999999999,7489.663350282488,3850.791774011301
19,0.665,855.0770847457624,5552.728384180789,3753.145186440677
20,0.7000000000000001,817.4879661016944,4326.539853107342,3640.3732146892644
21,0.7350000000000001,789.7389209039543,3753.7518870056506,3576.9147909604517
22,0.77,775.0664350282485,3630.0748135593217,3516.7915084745755
23,0.805,767.6160112994351,3647.1490621468924,3471.909107344635
24,0.8400000000000001,770.1292598870059,3792.9575706214696,3470.2070564971755
25,0.8750000000000001,778.6482429378536,4025.3451355932184,3468.782960451979
26,0.9100000000000001,783.6123559322033,4229.6961977401115,3462.1304067796605
27,0.9450000000000001,781.5419209039549,4454.283858757063,3488.193559322034
28,0.9800000000000001,786.0114858757058,4793.345338983054,3501.0141073446334
