,Channel_1,Channel_2,Channel_3
0,3530.3124340000004,4427.959533000004,3784.6813030000044
1,3520.365292000001,4476.622844500008,3795.432578000002
2,3501.661949999986,4487.815077500006,3800.2862120000036
3,3505.312927999998,4510.480068,3808.8280689999933
4,3519.1627060000037,4534.9165199999925,3843.6669910000005
5,3521.660020000002,4512.742057499996,3887.2179900000037
6,3527.209581999994,4548.90074,3881.6806264999937
7,3530.5819900000006,4589.021555999992,3866.5638050000066
8,3537.9762509999996,4580.348376000004,3885.6973504999937
9,3551.907351499999,4593.349773500006,3904.3582905000007
10,3568.057335499997,4660.067733499999,3922.599194499997
11,3578.493796000002,4674.195002500002,3913.7491740000005
12,3594.8690945000017,4720.972579499996,3889.8868204999967
13,3601.9611044999997,4749.338095000007,3959.2496415000005
14,3614.7826240000027,4745.888247000006,4020.246439500005
15,3627.0911985000016,4704.365458000011,3991.8772184999953
16,3615.094624499996,4674.364036500002,3931.549912500001
17,3607.819427500004,4642.690764999999,3840.2246585000034
18,3605.3126200000065,4590.551871499996,3790.526461999988
19,3585.73587950001,4567.698070000007,3768.5126714999938
20,3560.297989000001,4576.826110500003,3709.8380909999964
21,3540.781198500004,4589.6021625,3716.7029894999946
22,3523.908442499992,4535.687260000003,3753.4051259999997
23,3519.6847849999913,4479.351789999998,3744.2183414999986
24,3516.5763665000004,4471.562322999997,3710.7097714999977
25,3512.498396500006,4442.400011000003,3721.1523659999916
26,3512.998451000006,4424.073326500007,3779.4119164999966
27,3512.878061000001,4427.850381500005,3858.9493570000054
28,3517.9565165000063,4470.204642499999,3878.8932519999953
