,Channel_1,Channel_2,Channel_3
0,4616.891015500008,5390.337644000002,3225.6253324999957
1,4632.400168500008,5378.875028000008,3225.6207044999983
2,4629.393854499998,5342.25202249999,3182.839618500001
3,4643.939481000013,5374.318138999997,3216.1459730000065
4,4650.840161999999,5414.740182999992,3253.4768720000015
5,4628.494487000006,5412.297908499998,3226.8155124999926
6,4625.030683500012,5428.950085999999,3211.5188110000076
7,4618.555976000001,5419.378275000001,3213.3399740000004
8,4610.531703499994,5418.916756499991,3191.3825109999957
9,4612.738382000005,5423.8037325000005,3177.7202209999946
10,4602.300718499994,5383.410528999991,3155.614868500004
11,4596.784673000005,5345.6471905000035,3142.767156000003
12,4592.4531845,5294.771840999997,3143.9723314999987
13,4584.893401500002,5219.391030000008,3139.8785699999958
14,4587.267843999996,5199.218723000005,3121.7592680000007
15,4591.61669749999,5160.975423499995,3073.147325499998
16,4587.698449000002,5130.852686499999,3008.8054669999965
17,4596.061249999997,5159.221463000005,2950.821250499995
18,4598.521726499998,5160.011174999993,2938.6478859999984
19,4609.3308350000025,5178.7096859999965,2948.075952500002
20,4613.1309775,5249.737485500001,2989.831606500004
21,4618.821884499999,5306.384277999997,3021.105830999993
22,4630.766439,5355.2848635,3042.7929934999956
23,4633.502775499996,5436.9023920000045,3078.866158499999
24,4614.050147000003,5469.015479500004,3088.9967680000036
25,4606.070623999998,5478.16942249999,3095.0748375000035
26,4589.416300999988,5454.013681500003,3135.681815
27,4575.953256499998,5379.603855499996,3166.853385500009
28,4592.301934000012,5385.992691499991,3165.178501499998
