,Channel_1,Channel_2,Channel_3
0,2614.315708500004,1797.8282590000013,2040.3665445000022
1,2617.570573499996,1800.043097000001,2044.3750870000033
2,2597.6036225,1797.5768120000018,2043.673667500005
3,2587.257091999998,1791.855788999997,2045.309758999998
4,2582.9294225000003,1786.4488415000008,2044.2775859999988
5,2584.0486024999964,1782.377395499998,2047.305922
6,2572.3587025000024,1774.7665270000002,2047.5228335000043
7,2572.729979999998,1774.1637169999979,2053.9121194999966
8,2583.524768000003,1778.6553270000045,2057.3166679999995
9,2583.6206650000086,1780.587834999999,2049.9942809999975
10,2570.4187400000023,1784.2378060000012,2039.7509650000013
11,2572.965307999998,1798.0982844999974,2037.6596809999985
12,2568.711472499994,1796.7501664999998,2028.8766794999985
13,2576.8027059999995,1800.6362185000003,2026.0769050000029
14,2579.8773745000008,1799.0996255000007,2025.1444424999997
15,2579.0679994999987,1794.7487750000003,2017.698394500001
16,2594.782394499997,1799.3905065000004,2021.6414100000022
17,2607.120424999998,1797.0796594999995,2025.230654500003
18,2620.1062404999957,1797.004871000003,2027.4111909999963
19,2631.5523390000044,1799.029213999998,2029.8406499999994
20,2613.923569,1797.535375499998,2024.3124799999985
21,2610.7849809999993,1799.2362850000009,2026.1492655000034
22,2602.6462430000006,1803.236996000005,2032.706918500003
23,2596.897244500001,1798.4580259999982,2039.5019240000045
24,2593.0585695000022,1792.7316294999996,2039.5094724999988
25,2585.243235500002,1782.185723500002,2032.4132025000079
26,2592.243903500002,1779.3975129999972,2035.1399205000018
27,2608.1026375,1781.3739585000014,2040.6398634999991
28,2606.9186845000017,1780.838632500002,2039.711006499999
