,Channel_1,Channel_2,Channel_3
0,767.8917724999998,5057.868220999997,2963.2943025
1,769.0969735000004,5092.015329499998,2975.040825500004
2,768.5276884999994,5023.883387999993,2983.797529000004
3,769.7090285000008,5017.818903499998,2999.2987944999986
4,767.7254279999995,5037.527287499999,3002.6796224999957
5,767.9770220000005,5017.029795,3004.509286999998
6,769.0656409999981,5051.082141000002,3007.015921000002
7,770.3143215000008,5059.583405000007,3024.6408049999964
8,769.5310984999993,5024.4101574999995,3026.5991055
9,767.2409015000002,5025.498418500001,3020.2415940000014
10,769.7425689999995,5095.846900499996,3030.2391219999995
11,765.1206670000006,5114.5916535000015,3023.0292765000004
12,762.0425074999993,5167.146903500004,3006.4803054999998
13,758.1458899999993,5152.504703000002,3002.4604330000066
14,756.3007829999985,5175.699437000001,3002.6172600000014
15,755.3096980000013,5203.712987499996,3010.7239909999976
16,754.0917279999994,5208.115283500004,3020.8131494999975
17,755.2407125000007,5169.862485000011,3024.757441499997
18,758.2460929999999,5158.033981000002,3016.5539534999966
19,759.572166999999,5051.542261500001,3017.171385000001
20,762.8556650000012,5013.554345000003,3021.844931000004
21,763.7153994999985,4952.202229,3010.4942250000013
22,763.8132914999998,4880.3954125,3013.702734000006
23,763.2909089999996,4866.810687000001,3016.5823974999985
24,762.5154120000008,4833.388924499995,3016.875713999995
25,763.3083255,4867.121925999995,3036.7238795000003
26,763.4710485000004,4853.429526000003,3039.0571375000018
27,761.8929405000002,4835.107473499993,3045.430644499996
28,764.7429189999992,4902.463166499994,3051.702573500004
