,Channel_1,Channel_2,Channel_3
0,2036.6122169999999,779.9106699999978,5443.185614
1,2034.7668615,777.2015675000016,5443.185190999993
2,2037.5522564999997,770.7951080000006,5432.4093575
3,2048.6018840000033,762.2855090000018,5444.201264499986
4,2052.7204400000023,750.2282125000005,5403.7655004999915
5,2053.211930500001,747.8373704999989,5391.014012000014
6,2054.7671439999995,742.7666340000002,5414.836191999988
7,2050.4585030000026,728.0810230000016,5423.16846100001
8,2044.2161325,718.0452639999994,5473.6457320000045
9,2041.165329,715.2153829999995,5469.323110499999
10,2045.6249770000056,708.6375304999998,5447.576500999991
11,2057.6460439999987,725.327663500001,5417.7921385
12,2066.248499499997,744.2034439999996,5419.012540999984
13,2074.7320000000013,755.7750184999998,5420.959694000008
14,2073.7649719999986,763.5239104999991,5423.730015500009
15,2086.8065910000014,770.040561,5411.130940499996
16,2090.6012040000014,773.0656074999997,5363.705376999993
17,2084.6701024999993,775.3782599999994,5357.703229999997
18,2073.329531999999,781.8904309999999,5368.875234500001
19,2071.769579500002,794.519536999999,5399.749832499996
20,2056.850808499999,815.3267640000004,5425.583749000006
21,2046.8914914999993,821.4843934999996,5426.165975500003
22,2050.1572285000025,823.1701129999992,5422.038566499996
23,2047.3316999999981,809.962338,5436.351604000006
24,2042.227776999998,784.533973499999,5431.016298999995
25,2043.510722,769.6345299999987,5448.124751500011
26,2047.059656000005,763.8574679999988,5480.913871000004
27,2051.1983419999983,762.4625910000007,5501.4917205
28,2055.1447560000006,768.4335954999995,5522.2035265
