,Channel_1,Channel_2,Channel_3
0,418.0280419999995,1274.7334940000014,2267.1609724999994
1,415.6347850000001,1272.6640674999994,2268.172100999999
2,413.48995899999954,1273.7414434999991,2267.477348499998
3,409.7055165000008,1274.0406005000023,2267.9326464999967
4,411.8814809999997,1282.350285500001,2268.6457250000008
5,411.0952780000014,1288.9388685000013,2275.132525999996
6,413.88737900000007,1294.2940775000004,2278.0159649999964
7,414.2731150000003,1300.1649860000052,2287.2623579999963
8,413.3316134999998,1299.8064574999983,2295.6908284999977
9,414.22817650000025,1293.881674500001,2306.1221089999995
10,414.65879699999954,1285.9925150000006,2297.0965639999995
11,413.7124400000005,1279.304558500003,2287.553899000007
12,412.3189085000006,1275.7006735000018,2277.4872810000024
13,410.3959555000005,1267.5405945000018,2262.821962000004
14,409.8752695000007,1269.6510724999966,2260.0367804999996
15,412.0041695000003,1269.3671219999987,2255.272060000001
16,414.5911790000005,1276.3423480000001,2252.9576564999998
17,416.92619949999886,1286.3613479999997,2254.7491045000015
18,415.86606699999965,1290.8271765000009,2269.4305039999967
19,416.00413949999876,1296.1556830000006,2280.4534390000044
20,411.93257950000026,1297.2099754999988,2279.2663489999977
21,408.6509924999999,1293.217876999997,2270.2528620000053
22,408.7453995000011,1297.8972354999983,2263.5021820000006
23,408.8341265000001,1294.937138000001,2256.8656789999977
24,407.4888770000004,1294.0895580000001,2251.1068729999974
25,408.99188300000014,1291.0977885000016,2245.1450649999997
26,415.4129435000005,1293.134571500002,2251.9606174999967
27,416.96494549999954,1290.4993029999996,2253.043510000001
28,415.6994319999998,1289.5135420000013,2253.2898179999956
