,Channel_1,Channel_2,Channel_3
0,1206.6591600000008,8988.650243500013,2853.6700294999946
1,1207.341975499998,9037.396233499996,2875.584746499997
2,1207.0892414999992,9107.638638000004,2931.193041499998
3,1210.3341429999994,9140.991502,2932.3488480000046
4,1209.800579999998,9131.986163999982,2947.2335935000006
5,1208.2006370000008,9063.016116499997,2913.173399000001
6,1208.5420529999965,9066.047483500011,2883.4601964999974
7,1203.396355000002,9056.284708,2882.8135205000012
8,1198.975407,9087.466551,2843.356668999997
9,1193.6362274999988,9128.149450500003,2846.2535105
10,1190.9528809999988,9080.229661500029,2838.2410990000035
11,1186.4853560000008,9020.514953000002,2835.5737175000013
12,1179.629705999996,8973.341697499993,2828.7185585000007
13,1179.5420479999987,9007.145627000009,2811.1672964999943
14,1179.6721895000003,8942.928498000017,2799.801558000004
15,1175.4366980000004,8869.167307499996,2775.2139164999917
16,1174.6189994999993,8667.471024499999,2762.3664569999996
17,1177.8464854999993,8588.317439500008,2765.680106999998
18,1178.6301774999986,8534.519732499988,2717.9441160000006
19,1177.9651679999984,8518.439460499994,2707.8727005000073
20,1180.2093760000005,8557.038263999995,2715.549827
21,1179.5812845000005,8523.713899999986,2759.805856999994
22,1183.1133290000007,8490.480536999992,2803.563503500001
23,1180.6578284999996,8435.02569200001,2821.1873580000033
24,1182.1471729999992,8413.215052500007,2849.049981000003
25,1181.2443935000013,8314.1933195,2817.8253744999984
26,1185.3920604999996,8277.216819500003,2786.3237140000037
27,1184.9986880000015,8247.619853000006,2742.1885875000075
28,1186.5612740000015,8370.488715499996,2706.727253500003
