,Channel_1,Channel_2,Channel_3
0,1860.4529830000024,13617.124999999982,4566.062764499992
1,1858.550233000001,13588.957296499988,4590.6713325
2,1858.541026499996,13483.735080000004,4622.975877999992
3,1857.1168685000018,13551.748331999992,4657.295966000012
4,1853.5205285000013,13634.016014999974,4682.659321999997
5,1853.848298000001,13628.375834999966,4679.738875499995
6,1855.0967994999996,13640.008490499979,4657.872416999992
7,1854.5653585000005,13598.37359399999,4625.931423000001
8,1856.6932869999982,13790.228620499976,4613.647886000006
9,1862.411529500002,13816.707918499991,4597.799605999998
10,1866.8804694999958,13950.599899499992,4593.594912999999
11,1869.052988000005,13874.907657000009,4585.781120500007
12,1870.6487369999998,13866.684006499998,4565.038906500004
13,1875.1701240000002,13798.435608000013,4558.932448499995
14,1872.2736524999982,13710.102944499993,4536.259518999998
15,1868.8304880000012,13642.235110999964,4538.868949499994
16,1870.904513499996,13526.88607500001,4564.153298499997
17,1871.8836609999996,13407.94636999999,4570.302244999999
18,1874.0893114999967,13201.069156999993,4579.668354999999
19,1875.303572999997,13120.763846000002,4598.4413035
20,1875.7277315000008,13077.842914000017,4610.051660500008
21,1876.3235770000006,13050.777234999985,4593.184131500009
22,1877.4650894999993,13045.691179499994,4595.5553315000025
23,1876.417129,13188.510902999995,4569.713394000002
24,1873.471160500002,13282.226685499996,4538.983036999996
25,1867.710521500002,13322.455239999983,4537.232909500001
26,1868.8432855000053,13392.021290499973,4535.958477500003
27,1870.8968105000022,13568.830705999975,4538.308892500007
28,1865.2751394999982,13633.018418499976,4526.912280999994
