,Channel_1,Channel_2,Channel_3
0,603.1875765,9143.808365499994,2082.8740645000044
1,603.5631600000004,9281.422301499986,2097.6586675000003
2,603.4593479999996,9346.125282000003,2097.121819999999
3,600.8326579999992,9521.156310500002,2119.124667499997
4,601.1377875000007,9680.945600000017,2122.3823889999985
5,605.7229299999993,9797.08326049999,2122.8664655000002
6,605.2453069999998,9847.795624999997,2133.873309499999
7,606.7602044999992,9914.936613999987,2135.2163755000024
8,606.3326879999994,9840.057973500014,2138.1523565000007
9,603.4934259999998,9769.910207499996,2154.2084134999977
10,602.9031569999999,9672.92857899999,2179.298656499999
11,599.3215949999997,9609.545003000003,2201.028235499999
12,593.318523999999,9646.234307500004,2205.5221459999993
13,593.0473755000003,9674.097346000011,2196.4288375
14,592.5853194999994,9673.14456850001,2172.5640360000007
15,594.551772,9627.906205500007,2102.84863
16,595.1122160000004,9631.799035999993,2073.3361579999973
17,595.3365614999989,9580.284142500013,2047.308326499997
18,593.4051609999999,9613.373278000008,2047.418762
19,592.7001130000001,9613.63824650002,2025.5625465000023
20,595.747142,9671.903490000019,2049.9229044999997
21,593.1328974999994,9708.763677500005,2077.985954500001
22,592.401070999999,9658.074915000016,2086.6821530000047
23,590.7131370000013,9621.719814499993,2127.849419
24,594.246851500001,9609.225593000001,2155.5878855000005
25,596.1120610000006,9610.518884000025,2178.7255794999987
26,600.0749309999997,9670.042024499984,2195.9194339999985
27,603.3610344999998,9634.162471000001,2184.080725000004
28,606.2988209999995,9660.457362999998,2186.5708690000015
