,Distance,Channel 1 Avg,Channel 1 Std,Channel 2 Avg,Channel 2 Std,Channel 3 Avg,Channel 3 Std
0,0.0,722.8502635094111,292.15626246174673,4763.945690953248,5828.995916753771,2948.857842744384,1267.5150747207574
1,0.035,714.7203217972071,278.7315713779998,4663.282941105039,5543.847416154765,2941.3717996357013,1259.5752247355538
2,0.07,708.9325209471766,265.41067558587315,4532.669968427444,5203.246473274839,2933.0917965998788,1250.7110737776206
3,0.105,703.0665846994535,254.99927542534698,4411.109933819065,4944.459883248517,2935.42389313904,1257.6672169037156
4,0.14,700.9856454159077,245.53967869999207,4307.369582270795,4713.753090590112,2955.8096757741346,1281.1742536489342
5,0.175,705.608935033394,242.97444106429282,4296.289395264116,4623.633344673907,2983.7279987856705,1311.1788274578273
6,0.21,716.5140200364299,242.69993870311035,4340.010820279296,4507.102924322647,3014.324839708561,1334.6382378174374
7,0.245,743.6243564055859,244.62017154823485,4511.35485428051,4577.214845353204,3040.9308202792954,1341.3640627486225
8,0.28,789.7863812993321,253.8339919217022,4880.952519125683,5051.978169196893,3071.2548403157252,1344.7236830746015
9,0.315,856.0430097146326,269.40632001309376,5404.676810564664,5825.9591017417215,3100.7777037037035,1335.5968849980177
10,0.35,945.8606964177292,290.6681254377944,6137.765010321797,6901.916208938878,3144.467766848816,1337.2158481071542
11,0.385,1049.9762070431088,319.6443783317906,7063.701233758348,8217.478021272387,3195.4067553126897,1343.3100130255311
12,0.42,1147.2675081967213,347.4254036483127,8004.5061438979965,9496.367784064223,3254.5364936247724,1358.7693310343284
13,0.455,1225.992850637523,370.55952278953026,8912.135933819065,10762.321443078692,3305.650174256223,1378.5155182311373
14,0.49,1272.829686095932,381.6555182247566,9625.091228901032,11716.84491630489,3343.8963521554338,1388.6806384975291
15,0.525,1223.7925154826958,368.5769623669274,9671.63919914997,11938.724417438874,3357.8319398907106,1396.095520100039
16,0.56,1140.3217407407408,344.47257525462464,9288.974918639951,11572.284799028894,3336.102634486946,1376.3986496481189
17,0.5950000000000001,1045.3084541590772,311.3355434847279,8623.121795385548,10776.196838173779,3288.952607164542,1351.9642900910512
18,0.6300000000000001,945.7369034608379,282.75987697286655,7754.507079538555,9639.14792433762,3236.948592592593,1332.143217542621
19,0.665,860.6306721311475,262.5074942289555,6812.007637522768,8210.501941403641,3169.0531627200976,1311.075481316294
20,0.7000000000000001,798.453839708561,249.9981760195864,5940.268701275046,6753.291110854537,3092.943751062538,1284.132858511286
21,0.7350000000000001,756.4739162112933,246.191016888309,5240.794079538555,5435.568485889199,3033.4950789313903,1270.4434627913427
22,0.77,729.8684669095325,245.92511109157223,4751.032122040073,4679.881479215983,2984.720447480267,1269.2727693992797
23,0.805,716.1100655737705,251.93236251513022,4542.95559623558,4555.430634211998,2954.9457340619306,1280.0459847996442
24,0.8400000000000001,710.6113776563449,255.96079419316032,4489.809685488767,4777.650961907048,2948.236194292653,1294.5706385691092
25,0.8750000000000001,711.7031396478445,266.3954820117422,4528.927691560412,5163.435867589402,2953.213993928355,1310.1079541094118
26,0.91,715.0110601092896,278.4832369251544,4587.215928354584,5516.001709738378,2958.7935239829994,1336.041984589113
27,0.945,722.4188111718277,292.27840383540564,4644.812904675167,5727.179085020649,2972.9434493017607,1364.6998339417323
28,0.98,730.4775640558591,305.63115093654187,4711.750828172435,5931.089845619246,2992.2534420157863,1394.6948650512222
