,Distance,Channel 1 Avg,Channel 1 Std,Channel 2 Avg,Channel 2 Std,Channel 3 Avg,Channel 3 Std
0,0.0,379.17088248337024,332.1669290220281,1280.8268061450744,589.5336955868039,2244.4012480202723,973.5113811855234
1,0.035,364.9458197656002,320.1188922269631,1277.35692049414,587.0768967953968,2238.007384542287,960.4297180794227
2,0.07,348.7682372505543,304.69957290559205,1273.9091976560026,585.5360994064331,2238.0551425403864,961.2688500513781
3,0.105,333.86224992081094,287.0215419702517,1271.881083306937,586.0201148149814,2241.0856740576496,964.7814889371732
4,0.14,322.3827937915743,269.24530018721924,1272.3345974025974,586.1016826870491,2242.560523915109,969.5784113228185
5,0.175,316.86482008235663,253.73326582220344,1275.7945340513145,586.215272717168,2245.418446626544,978.3451772615687
6,0.21,321.77586189420333,244.02672271330658,1282.9679366487171,587.1587728651434,2251.569127652835,983.0739112970948
7,0.245,342.08205733291106,243.87311272283722,1291.254382324992,585.8138616159387,2258.6101152993347,975.2373506947373
8,0.28,382.9914770351599,253.31649977168945,1300.8428713968958,584.9881137052348,2261.424501425404,966.919108079285
9,0.315,448.26747798542914,272.892309037252,1312.9541824516948,586.3497660708192,2266.070185619259,960.9595657902868
10,0.35,535.3412891986063,300.3633983440262,1329.4368134304718,589.9904914122723,2275.437328793158,964.3413895829748
11,0.385,636.1646088058283,335.1222731812323,1348.7662749445678,599.8476927225961,2285.7519759265124,970.1932275396778
12,0.42,732.1888694963573,368.9061523961602,1369.4709499524865,611.8262649059644,2296.4893006018374,976.3792390884505
13,0.455,807.9786563192904,396.1773941208675,1388.3817716186252,621.8203635099328,2305.8372815964526,981.7541559892035
14,0.49,845.4804931897372,407.73567959705207,1406.0472058916694,630.2288200310454,2313.9448606271776,992.6229663474586
15,0.525,807.2449154260373,393.4820517867162,1407.960561925879,633.9330710760086,2322.424490655686,995.8010056140339
16,0.56,730.4238378207158,365.5979185716624,1401.5608770985111,632.1169817340926,2328.8230247070005,999.3373571597109
17,0.5950000000000001,633.8021453911942,332.8383627311045,1388.6069220779223,625.3287838814985,2330.263956287615,1003.346281711801
18,0.6300000000000001,532.8243535001584,299.5294843164442,1368.1375017421603,611.4683862411052,2323.5036721571114,1005.335262482622
19,0.665,445.9730617675008,273.0631894190704,1344.5205273994297,598.4815610922611,2312.6035235983527,1001.442174494809
20,0.7000000000000001,382.2296471333545,256.80031774317786,1321.7317443775735,590.8653697890564,2296.076702248971,989.7623330418261
21,0.7350000000000001,343.00676338295847,249.9284677449005,1302.638963256256,587.3322717519992,2277.07579062401,974.7291542292983
22,0.77,324.1429369654735,252.15919514719067,1290.9290966107064,589.0963904505059,2259.8618976876783,965.7015520177488
23,0.805,319.74089768767817,262.41881941279973,1282.4989553373457,590.2035517354889,2251.8233458980044,964.1546771188193
24,0.8400000000000001,324.6522847640165,276.9310727860111,1278.7193351282863,592.199194022723,2251.0906195755465,967.6450332719847
25,0.8750000000000001,335.2445492556224,294.45049713358173,1278.1337374089326,595.1120622606794,2254.4693772568894,976.5271501451808
26,0.91,348.310704149509,311.66487764290537,1279.4632587899905,595.8567449393082,2259.1253978460563,985.4687469688238
27,0.945,361.74472093759897,326.5771441367558,1282.1250196388976,596.8056467350929,2261.0433823249923,993.1058643617268
28,0.98,373.8620652518214,337.87225366534057,1283.7552198289516,596.581910796568,2264.675374722838,998.1867815872444
