,Distance,Channel 1 Avg,Channel 1 Std,Channel 2 Avg,Channel 2 Std,Channel 3 Avg,Channel 3 Std
0,0.0,1175.937025958702,511.9983220747096,10110.27898938053,9766.849974890743,3091.7589504424777,4418.606973128121
1,0.035,1175.3221911504424,510.33317493225394,9996.01309262537,9473.285345725195,3067.2904035398233,4363.409093789913
2,0.07,1175.0950802359882,510.5830709972316,9764.737979941003,9047.442156759042,3045.112722123894,4302.749910008542
3,0.105,1174.5630548672566,510.3754613003087,9430.065715634217,8525.963836930321,3023.6914235988197,4267.100380996554
4,0.14,1175.4806991150442,512.1413936590748,9049.52522359882,8053.028645362584,3009.6068784660765,4265.656919815608
5,0.175,1177.1053292035397,513.6219178761984,8675.970215929203,7570.315819687854,3016.684499115044,4315.2189897362805
6,0.21,1178.9220253687315,512.880588633223,8382.645876106193,7123.00625963397,3055.9388643067846,4396.1597889561435
7,0.245,1181.136460176991,508.7142632741398,8311.080064306783,6847.05255479546,3128.0232353982296,4462.011287712444
8,0.28,1186.3913168141594,508.45584636729006,8652.13487020649,6825.989329860039,3259.165871976401,4556.492368099638
9,0.315,1192.1618690265486,509.7079113047363,9697.957609439529,7482.723029572455,3456.806762831858,4703.032446257748
10,0.35,1197.1010436578172,509.6214230880829,11643.388417699116,8981.604911355007,3715.0802235988203,4915.281095601518
11,0.385,1199.6579911504425,508.8477633052017,14280.473893215338,10768.814733976646,3992.7240064896755,5106.9590671232045
12,0.42,1201.2154843657818,509.3371116087916,17078.957920943954,12327.223378841232,4261.945553982301,5258.20732924025
13,0.455,1201.2583056047197,511.6584270759885,19383.92109557522,13409.005776508435,4524.187005309735,5452.918646519682
14,0.49,1201.773170501475,514.3356976288379,20522.147478466075,13895.790499393937,4703.111613569322,5574.89156493401
15,0.525,1197.593345722714,513.4949846523816,19440.96533215339,13417.076379253933,4662.636889675517,5515.231260502986
16,0.56,1195.6961628318584,514.0729082152363,17216.845524483775,12314.94407871675,4503.441483185841,5379.17670267068
17,0.5950000000000001,1193.5468696165192,514.2227970674312,14406.456304424777,10782.336353647983,4247.654342772861,5150.628361340278
18,0.6300000000000001,1190.696144542773,514.7104250385555,11718.52649616519,8986.74864790254,3962.114385250737,4952.080995750667
19,0.665,1188.049135103245,516.4305264721594,9733.728427138643,7495.376572789761,3674.513882005899,4800.653580459329
20,0.7000000000000001,1186.5299262536873,520.9383014575122,8564.891094395281,6520.032969472782,3408.2393457227136,4661.827795232157
21,0.7350000000000001,1186.1815168141593,524.7100874671809,8121.079623598821,6261.303087474883,3183.2440005899707,4581.554780394149
22,0.77,1185.970150442478,527.9905511336158,8157.148102654866,6539.8277519966905,3013.0602082595874,4497.792080808557
23,0.805,1185.2214713864307,529.6223112816061,8470.507176401181,7201.972165717331,2921.223356342183,4398.146654220462
24,0.8400000000000001,1185.7314017699116,529.5641645049682,8907.628132153393,7929.955614112695,2919.8121504424776,4333.095253494535
25,0.8750000000000001,1187.1919333333333,530.8220150851106,9348.097597640117,8650.48784347481,2957.7378171091445,4298.964749296664
26,0.91,1189.162935103245,532.5434923375118,9673.910557522124,9167.506677418087,2986.057574041298,4260.659902222108
27,0.945,1191.4439828908555,532.664074215813,9878.705652507375,9515.704300007326,3015.8802483775808,4257.723363991536
28,0.98,1193.145395280236,531.641441530785,10000.14124660767,9757.65159437066,3024.4440578171093,4234.909977980596
