,Distance,Channel 1,Channel 2,Channel 3
0,0.0,2058.9003213483156,11544.674123595492,4072.8250067415725
1,0.035,2039.7922089887654,11504.86462022472,4028.4903662921347
2,0.07,2014.8367595505613,11300.160934831456,4004.3118067415726
3,0.10500000000000001,1985.0426022471897,10999.464707865174,3962.3159505618
4,0.14,1957.9145573033702,10629.914950561806,3921.389433707864
5,0.17500000000000002,1936.164204494382,10454.854692134826,3899.123364044945
6,0.21000000000000002,1930.5356337078656,10397.94416179775,3886.207943820227
7,0.24500000000000002,1949.1246471910115,10438.86611235955,3868.497775280896
8,0.28,1996.1710561797765,10480.010808988762,3869.9501483146096
9,0.31500000000000006,2080.0607235955063,10583.621705617974,3886.3152719101136
10,0.35000000000000003,2198.9473483146076,10769.066979775289,3910.1063977528124
11,0.385,2336.7527280898876,11002.284651685395,3968.0127123595475
12,0.42000000000000004,2463.0131370786526,11261.891725842697,4029.5383617977513
13,0.45500000000000007,2559.5224876404504,11527.876600000005,4080.9132606741596
14,0.49000000000000005,2610.455853932585,11824.87066741575,4126.755617977527
15,0.525,2556.2365146067427,12010.258633707866,4163.4835505618
16,0.56,2455.0698561797753,12223.071269662934,4212.160928089889
17,0.5950000000000001,2328.0559325842705,12378.250698876402,4236.805858426969
18,0.6300000000000001,2196.3913056179767,12385.085159550565,4251.03457303371
19,0.665,2083.4880202247195,12129.987766292132,4221.561328089886
20,0.7000000000000001,2000.6328112359558,11779.377069662924,4174.345474157302
21,0.7350000000000001,1951.9805348314603,11473.404442696634,4121.875429213484
22,0.77,1933.6234449438198,11238.564887640441,4074.6118876404526
23,0.805,1930.2214966292138,11068.057993258439,4026.8651101123637
24,0.8400000000000001,1939.3042539325832,10995.013103370786,3980.894080898877
25,0.8750000000000001,1958.662730337077,10987.041647191018,3933.2381393258406
26,0.9100000000000001,1981.433071910113,11018.93118202247,3879.4947730337108
27,0.9450000000000001,2008.8786629213478,11043.586692134835,3822.473773033708
28,0.9800000000000001,2037.015462921348,11127.787856179766,3788.494033707863
