,Distance,Channel 1,Channel 2,Channel 3
0,0.0,1440.4516428571437,5940.114568965515,3513.54780541872
1,0.035,1425.1497586206904,6020.06545812808,3522.4739852216762
2,0.07,1408.3467586206898,6092.935160098524,3543.0454532019703
3,0.10500000000000001,1392.4425418719206,6197.291785714286,3551.641455665023
4,0.14,1378.7989064039396,6368.057076354683,3546.442004926109
5,0.17500000000000002,1374.7131453201962,6491.225204433502,3540.4068251231547
6,0.21000000000000002,1382.2414975369463,6536.866504926103,3524.148455665025
7,0.24500000000000002,1411.4856773399033,6507.002423645323,3498.196534482757
8,0.28,1464.0375591133004,6423.661150246301,3473.225344827589
9,0.31500000000000006,1542.6497931034482,6299.992780788174,3464.170559113301
10,0.35000000000000003,1646.159990147783,6160.071216748765,3472.0869088669942
11,0.385,1760.3705591133,6008.691251231529,3500.9453940886724
12,0.42000000000000004,1867.3910443349764,5852.856650246304,3537.7531477832495
13,0.45500000000000007,1949.1979778325142,5809.011394088667,3578.330337438423
14,0.49000000000000005,1992.8111945812805,5880.929711822658,3597.463418719212
15,0.525,1947.55665270936,6025.699091133009,3592.690940886698
16,0.56,1859.189155172414,6171.985184729064,3594.1604778325136
17,0.5950000000000001,1749.482083743842,6306.655645320197,3601.4234113300495
18,0.6300000000000001,1633.8117906403943,6431.774480295561,3590.555499999995
19,0.665,1526.3562610837441,6420.6360123152745,3560.2004064039393
20,0.7000000000000001,1447.1548940886705,6349.443539408874,3513.3785763546816
21,0.7350000000000001,1395.7316773399011,6175.104926108373,3480.14281773399
22,0.77,1368.003544334976,5968.118502463055,3459.2543645320193
23,0.805,1358.580485221674,5772.600014778327,3462.038743842367
24,0.8400000000000001,1363.5835615763535,5627.13447044335,3475.1857512315264
25,0.8750000000000001,1375.6900221674882,5532.004655172412,3517.9542290640375
26,0.9100000000000001,1395.7683817734005,5519.328918719213,3548.2089359605916
27,0.9450000000000001,1420.5005714285712,5543.09098029557,3572.525399014776
28,0.9800000000000001,1442.9016699507386,5629.434248768473,3611.4015221674863
