,image name,object name,avg int channel 1,avg int channel 2
0,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #001 (HPG Thresholded),1409.0168067226891,2536.621848739496
1,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #002 (HPG Thresholded),419.1111111111111,2217.1111111111113
2,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #003 (HPG Thresholded),328.7,2203.6
3,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #004 (HPG Thresholded),722.0,2132.0
4,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #005 (HPG Thresholded),721.8514851485148,2397.4059405940593
5,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #006 (HPG Thresholded),1645.3488372093022,2406.7441860465115
6,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #007 (HPG Thresholded),692.0,2514.4
7,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #008 (HPG Thresholded),910.311475409836,2839.3278688524592
8,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #009 (HPG Thresholded),92.26666666666667,2273.5333333333333
9,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #010 (HPG Thresholded),507.4594594594595,2627.837837837838
10,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #011 (HPG Thresholded),602.4705882352941,2300.8823529411766
11,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #012 (HPG Thresholded),1569.5694444444443,2529.625
12,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #013 (HPG Thresholded),498.0,2179.8333333333335
13,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #014 (HPG Thresholded),191.6,2308.2
14,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #015 (HPG Thresholded),679.92,2401.68
15,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #016 (HPG Thresholded),352.57142857142856,2215.0
16,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #017 (HPG Thresholded),1864.5,2299.2
17,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #018 (HPG Thresholded),214.0,2108.0
18,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #019 (HPG Thresholded),203.89473684210526,2277.0526315789475
19,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #020 (HPG Thresholded),488.37931034482756,2437.7241379310344
20,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #021 (HPG Thresholded),528.0,2129.6666666666665
21,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #022 (HPG Thresholded),1075.8,2219.1
22,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #023 (HPG Thresholded),1997.111111111111,2268.4444444444443
23,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #024 (HPG Thresholded),970.0,2210.3333333333335
24,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #025 (HPG Thresholded),1626.9333333333334,2585.7833333333333
25,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #026 (HPG Thresholded),568.0,2214.25
26,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #027 (HPG Thresholded),1919.3,2329.25
27,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #028 (HPG Thresholded),886.0,2151.0
28,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #029 (HPG Thresholded),332.6,2303.6
29,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #030 (HPG Thresholded),439.44444444444446,2190.222222222222
30,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #031 (HPG Thresholded),889.0,2114.5
31,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #032 (HPG Thresholded),935.5217391304348,2448.6521739130435
32,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #033 (HPG Thresholded),1524.29012345679,3003.3395061728397
33,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #034 (HPG Thresholded),698.625,2216.875
34,ND4-647_L-HPG-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_blob_objectfeatures.xlsx,Segment #035 (HPG Thresholded),1418.0,2392.2608695652175
