,Distance,Peak_1 Channel 1,Peak_1 Channel 2,Peak_1 Channel 3,Peak_2 Channel 1,Peak_2 Channel 2,Peak_2 Channel 3,Peak_3 Channel 1,Peak_3 Channel 2,Peak_3 Channel 3,Peak_4 Channel 1,Peak_4 Channel 2,Peak_4 Channel 3,Peak_5 Channel 1,Peak_5 Channel 2,Peak_5 Channel 3,Peak_6 Channel 1,Peak_6 Channel 2,Peak_6 Channel 3,Peak_7 Channel 1,Peak_7 Channel 2,Peak_7 Channel 3,Peak_8 Channel 1,Peak_8 Channel 2,Peak_8 Channel 3,Peak_9 Channel 1,Peak_9 Channel 2,Peak_9 Channel 3,Peak_10 Channel 1,Peak_10 Channel 2,Peak_10 Channel 3,Peak_11 Channel 1,Peak_11 Channel 2,Peak_11 Channel 3,Peak_12 Channel 1,Peak_12 Channel 2,Peak_12 Channel 3,Peak_13 Channel 1,Peak_13 Channel 2,Peak_13 Channel 3,Peak_14 Channel 1,Peak_14 Channel 2,Peak_14 Channel 3,Peak_15 Channel 1,Peak_15 Channel 2,Peak_15 Channel 3,Peak_16 Channel 1,Peak_16 Channel 2,Peak_16 Channel 3,Peak_17 Channel 1,Peak_17 Channel 2,Peak_17 Channel 3,Peak_18 Channel 1,Peak_18 Channel 2,Peak_18 Channel 3,Peak_19 Channel 1,Peak_19 Channel 2,Peak_19 Channel 3,Peak_20 Channel 1,Peak_20 Channel 2,Peak_20 Channel 3,Peak_21 Channel 1,Peak_21 Channel 2,Peak_21 Channel 3,Peak_22 Channel 1,Peak_22 Channel 2,Peak_22 Channel 3,Peak_23 Channel 1,Peak_23 Channel 2,Peak_23 Channel 3,Peak_24 Channel 1,Peak_24 Channel 2,Peak_24 Channel 3,Peak_25 Channel 1,Peak_25 Channel 2,Peak_25 Channel 3,Peak_26 Channel 1,Peak_26 Channel 2,Peak_26 Channel 3,Peak_27 Channel 1,Peak_27 Channel 2,Peak_27 Channel 3,Peak_28 Channel 1,Peak_28 Channel 2,Peak_28 Channel 3,Peak_29 Channel 1,Peak_29 Channel 2,Peak_29 Channel 3,Peak_30 Channel 1,Peak_30 Channel 2,Peak_30 Channel 3,Peak_31 Channel 1,Peak_31 Channel 2,Peak_31 Channel 3,Peak_32 Channel 1,Peak_32 Channel 2,Peak_32 Channel 3,Peak_33 Channel 1,Peak_33 Channel 2,Peak_33 Channel 3,Peak_34 Channel 1,Peak_34 Channel 2,Peak_34 Channel 3,Peak_35 Channel 1,Peak_35 Channel 2,Peak_35 Channel 3,Peak_36 Channel 1,Peak_36 Channel 2,Peak_36 Channel 3,Peak_37 Channel 1,Peak_37 Channel 2,Peak_37 Channel 3,Peak_38 Channel 1,Peak_38 Channel 2,Peak_38 Channel 3,Peak_39 Channel 1,Peak_39 Channel 2,Peak_39 Channel 3,Peak_40 Channel 1,Peak_40 Channel 2,Peak_40 Channel 3,Peak_41 Channel 1,Peak_41 Channel 2,Peak_41 Channel 3,Peak_42 Channel 1,Peak_42 Channel 2,Peak_42 Channel 3,Peak_43 Channel 1,Peak_43 Channel 2,Peak_43 Channel 3,Peak_44 Channel 1,Peak_44 Channel 2,Peak_44 Channel 3,Peak_45 Channel 1,Peak_45 Channel 2,Peak_45 Channel 3,Peak_46 Channel 1,Peak_46 Channel 2,Peak_46 Channel 3,Peak_47 Channel 1,Peak_47 Channel 2,Peak_47 Channel 3,Peak_48 Channel 1,Peak_48 Channel 2,Peak_48 Channel 3,Peak_49 Channel 1,Peak_49 Channel 2,Peak_49 Channel 3,Peak_50 Channel 1,Peak_50 Channel 2,Peak_50 Channel 3,Peak_51 Channel 1,Peak_51 Channel 2,Peak_51 Channel 3,Peak_52 Channel 1,Peak_52 Channel 2,Peak_52 Channel 3
0,0.0,303.474,2291.461,891.58,1288.047,4480.537,4038.86,962.88,6221.24,1414.12,1473.625,1285.39,535.838,1331.38,1677.78,633.33,1581.142,8606.32,1568.049,1542.677,1475.933,457.584,1029.8,2845.08,1718.32,1280.701,4547.932,498.847,1315.2,2981.32,944.04,899.792,8706.221,524.939,1534.94,1218.15,729.28,1197.7,1180.597,427.498,1174.42,9178.82,442.96,783.505,4027.546,1615.386,1114.505,1869.379,1404.783,723.414,4132.13,485.281,777.789,13664.715,1060.665,1474.412,3747.309,257.659,1360.544,3561.531,404.699,1482.5,2353.75,359.75,1776.016,5656.502,1416.039,1170.81,1809.664,360.747,783.752,1460.458,528.733,1042.636,1018.718,617.402,1077.991,2615.038,593.685,1959.956,2612.647,361.894,1101.018,1104.599,436.886,1119.75,3754.45,347.5,772.32,1758.56,317.96,569.867,5531.991,577.771,910.168,2280.72,553.133,524.304,1618.7,653.392,908.431,5615.342,4948.649,1316.52,2620.06,662.69,946.03,1636.51,529.27,1527.34,4419.691,472.365,1369.37,7492.3,450.63,788.042,5924.95,248.157,669.911,5356.26,376.48,825.191,4657.236,270.308,786.974,3565.504,304.187,1551.18,3829.71,1221.78,672.0,6712.0,3050.0,697.75,1611.96,3326.64,533.55,2168.088,6867.127,1025.079,3107.353,266.909,1077.4,9922.4,396.4,440.0,2053.0,291.0,1065.976,943.492,184.658,565.75,3121.693,861.643,1447.331,4947.111,3232.311
1,0.035,482.118,2543.708,1031.47,1299.296,3921.534,5836.816,899.64,8161.64,1791.36,1436.0,1458.8,562.0,1294.55,1855.61,1056.37,1480.762,8130.118,2411.694,1695.5,2233.14,547.6,1021.6,2424.12,1070.12,1287.8,5777.6,573.4,1242.288,2425.776,779.107,861.94,11322.54,572.44,1477.13,806.09,535.51,1085.477,935.871,418.447,1096.54,7960.98,543.38,794.269,3443.932,1110.234,1152.127,2230.158,892.36,729.98,3564.04,439.28,731.56,17582.68,947.12,1440.185,3140.376,257.741,1379.434,2676.682,407.933,1448.5,1841.5,362.75,1802.08,7176.06,1652.08,1083.14,1453.58,364.61,813.92,1578.4,511.96,1041.301,1017.344,581.66,1087.164,2393.501,546.517,1998.315,2430.122,394.135,1007.502,1222.193,478.371,1141.072,3591.953,406.863,737.568,818.809,394.861,584.53,6138.9,573.09,942.243,1439.544,532.268,519.4,1708.28,648.0,941.48,8077.01,4944.35,1402.85,2804.48,574.02,918.773,1606.438,542.645,1558.0,4305.12,532.52,1461.493,8563.417,352.551,735.478,5410.801,233.118,667.6,3780.6,430.8,799.83,4210.03,259.91,737.83,3713.592,314.66,1489.548,4044.03,1299.696,674.515,5042.227,1900.898,775.555,1910.34,2108.877,551.9,1999.6,5695.94,1007.874,3141.384,229.772,1102.8,11421.6,464.0,450.657,2005.408,303.228,1028.84,897.16,275.88,580.182,3011.104,862.214,1381.366,3556.576,2171.33
2,0.07,623.99,1891.663,1027.315,1302.088,3826.259,7449.914,804.8,9503.96,2356.32,1321.555,1873.232,590.45,1213.462,2426.635,1525.664,1439.85,7045.6,3365.1,1845.2,3051.55,566.31,1092.16,2046.76,689.72,1293.8,6877.8,591.8,1283.149,2353.852,782.107,849.787,12746.872,804.295,1427.43,818.99,502.47,1022.391,764.845,321.133,1074.56,6328.98,758.84,857.69,2700.84,893.59,1182.484,2419.96,596.676,736.94,2823.56,410.48,700.86,20192.5,939.5,1374.83,2552.02,299.73,1480.96,2263.88,471.68,1470.25,1318.75,396.75,1789.936,9378.338,1572.627,1016.695,1283.148,433.479,841.421,1859.319,589.536,1057.0,1283.3,445.3,1108.117,2052.04,624.627,2021.753,2165.749,374.677,904.395,1341.831,408.642,1104.54,3512.42,380.88,729.47,622.0,388.44,652.25,6241.66,580.96,970.463,911.424,716.122,537.54,1550.78,569.14,922.186,9968.334,4510.176,1516.29,3120.72,438.43,907.2,1621.0,526.8,1528.41,4308.084,556.287,1510.5,9005.05,442.6,758.11,5774.92,258.83,757.395,3035.973,356.2,758.857,4389.976,310.547,713.48,3251.48,294.42,1435.08,4097.68,1204.64,691.24,3440.56,1090.76,865.824,2610.345,1221.669,555.64,2575.54,5879.66,966.579,3169.383,379.166,1116.6,11571.4,532.8,459.32,1827.1,334.4,970.727,863.229,343.077,669.633,2545.836,807.21,1382.5,3116.0,1329.5
3,0.10500000000000001,787.561,1624.646,1242.18,1297.25,4148.95,9272.6,689.52,9736.52,3216.72,1209.62,2184.71,499.79,1186.77,3154.11,2140.0,1432.3,5449.1,4274.6,1986.1,3286.406,545.468,1172.04,1779.56,390.6,1316.6,7312.8,533.6,1195.72,1874.24,712.36,821.8,13332.579,1062.725,1408.473,976.282,559.571,1022.989,673.154,354.342,1103.02,5644.06,797.78,914.79,2045.8,912.32,1199.83,2450.19,522.41,757.16,2514.76,401.02,704.306,22044.105,1086.337,1313.527,2169.264,338.747,1567.28,2074.7,522.0,1499.651,917.986,478.164,1780.44,12155.236,1485.992,974.0,1713.0,788.0,874.523,2226.889,753.956,1074.697,1708.688,283.268,1129.511,1799.225,603.48,2052.694,1896.781,329.479,806.153,1397.223,303.762,1077.665,2779.257,377.523,733.29,748.9,345.14,800.272,5122.848,526.634,1010.49,760.89,777.87,571.86,1284.88,643.68,956.86,11202.1,4240.46,1608.57,3652.18,420.28,930.8,1634.8,696.8,1477.0,4354.51,637.41,1453.756,8307.269,478.372,789.76,6326.8,346.56,819.124,1756.115,238.701,737.294,4528.808,363.319,717.9,2618.72,263.62,1436.72,4340.12,1276.6,704.41,3612.628,566.797,946.496,2359.153,752.667,556.787,3397.879,6431.855,924.687,3204.125,494.669,1135.0,9954.4,583.6,445.414,2169.386,336.077,941.878,967.579,328.012,810.06,1830.88,733.32,1374.018,3041.887,895.412
4,0.14,900.45,1807.588,1502.959,1243.45,4104.85,10017.4,585.84,8808.16,3793.88,1127.58,2090.85,489.52,1245.06,3659.32,3024.8,1467.15,3690.3,4845.35,2138.053,4596.157,617.003,1280.065,1670.304,295.296,1368.4,6775.8,442.2,1157.891,1936.499,703.909,795.841,12985.27,1202.614,1423.06,1320.06,547.38,1012.16,585.28,361.52,1153.9,5737.1,686.16,958.32,1569.57,743.96,1223.352,2170.58,379.616,795.7,2223.06,390.1,759.11,22812.39,1218.59,1213.034,1654.435,338.554,1620.804,2111.75,460.767,1540.841,593.442,631.398,1694.96,13523.337,1163.786,986.822,2850.601,1880.638,915.382,2749.513,905.842,1124.229,2024.47,269.137,1152.53,1556.2,501.69,2023.32,1555.68,260.64,762.98,1445.96,320.76,949.138,2165.835,460.609,736.266,1388.897,306.743,959.522,3862.916,472.262,1019.63,833.82,651.27,634.889,1194.552,788.433,994.98,11000.48,3896.98,1641.15,4211.61,512.84,941.0,1836.8,1465.8,1359.61,3996.75,809.32,1324.377,6784.095,528.361,818.029,6476.152,412.853,914.36,1742.68,218.0,738.889,3765.685,476.421,731.442,2156.71,240.878,1445.0,4237.8,1211.68,752.77,4000.95,338.32,1055.902,2688.795,465.45,573.211,5197.972,7993.808,889.67,3304.67,537.58,1166.2,7354.8,622.6,432.37,2811.81,319.87,928.484,1023.011,242.393,921.3,1372.12,973.74,1338.667,2737.569,710.638
5,0.17500000000000002,994.4,1890.28,2023.62,1207.884,4567.756,9917.134,525.88,7125.64,3730.76,1065.46,2049.05,551.67,1371.44,3780.19,3792.41,1537.4,2133.3,4861.6,2251.1,4006.0,714.9,1333.11,1906.918,333.158,1448.8,5341.4,359.0,1133.888,2468.953,706.563,825.23,10872.971,1228.528,1421.8,1812.64,562.1,1001.24,573.3,461.24,1198.64,5332.2,545.28,1004.567,1352.168,610.447,1254.917,2146.849,379.929,852.58,1755.32,486.64,834.849,20845.118,1244.608,1191.8,1450.0,394.6,1718.85,2699.95,391.45,1642.93,626.89,611.73,1585.53,13368.542,885.473,1019.051,3721.444,3226.823,948.242,3546.192,837.232,1180.186,2114.976,387.502,1166.861,1709.961,408.378,2038.035,1724.743,261.078,719.625,1441.26,324.618,870.05,1577.89,537.54,756.76,2426.48,310.5,1152.3,2665.3,437.0,1028.13,879.809,544.162,734.3,872.4,1030.52,1003.254,9394.739,3177.843,1595.73,4444.86,659.48,933.8,2302.8,2998.4,1210.39,3668.42,930.89,1178.07,4778.12,468.3,825.802,5915.71,432.436,987.6,1891.88,223.28,773.267,2809.043,596.805,764.458,1788.485,194.172,1438.077,3868.757,1007.032,808.123,4411.451,364.213,1146.76,2996.76,353.88,627.74,6100.82,7227.6,843.594,3445.963,478.924,1203.4,4788.6,632.4,424.537,3256.948,333.039,889.658,1077.486,267.025,998.92,1288.88,1526.28,1260.108,2075.138,593.004
6,0.21000000000000002,1011.409,1696.037,3241.995,1180.96,4929.8,9325.68,505.257,5387.893,3580.873,1042.64,2159.45,758.91,1521.642,3817.738,3689.889,1620.8,1220.95,4342.3,2266.081,3786.456,1176.822,1367.92,1839.76,373.0,1546.0,3554.4,362.2,1118.0,3477.0,669.0,867.348,8402.485,1300.042,1389.204,2805.777,764.966,1046.029,556.145,461.324,1230.0,4437.64,460.04,1049.75,1344.0,616.0,1292.873,2352.919,533.48,920.86,1393.28,641.96,960.76,18468.72,1255.8,1204.6,1374.0,405.8,1771.45,3608.85,446.0,1694.382,1050.157,540.189,1503.51,11621.33,700.16,1066.14,4012.05,4614.26,994.668,4824.901,755.546,1209.845,1920.056,437.627,1180.631,2018.448,404.692,1999.4,2155.52,253.48,683.312,1509.884,356.668,813.67,1183.78,532.47,785.16,3227.92,381.18,1321.933,2175.995,559.937,1047.24,842.04,497.0,822.317,564.439,1789.358,1021.434,7189.853,2370.687,1484.01,4273.0,744.29,911.0,3086.2,4988.2,1066.27,3395.84,1042.69,1035.61,2850.6,380.49,805.808,4866.289,401.522,981.804,2232.055,215.696,832.949,2090.97,680.52,816.8,1611.86,170.0,1375.145,2971.463,694.75,894.849,5687.685,476.523,1166.571,3098.699,333.695,703.08,5868.24,5623.94,825.949,3852.869,365.022,1266.181,3893.529,556.322,455.0,3425.52,292.12,844.767,1371.547,301.167,1054.009,1531.533,2215.899,1188.441,1414.245,602.682
7,0.24500000000000002,979.872,1360.983,4900.331,1116.32,4304.84,7014.92,495.193,5265.253,3834.664,1066.15,2723.44,1267.09,1660.974,4009.144,3000.972,1692.45,1546.55,3482.8,2249.48,3693.612,1963.441,1334.028,2171.924,413.853,1640.4,2092.0,348.6,1001.0,4631.0,545.0,929.338,5986.72,1136.708,1357.2,4108.2,1054.95,1090.75,701.7,404.0,1229.64,3322.22,415.44,1112.0,1909.25,768.75,1314.818,2593.227,635.831,991.2,1435.9,761.0,1030.52,14478.12,1554.24,1235.2,1227.6,380.2,1806.559,4675.523,523.148,1743.188,1881.152,569.044,1403.628,8376.978,739.027,1069.089,3333.56,5261.471,1074.05,6679.42,684.77,1253.37,1815.6,441.88,1196.841,2418.497,450.89,1940.181,2459.733,286.903,632.808,1846.294,383.088,765.64,1047.26,437.51,792.84,3855.54,436.32,1444.932,1812.236,833.64,1049.502,883.119,531.264,907.601,555.4,2814.302,1036.757,4727.29,1484.951,1343.79,3867.54,716.29,880.2,4206.0,6916.2,954.29,3371.03,1196.71,953.971,2087.666,326.311,767.432,3395.247,325.834,948.705,2286.131,233.528,914.653,1852.326,731.526,844.579,1521.092,167.02,1330.92,2216.0,604.32,956.638,6584.49,535.773,1162.5,3164.16,330.73,755.482,4467.809,3748.05,840.465,4628.765,375.346,1304.887,3775.927,486.646,506.297,3473.62,402.632,808.18,1855.1,324.78,1155.105,2594.165,3173.63,1147.76,875.3,805.0
8,0.28,901.813,1308.545,6930.565,1065.08,3902.68,4499.4,503.11,6071.42,4386.467,1131.38,3790.44,2053.94,1740.642,4109.663,2043.631,1735.9,2247.15,2529.85,2194.458,3325.816,3016.99,1322.06,2597.14,411.59,1715.8,1726.0,413.6,990.029,5889.303,514.488,1011.53,3777.501,908.777,1270.455,5588.613,1322.122,1131.15,1069.55,386.45,1211.78,2346.58,537.38,1211.25,2851.5,1409.75,1351.24,2714.6,532.28,1055.92,2178.9,864.3,1080.005,10512.329,2021.384,1276.045,1183.356,441.02,1821.302,5478.681,568.27,1783.374,3062.086,783.359,1330.127,5265.673,917.983,1055.976,2851.643,5658.111,1151.405,8379.813,639.659,1319.79,2120.331,664.364,1206.192,2858.025,450.056,1905.931,2620.997,325.593,560.721,1987.433,288.289,737.51,1376.62,307.54,780.961,4457.545,508.768,1527.12,2125.24,927.36,1039.75,1114.45,648.52,947.003,785.636,3817.386,1061.0,3156.0,941.0,1235.99,3687.15,643.67,850.2,5579.4,8409.6,912.36,3762.82,1349.74,890.7,1732.76,283.04,735.962,2310.562,295.156,898.606,2211.89,257.613,1010.5,2254.95,936.05,857.321,1553.605,172.378,1286.52,1623.0,545.28,1000.84,7059.36,555.56,1109.02,2888.17,295.86,806.09,4193.36,2358.29,876.943,5930.705,349.933,1309.61,3799.66,425.24,569.436,3107.36,471.04,804.736,1912.019,453.517,1210.54,3609.58,3827.68,1121.56,778.02,1113.8
9,0.31500000000000006,810.234,2003.76,8978.758,1029.44,3970.8,2493.16,485.14,6948.51,5602.84,1218.7,5021.48,3066.66,1711.6,4499.8,1151.96,1744.65,2959.4,1802.75,2121.8,2479.65,2773.5,1300.984,3334.583,425.042,1761.2,2824.6,528.6,971.898,6728.86,502.295,1056.748,2433.758,784.84,1201.26,7995.8,1691.98,1213.1,1802.2,394.8,1200.88,2048.22,658.06,1355.5,3989.25,2253.25,1335.936,3652.168,513.418,1108.68,3587.26,953.46,1167.423,8333.266,2420.586,1345.68,1173.04,522.28,1770.353,5692.68,607.997,1781.911,4425.73,1078.342,1319.36,3216.92,1234.36,1023.33,2153.29,5155.73,1274.15,9191.486,838.764,1444.406,3345.363,1181.077,1216.12,3446.791,793.729,1847.55,2994.137,334.321,529.02,2682.57,204.09,746.87,2372.11,248.06,777.632,5021.6,531.026,1521.022,2890.9,1100.02,1064.18,1057.95,729.91,948.796,1521.1,4514.336,1055.634,2361.666,608.773,1201.17,4100.3,636.45,825.6,7064.0,9168.2,979.95,4603.48,1369.23,864.22,2031.72,284.64,726.517,2314.882,300.626,823.324,2694.787,304.512,1103.9,3132.1,1320.75,860.575,1614.441,189.434,1252.2,1380.88,395.76,1015.936,6293.605,503.175,1053.4,2863.88,324.06,811.332,4024.597,1269.385,928.664,7484.246,310.106,1293.517,4980.53,336.624,611.48,2721.96,517.0,819.407,2434.123,557.253,1258.14,4747.36,4393.2,1074.059,1269.468,1551.207
