,image name,object name,avg int channel 1,avg int channel 2
0,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #001 (MRPL23),1948.5,2104.5
1,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #002 (MRPL23),1144.5,2078.5833333333335
2,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #004 (MRPL23),1537.8,1651.4
3,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #007 (MRPL23),2477.425,2850.3
4,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #008 (MRPL23),2210.5,2559.5
5,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #009 (MRPL23),2023.0434782608695,3767.391304347826
6,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #011 (MRPL23),1451.095238095238,2517.0
7,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #015 (MRPL23),3291.0757575757575,3878.5454545454545
8,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #022 (MRPL23),2837.0,5348.06
9,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #023 (MRPL23),1707.5263157894738,2379.5789473684213
10,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #026 (MRPL23),3062.037037037037,2716.703703703704
11,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #029 (MRPL23),1751.53125,3534.125
12,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #032 (MRPL23),3754.25,4571.25
13,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #033 (MRPL23),2555.6785714285716,3080.6785714285716
14,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #038 (MRPL23),2342.4126984126983,4088.253968253968
15,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #039 (MRPL23),3286.1111111111113,3355.0
16,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #041 (MRPL23),1324.0,1956.1666666666667
17,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #042 (MRPL23),2478.3214285714284,4630.0
18,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #043 (MRPL23),2296.268292682927,3656.268292682927
19,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #044 (MRPL23),1501.5483870967741,2928.064516129032
20,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #046 (MRPL23),2314.5263157894738,2251.8947368421054
21,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #047 (MRPL23),1392.6296296296296,2162.962962962963
22,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #048 (MRPL23),3662.1290322580644,3018.2258064516127
23,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #053 (MRPL23),2188.190476190476,4112.0
24,HPG-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #056 (MRPL23),2622.2,3490.875
