,image name,object name,avg int channel 1,avg int channel 2,avg int channel 3
76,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #150 (ND4 Blob Finder),648.3978494623656,248.27956989247312,2583.47311827957
77,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #151 (ND4 Blob Finder),349.5945945945946,319.97297297297297,3623.9189189189187
78,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #152 (ND4 Blob Finder),691.6875,508.8875,4474.3875
79,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #155 (ND4 Blob Finder),542.84375,915.375,2969.65625
80,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #156 (ND4 Blob Finder),773.9857142857143,996.8571428571429,5029.114285714286
81,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #157 (ND4 Blob Finder),222.4,228.1,3040.5
82,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #158 (ND4 Blob Finder),267.35897435897436,873.5384615384615,3355.3076923076924
83,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #159 (ND4 Blob Finder),487.2894736842105,240.0,3683.342105263158
84,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #160 (ND4 Blob Finder),224.14285714285714,270.7142857142857,8678.2
85,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #161 (ND4 Blob Finder),287.2,131.975,4174.6
86,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #162 (ND4 Blob Finder),217.5625,151.875,4120.875
87,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #163 (ND4 Blob Finder),266.1551724137931,100.67241379310344,1382.5344827586207
88,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #164 (ND4 Blob Finder),398.6818181818182,121.36363636363636,4383.068181818182
89,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #167 (ND4 Blob Finder),455.39285714285717,141.375,1659.1607142857142
90,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #170 (ND4 Blob Finder),357.36206896551727,103.17241379310344,4121.862068965517
91,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #171 (ND4 Blob Finder),507.7901234567901,155.66666666666666,2022.4938271604938
92,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #172 (ND4 Blob Finder),556.4920634920635,384.1111111111111,12452.317460317461
93,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #174 (ND4 Blob Finder),242.8846153846154,63.42307692307692,1148.0384615384614
94,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #176 (ND4 Blob Finder),863.6355140186915,176.28971962616822,5549.7009345794395
95,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #180 (ND4 Blob Finder),382.8809523809524,71.95238095238095,2894.595238095238
96,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #182 (ND4 Blob Finder),222.41666666666666,211.25,2750.25
97,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #183 (ND4 Blob Finder),426.0194174757282,284.4466019417476,4745.349514563107
98,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #184 (ND4 Blob Finder),209.5625,126.25,2123.875
99,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #187 (ND4 Blob Finder),273.7,128.73333333333332,1586.0
100,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #189 (ND4 Blob Finder),268.72222222222223,118.05555555555556,4098.888888888889
101,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #190 (ND4 Blob Finder),320.3181818181818,262.469696969697,4603.651515151515
102,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #191 (ND4 Blob Finder),255.325,70.75,2012.575
103,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #192 (ND4 Blob Finder),326.0652173913044,124.80434782608695,1472.108695652174
104,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #193 (ND4 Blob Finder),419.25,259.4166666666667,5544.25
105,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #194 (ND4 Blob Finder),401.93650793650795,195.0,6545.761904761905
106,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #195 (ND4 Blob Finder),1051.6272727272728,809.4636363636364,6202.227272727273
107,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #196 (ND4 Blob Finder),230.87878787878788,126.0909090909091,5874.212121212121
108,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #197 (ND4 Blob Finder),283.5,106.60714285714286,5685.678571428572
109,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #198 (ND4 Blob Finder),426.97777777777776,141.93333333333334,3681.9444444444443
110,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #199 (ND4 Blob Finder),479.32142857142856,208.71428571428572,4952.583333333333
111,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #200 (ND4 Blob Finder),953.55,141.63333333333333,5395.675
112,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #201 (ND4 Blob Finder),409.8076923076923,145.69230769230768,4874.288461538462
113,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #202 (ND4 Blob Finder),397.8070175438597,119.08771929824562,3182.3859649122805
114,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #204 (ND4 Blob Finder),203.9090909090909,107.72727272727273,4637.121212121212
115,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #205 (ND4 Blob Finder),194.5,66.5,2882.0
116,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #206 (ND4 Blob Finder),215.0,875.0,9814.904761904761
117,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #209 (ND4 Blob Finder),279.6578947368421,81.36842105263158,920.5526315789474
118,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #210 (ND4 Blob Finder),226.125,151.875,506.25
119,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #213 (ND4 Blob Finder),450.9347826086956,217.41304347826087,4767.934782608696
120,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #214 (ND4 Blob Finder),481.2238805970149,178.50746268656715,4968.104477611941
121,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #215 (ND4 Blob Finder),532.047619047619,288.57142857142856,5128.68253968254
122,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #216 (ND4 Blob Finder),444.2352941176471,107.07843137254902,4171.901960784314
123,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #217 (ND4 Blob Finder),377.81333333333333,563.9733333333334,3561.0266666666666
124,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #218 (ND4 Blob Finder),369.83,199.08,4729.12
125,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #219 (ND4 Blob Finder),364.4173228346457,747.1653543307086,3804.047244094488
126,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #220 (ND4 Blob Finder),429.7291666666667,244.10416666666666,3427.6041666666665
127,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #221 (ND4 Blob Finder),297.3333333333333,279.6222222222222,4202.2444444444445
128,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #222 (ND4 Blob Finder),350.78350515463916,84.15463917525773,3104.762886597938
129,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #223 (ND4 Blob Finder),295.4166666666667,111.83333333333333,1552.8333333333333
130,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #224 (ND4 Blob Finder),317.72463768115944,134.91304347826087,6311.0
131,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #225 (ND4 Blob Finder),371.5,115.58510638297872,1759.0425531914893
132,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #226 (ND4 Blob Finder),491.45454545454544,137.49586776859505,3338.595041322314
133,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #227 (ND4 Blob Finder),857.4268292682926,1408.1768292682927,4573.408536585366
134,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #231 (ND4 Blob Finder),221.0,120.0,1889.25
135,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #233 (ND4 Blob Finder),636.8055555555555,3023.2638888888887,1625.375
136,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #234 (ND4 Blob Finder),420.0987654320988,132.4814814814815,3773.8765432098767
137,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #235 (ND4 Blob Finder),313.02597402597405,140.02597402597402,2277.818181818182
138,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #236 (ND4 Blob Finder),603.2957746478874,164.28169014084506,3783.0985915492956
139,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #237 (ND4 Blob Finder),466.0315789473684,2222.557894736842,5409.7052631578945
140,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #239 (ND4 Blob Finder),252.31578947368422,248.3684210526316,6500.473684210527
141,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #240 (ND4 Blob Finder),359.4,90.28571428571429,3198.9142857142856
142,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #241 (ND4 Blob Finder),477.6545454545454,165.5818181818182,2329.818181818182
143,ND4-647_MRPL23-488_TOM20-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #242 (ND4 Blob Finder),393.0879120879121,190.83516483516485,2937.714285714286
