,image set,total area,percent of mito area covered,avg rnr2 intensity
115,ChloroPostV2,10.77774772665805,0.26440501647109865,2917.0106358381504
116,ChloroPostV2,7.075330083055271,0.06655515450303087,1745.9464694488465
117,ChloroPostV2,1.4257796073696825,0.0,1217.286462882096
118,ChloroPostV2,1.5092459539784857,0.0,722.2714521452145
119,ChloroPostV2,0.8570872606992744,0.02107558139534901,1392.0901162790697
120,ChloroPostV2,0.3668781951685126,0.0,1081.379661016949
121,ChloroPostV2,4.533343810588239,0.16364385820280078,2708.3330583058305
122,ChloroPostV2,0.46653950455214876,0.1909212283044074,2124.96
123,ChloroPostV2,1.2638299796212624,0.06456382454410982,2107.3743842364534
124,ChloroPostV2,0.48024293459239875,0.04020752269779538,1996.3367875647668
125,ChloroPostV2,1.1529567729319579,0.11993517017828169,2474.844324324324
126,ChloroPostV2,0.9436680232263092,0.0,1093.4129287598944
127,ChloroPostV2,0.3195390732112852,0.0,987.9260700389106
128,ChloroPostV2,1.8493401722501686,0.5345234085550524,4397.361616161616
129,ChloroPostV2,0.5724296457722627,0.0,860.195652173913
130,ChloroPostV2,1.6338225907080435,0.04117422798322435,1208.3216463414635
131,ChloroPostV2,0.5817728935269791,0.05460385438972199,2298.271948608137
132,ChloroPostV2,1.6338225907080415,0.0,128.16006097560975
133,ChloroPostV2,85.32253849602667,0.04776609724049497,832.6748459089183
134,ChloroPostV2,0.4839802336942853,0.5701415701415719,5060.866323907455
135,ChloroPostV2,0.5761669448741491,0.37297297297297466,4467.224622030238
136,ChloroPostV2,2.1545529322375634,0.10002891008961869,1192.535260115607
137,ChloroPostV2,3.4133998463895283,0.19014598540146266,2327.1828467153287
138,ChloroPostV2,101.44400105514693,0.1076187201435295,1401.6698564005553
139,ChloroPostV2,0.2958695122326718,0.0,604.6722689075631
140,ChloroPostV2,0.3537976483119104,0.0,57.86267605633803
141,ChloroPostV2,0.42169191532951245,0.0,733.8171091445428
142,ChloroPostV2,0.2298438947660128,0.0,194.16216216216216
143,ChloroPostV2,0.63347219776974,0.0,157.3654223968566
144,ChloroPostV2,0.7543115353973998,0.0,287.8993399339934
145,ChloroPostV2,0.49519213099994425,0.16729559748427802,1831.4055415617129
146,ChloroPostV2,1.002219042489195,0.0,395.37142857142857
147,ChloroPostV2,0.8402694147407861,0.3758339510748708,4227.099259259259
148,ChloroPostV2,1.3136606343130832,0.0,180.44644549763032
149,ChloroPostV2,0.38867910659618315,0.0,1306.599358974359
150,ChloroPostV2,3.9895667912636217,0.0,238.7408679363097
151,ChloroPostV2,1.1710203852577417,0.6643617021276533,7577.718085106383
152,ChloroPostV2,3.1611321570122177,0.0,361.22340425531917
153,ChloroPostV2,0.8408922979244342,0.0,74.75816023738872
154,ChloroPostV2,0.49892943010183066,0.0,1179.493765586035
155,ChloroPostV2,0.3394713350880127,0.0,699.6007326007326
156,ChloroPostV2,4.590026180300172,0.0,147.8528773072747
157,ChloroPostV2,2.7251139284588364,0.0,509.23491773308956
158,ChloroPostV2,0.35940359696473995,0.0,1236.681660899654
159,ChloroPostV2,78.06096634108522,0.06294186176410813,1165.4823116219668
160,ChloroPostV2,0.26472535305028544,0.0,2139.56338028169
161,ChloroPostV2,0.243547324806263,0.0,580.9897959183673
162,ChloroPostV2,0.4889632991634669,0.0,147.05089058524172
163,ChloroPostV2,2.5830965625871674,0.0,193.39247830279652
164,ChloroPostV2,0.6484213941772861,0.0,145.60460652591172
165,ChloroPostV2,0.5686923466703766,0.0,1439.9824945295404
166,ChloroPostV2,0.6546502260137634,0.0,475.06273764258555
167,ChloroPostV2,1.6039241978929486,0.047378640776698,1753.3447204968943
168,ChloroPostV2,9.830342404329626,0.46381954124947705,4192.295437262357
169,ChloroPostV2,1.033363201671583,0.0,138.81084337349398
170,ChloroPostV2,0.9573714532665603,0.0,493.5331599479844
171,ChloroPostV2,1.8530774713520577,0.0,108.05846774193549
172,ChloroPostV2,0.6901545674816841,0.1236462093862824,1767.5397111913358
173,ChloroPostV2,0.2043056842364562,0.0,180.2987804878049
174,ChloroPostV2,1.3385759616589945,0.0,153.5274418604651
175,ChloroPostV2,0.5643321643848425,0.0,76.57615894039735
176,ChloroPostV2,0.45034454177730787,0.0,136.34530386740332
177,ChloroPostV2,0.29586951223267177,0.0,589.3571428571429
178,ChloroPostV2,0.40425118618737627,0.0,354.8092307692308
179,ChloroPostV2,0.8608245598011619,0.09623733719247533,2254.6121562952244
180,ChloroPostV2,1.0744734917923369,0.31130434782608696,3280.2526071842412
181,ChloroPostV2,20.635496991063487,0.009870506203025603,440.1051741834209
182,ChloroPostV2,0.5699381130376724,0.10819672131147613,1440.9213973799126
183,ChloroPostV2,0.5076497946728991,0.22208588957055372,2380.100490196078
184,ChloroPostV2,1.4743644956942104,0.11956062526404526,2164.687235841082
185,ChloroPostV2,0.8876085366980138,0.0,385.27068723702666
186,ChloroPostV2,58.41398496250387,0.44017914267422875,4285.875197371229
187,ChloroPostV2,0.5051582619383084,0.0,177.692118226601
188,ChloroPostV2,1.1180753146476816,0.18161559888579382,2340.827394209354
189,ChloroPostV2,0.4553276072464897,0.0971272229822169,1550.5737704918033
190,ChloroPostV2,0.2572507548465127,0.0,1100.2753623188405
191,ChloroPostV2,2.5095963469167413,0.5361131794489957,5122.6158808933005
192,ChloroPostV2,0.6901545674816837,0.09837545126353861,1434.9241877256318
193,ChloroPostV2,0.31953907321128544,0.2748538011695922,2845.4941634241245
194,ChloroPostV2,1.1554483056665463,0.0,278.0614224137931
195,ChloroPostV2,0.21614046472576295,0.0,211.8735632183908
196,ChloroPostV2,0.572429645772263,0.0,201.27608695652174
197,ChloroPostV2,0.5637092812011949,0.0,2000.1390728476822
198,ChloroPostV2,1.3410674943935867,0.0,327.09293680297395
199,ChloroPostV2,0.26846265215217185,0.0,117.92093023255813
200,ChloroPostV2,0.4603106727156718,0.48579161028417006,4029.1297297297297
201,ChloroPostV2,0.5774127112414448,0.0,113.16163793103448
202,ChloroPostV2,0.32701367141505816,0.7066666666666688,6070.1596958174905
203,ChloroPostV2,0.21364893199117188,0.0,95.12209302325581
204,ChloroPostV2,0.7119554789093543,0.0,137.3618881118881
205,ChloroPostV2,0.7798497459269567,0.0,581.9329073482428
206,ChloroPostV2,0.23482696023519467,0.0,613.5661375661375
207,ChloroPostV2,1.565305440506787,0.5352168722642107,4616.118536197295
208,ChloroPostV2,1.4668898974904383,0.0,295.7792869269949
209,ChloroPostV2,1.7646280592740748,0.0,314.121383203952
210,ChloroPostV2,0.41546308349303507,0.20239880059970164,2149.9580838323354
211,ChloroPostV2,1.6898820772363434,0.0,293.481945467944
212,ChloroPostV2,0.4017596534527852,0.0,282.3095975232198
213,ChloroPostV2,2.001323669060229,0.36539060068470613,3671.5675171126322
214,ChloroPostV2,0.8240744519659458,0.5903250188964468,5779.271903323262
215,ChloroPostV2,1.8082298821294216,0.39063038236305925,3774.221074380165
216,ChloroPostV2,38.76077475202575,0.011554284245035944,507.85077313787895
217,ChloroPostV2,0.875150873025059,0.0,856.1692745376956
218,ChloroPostV2,0.7368708062552632,0.21470836855452402,2505.152027027027
219,ChloroPostV2,5.551757815852536,0.09794681925277164,1966.9966345075163
220,ChloroPostV2,0.5774127112414451,0.0,126.39224137931035
221,ChloroPostV2,2.0928874970564433,0.0,108.32121573301549
222,ChloroPostV2,0.4341495790024671,0.0,242.3839541547278
223,ChloroPostV2,1.1753805675432756,0.0,256.00847457627117
224,ChloroPostV2,0.693268983399923,0.0,253.40754039497307
225,ChloroPostV2,0.7617861336011729,0.0,93.359477124183
226,ChloroPostV2,2.261688839824968,0.0,129.68612334801762
227,ChloroPostV2,19.046521989579887,0.09048989469553742,1102.6804919534213
228,ChloroPostV2,0.9162611631458086,0.0,89.72010869565217
229,ChloroPostV2,4.102931530687539,0.0,279.0163934426229
230,ChloroPostV2,12.708685595966204,0.08773219624563931,1232.6763408177271
231,ChloroPostV2,91.05680108467068,0.6433037363362474,4797.359003490521
232,ChloroPostV2,1.6593608012376007,0.8674924924924861,9878.054135338345
233,ChloroPostV2,0.6272433659332636,0.0,557.4325396825396
234,ChloroPostV2,0.36936972790310363,0.0,752.3614864864865
235,ChloroPostV2,0.6259975995659678,0.0,431.71570576540756
236,ChloroPostV2,0.6247518331986721,0.0,383.33466135458167
237,ChloroPostV2,0.21240316562387673,0.0,441.6198830409357
238,ChloroPostV2,3.678748082623438,0.0,569.9969522519472
239,ChloroPostV2,0.4285436303496376,0.0,332.6337209302326
240,ChloroPostV2,0.5363024211206948,0.0,412.262180974478
241,ChloroPostV2,1.9016623596765874,0.0,482.83038637851996
242,ChloroPostV2,0.26970841851946753,0.0,261.1658986175115
243,ChloroPostV2,0.7667691990703542,0.08123476848091042,1903.9724025974026
244,ChloroPostV2,0.6446840950753997,0.0,660.5096525096525
245,ChloroPostV2,0.46903103728673984,0.0,988.3925729442971
246,ChloroPostV2,2.4927785009582513,0.0,399.67966016991505
247,ChloroPostV2,1.826916377638852,0.543811796795073,4692.587994542974
248,ChloroPostV2,0.46903103728673956,0.30411686586985615,2762.474801061008
249,ChloroPostV2,0.5662008139357857,0.0,301.27472527472526
250,ChloroPostV2,6.411336609286629,0.34450597493439206,3422.3396153098893
251,ChloroPostV2,1.561568141404901,0.0,378.77033492822966
252,ChloroPostV2,0.5599719820993091,0.0,621.3733333333333
253,ChloroPostV2,1.1579398384011397,0.0,261.14516129032256
254,ChloroPostV2,0.7181843107458317,0.0,225.88734835355285
255,ChloroPostV2,0.2186319974603537,0.0,577.2954545454545
256,ChloroPostV2,0.30272122725279693,0.0,669.6707818930041
257,ChloroPostV2,2.5139565292022747,0.005203171456887963,631.761149653122
258,ChloroPostV2,3.6214428297278505,0.02476780185758564,1146.1320949432404
259,ChloroPostV2,5.351189430717913,0.018274938889534756,801.5421322160149
260,ChloroPostV2,0.6197687677294907,0.0,498.64658634538154
261,ChloroPostV2,1.682407479032566,0.7586079229914747,7098.819393042191
262,ChloroPostV2,4.72581471433544,0.0,628.2434071729958
263,ChloroPostV2,0.32950520414964907,0.0,715.822641509434
264,ChloroPostV2,0.8981975508200261,0.18932038834951556,2534.0873786407765
265,ChloroPostV2,1.694865142705524,0.0,213.44085231447465
266,ChloroPostV2,1.258846914152078,0.14596734289955338,1782.272997032641
267,ChloroPostV2,1.5403901131608704,0.0,943.3422330097087
268,ChloroPostV2,0.7530657690301049,0.24896608767576614,2454.7487603305785
269,ChloroPostV2,4.699653620622215,0.006759443339960144,706.8822593476532
270,ChloroPostV2,1.5877292351181054,0.0,828.0462745098039
271,ChloroPostV2,0.3618951296993308,0.0,1095.3883161512028
272,ChloroPostV2,0.8153540873948771,0.0756302521008409,1348.4373088685015
273,ChloroPostV2,1.1330245110552273,0.17097306212204502,2382.8582417582415
274,ChloroPostV2,0.28652626447795587,0.0,468.3391304347826
275,ChloroPostV2,1.0184140052640382,0.5785932721712542,4770.18826405868
276,ChloroPostV2,0.36314089606662614,0.7838765008576338,7054.763698630137
277,ChloroPostV2,0.37061549427039886,0.0,648.2147651006711
278,ChloroPostV2,2.241756577948237,0.7560433453737192,10549.715239154617
279,ChloroPostV2,0.508272677856547,0.0,665.9240196078431
280,ChloroPostV2,0.805387956456514,0.32250580046403804,3086.3833075734155
281,ChloroPostV2,0.29711527859996734,0.0,681.8619246861924
282,ChloroPostV2,0.3369798023534216,0.0,1753.3542435424354
283,ChloroPostV2,0.36687819516851267,0.0,233.3186440677966
284,ChloroPostV2,10.248297020557345,0.00018233756761682694,880.4932522796353
285,ChloroPostV2,4.215673386927814,0.36332742316785027,3849.8279124778237
286,ChloroPostV2,1.6961109090728206,0.0,450.7760646108664
287,ChloroPostV2,0.6764511374414344,0.0,531.4493554327809
288,ChloroPostV2,3.2321408399480474,0.03603777221044564,1797.9938342967246
289,ChloroPostV2,0.381827391576058,0.0,787.8631921824104
290,ChloroPostV2,0.5662008139357858,0.0,718.8923076923077
291,ChloroPostV2,1.3124148679457865,0.0,786.1377018043685
292,ChloroPostV2,5.522482306221087,0.028987141890366188,640.5460288808664
293,ChloroPostV2,0.4329038126351715,0.0,701.0833333333334
294,ChloroPostV2,0.4403784108389443,0.0,283.11581920903956
295,ChloroPostV2,0.7823412786615485,0.0,742.0859872611464
296,ChloroPostV2,1.30369450337472,0.0,938.2588347659981
297,ChloroPostV2,0.24230155843896758,0.0,725.1282051282051
298,ChloroPostV2,0.36812396153580806,0.0,944.3141891891892
299,ChloroPostV2,24.289329746337426,0.011206564944226324,382.7502693274509
300,ChloroPostV2,1.1741348011759822,0.0,1262.9883351007422
301,ChloroPostV2,1.0171682388967416,0.0,1376.2105263157894
302,ChloroPostV2,1.5765173378124466,0.0,317.1184834123223
303,ChloroPostV2,1.87238685004514,0.11842980705255819,2320.428476380572
304,ChloroPostV2,0.21987776382764943,0.0,847.819209039548
305,ChloroPostV2,0.35566629786285353,0.376532399299477,3605.076923076923
306,ChloroPostV2,0.23607272660249026,0.0,652.1947368421053
307,ChloroPostV2,0.8134854378439343,0.0,1228.5543644716693
308,ChloroPostV2,0.7082181798074686,0.0,737.8292253521126
309,ChloroPostV2,0.23358119386789947,0.0,177.29787234042553
310,ChloroPostV2,1.673687114461497,0.0,419.2708333333333
311,ChloroPostV2,0.8240744519659454,0.0,325.987915407855
312,ChloroPostV2,1.0707361926904508,0.2222222222222228,2596.6023255813952
313,ChloroPostV2,0.907540798574741,0.0,782.2427983539095
314,ChloroPostV2,0.9386849577571271,0.0,446.4628647214854
315,ChloroPostV2,1.7963951016401147,0.0,950.6615811373093
316,ChloroPostV2,0.42418344806410335,0.0014684287812041228,1773.5806451612902
317,ChloroPostV2,0.3768443261068761,0.0,632.0891089108911
318,ChloroPostV2,3.291314742394578,0.0,400.06207418622256
319,ChloroPostV2,5.250905238150599,0.0,268.05361803084224
320,ChloroPostV2,0.6758282542577867,0.05437788018433213,1974.4520295202951
321,ChloroPostV2,2.8092031582512735,0.0,328.9960070984916
322,ChloroPostV2,1.134270277422525,0.0,251.58836443468715
323,ChloroPostV2,0.40549695255467155,0.0,615.2668711656441
324,ChloroPostV2,0.23607272660249032,0.0,596.8947368421053
325,ChloroPostV2,1.8443571067809907,0.0,888.1985145172181
326,ChloroPostV2,16.71818464910687,0.029955290611025056,602.2449511886132
327,ChloroPostV2,0.5998365058527633,0.24610591900311687,2391.869294605809
328,ChloroPostV2,0.49892943010183055,0.0,284.76807980049875
329,ChloroPostV2,10.745980684291961,0.0,305.31976811594205
330,ChloroPostV2,0.6745824878904908,0.0,813.8487084870849
331,ChloroPostV2,1.6593608012376002,0.0,204.46246246246247
332,ChloroPostV2,2.378167995167081,0.0,322.5568360398114
333,ChloroPostV2,44.74481349733817,0.0,201.8930700239541
334,ChloroPostV2,405.9603776420006,0.08060219963692851,1754.8972537559016
335,ChloroPostV2,2.583096562587167,0.0,101.59864930053064
336,ChloroPostV2,0.5120099769584331,0.0,811.8661800486618
337,ChloroPostV2,0.503289612387365,0.0,149.8861386138614
338,ChloroPostV2,0.36314089606662636,0.0,98.97945205479452
339,ChloroPostV2,1.212130675378496,0.0,375.1490236382323
340,ChloroPostV2,0.2285981283987174,0.0,75.15760869565217
341,ChloroPostV2,6.791918234495486,0.0,280.65040352164345
342,ChloroPostV2,0.8489897793118546,0.0,173.03519061583577
343,ChloroPostV2,0.5574804493647177,0.0,145.69866071428572
344,ChloroPostV2,0.32452213868046725,0.0,34.50191570881226
345,ChloroPostV2,0.4279207471659898,0.0,600.546511627907
346,ChloroPostV2,0.582395776710627,0.0,182.1517094017094
347,ChloroPostV2,0.561840631650252,0.0,84.2549889135255
348,ChloroPostV2,1.4046015791256592,0.0,346.27039007092196
349,ChloroPostV2,0.395530821616308,0.07401574803149658,1941.3522012578617
350,ChloroPostV2,0.24977615664274028,0.0,78.8955223880597
351,ChloroPostV2,1.090045571383531,0.0,947.2091428571429
352,ChloroPostV2,0.6484213941772861,0.0,399.7274472168906
353,ChloroPostV2,17.424534179362432,0.00933009222849748,388.4805436337625
354,ChloroPostV2,0.9050492658401501,0.0,471.85694635488306
355,ChloroPostV2,0.3020983440691491,0.0,220.97530864197532
356,ChloroPostV2,1.3472963262300637,0.0,135.78465804066545
357,ChloroPostV2,51.257057182383434,0.03405030987968595,594.1415722689484
358,ChloroPostV2,0.22735236203142192,0.0,85.32786885245902
359,ChloroPostV2,1.6512633198501794,0.0,575.3921568627451
360,ChloroPostV2,2.5083505805494455,0.0,323.2522343594836
361,ChloroPostV2,4.565733736137912,0.0,539.4158253751706
362,ChloroPostV2,1.32611829798604,0.0,518.4215962441315
363,ChloroPostV2,0.42293768169680795,0.0,294.79411764705884
364,ChloroPostV2,0.3980223543508988,0.0,642.684375
365,ChloroPostV2,0.675828254257786,0.0,149.84530386740332
366,ChloroPostV2,0.4005138870854899,0.0,198.56521739130434
367,ChloroPostV2,0.2148946983584674,0.0,110.39306358381504
368,ChloroPostV2,0.886362770330718,0.0,463.82443820224717
369,ChloroPostV2,0.4017596534527852,0.0,352.4984520123839
370,ChloroPostV2,1.3553938076174847,0.0,246.67003676470588
371,ChloroPostV2,6.218242822355775,0.0,670.0901442307693
372,ChloroPostV2,1.0246428371005145,0.0,420.04738760631835
373,ChloroPostV2,1.1380075765244104,0.0,560.2713347921225
374,ChloroPostV2,2.1234087730551807,0.0,375.3313782991202
375,ChloroPostV2,1.156694072033844,0.0,202.72228202368137
376,ChloroPostV2,0.3083271759056262,0.0,113.2741935483871
377,ChloroPostV2,4.1315841571353324,0.0,495.8902622851975
378,ChloroPostV2,0.32203060594587635,0.0,44.683397683397686
379,ChloroPostV2,3.2944291583128162,0.023633957269805595,618.6944024205749
380,ChloroPostV2,21.723673912894956,0.055654318155760156,860.9860035564734
381,ChloroPostV2,0.9623545187357413,0.0,420.2457956015524
382,ChloroPostV2,1.4724958461432667,0.0,118.1404399323181
383,ChloroPostV2,0.25725075484651266,0.0,51.57487922705314
384,ChloroPostV2,45.60127787485363,0.03271411009424699,599.8001912568305
385,ChloroPostV2,1.2700588114577398,0.0,139.91666666666666
386,ChloroPostV2,110.7816428611738,0.035428134470641734,911.795644005445
387,ChloroPostV2,0.7891929936816728,0.0,542.9763406940064
388,ChloroPostV2,0.5001751964691262,0.0,188.42039800995025
389,ChloroPostV2,0.3967765879836033,0.0,611.7492163009405
390,ChloroPostV2,11.796784615105858,0.0,237.4303516738832
391,ChloroPostV2,0.6988749320527516,0.0,244.0499108734403
392,ChloroPostV2,0.6658621233194226,0.0,231.21869158878505
393,ChloroPostV2,0.2273523620314218,0.0,156.39890710382514
394,ChloroPostV2,0.46280220545026246,0.2705248990578756,2774.6478494623657
395,ChloroPostV2,1.5958267165055278,0.0,202.11007025761126
396,ChloroPostV2,2.404951972063928,0.0059570059570058865,555.4344899016054
397,ChloroPostV2,0.567446580303082,0.0,42.05934065934066
398,ChloroPostV2,5.202320349826066,0.0,220.60129310344828
399,ChloroPostV2,7.289601898230151,0.0,792.0316131237184
400,ChloroPostV2,2.4846810195708353,0.0,179.54436090225565
401,ChloroPostV2,1.978899874448911,0.0,236.13593455003146
402,ChloroPostV2,0.5363024211206948,0.0,237.48027842227378
403,ChloroPostV2,1.6163818615659034,0.0,222.41987673343607
404,ChloroPostV2,0.40923425165655797,0.0,348.75075987841944
405,ChloroPostV2,0.2958695122326717,0.0,292.1218487394958
406,ChloroPostV2,0.34819169965908076,0.0,206.875
407,ChloroPostV2,563.1723558955389,0.053200949412717816,1293.0652856093266
408,ChloroPostV2,0.5076497946728995,0.0,102.62990196078431
409,ChloroPostV2,2.0960019129746805,0.0,457.96494355317884
410,ChloroPostV2,2.944368809102822,0.03384810662153602,1622.9543147208121
411,ChloroPostV2,2.179468259583471,0.0,863.5051428571428
412,ChloroPostV2,0.7954218255181494,0.0,1388.5179968701095
413,ChloroPostV2,1.158562721584787,0.0,1140.8365591397849
414,ChloroPostV2,5.812745869801004,0.4972138876982112,4241.8639091298755
415,ChloroPostV2,0.9386849577571273,0.3404114134041144,3709.098143236074
416,ChloroPostV2,3.381632804023481,0.17995947688340722,2342.7701657458565
417,ChloroPostV2,1.5167205521822569,0.04517453798767892,1801.9178981937603
